ID,EC_NF_ID,x,y,stake,EC_NF_DIST,
0,Field,7,32,"7,32",229.2943,
0,Field,8,1,"8,1",172.4337,
0,Field,8,2,"8,2",169.0650,
0,Field,8,3,"8,3",165.0174,
0,Field,8,4,"8,4",162.2974,
0,Field,8,5,"8,5",160.7817,
0,Field,8,6,"8,6",161.7439,
0,Field,8,7,"8,7",165.1407,
0,Field,8,8,"8,8",170.6980,
0,Field,8,9,"8,9",175.9566,
0,Field,8,10,"8,10",183.2584,
0,Field,8,11,"8,11",192.3709,
0,Field,8,12,"8,12",203.0505,
0,Field,8,13,"8,13",215.0637,
0,Field,8,14,"8,14",227.9520,
0,Field,8,15,"8,15",241.3649,
0,Field,8,16,"8,16",255.6401,
0,Field,8,17,"8,17",268.8410,
0,Field,8,18,"8,18",280.8877,
0,Field,8,19,"8,19",293.8032,
0,Field,8,20,"8,20",307.4780,
0,Field,8,21,"8,21",321.6613,
0,Field,8,22,"8,22",323.0170,
0,Field,8,23,"8,23",310.6775,
0,Field,8,24,"8,24",299.1672,
0,Field,8,25,"8,25",288.5853,
0,Field,8,26,"8,26",279.0376,
0,Field,8,27,"8,27",270.6335,
0,Field,8,28,"8,28",263.4825,
0,Field,8,29,"8,29",257.6888,
0,Field,8,30,"8,30",253.3456,
0,Field,8,31,"8,31",250.5285,
0,Field,8,32,"8,32",249.2890,
0,Field,9,1,"9,1",192.3699,
0,Field,9,2,"9,2",188.4532,
0,Field,9,3,"9,3",184.8307,
0,Field,9,4,"9,4",182.1293,
0,Field,9,5,"9,5",180.7800,
0,Field,9,6,"9,6",181.6363,
0,Field,9,7,"9,7",184.6675,
0,Field,9,8,"9,8",189.7694,
0,Field,9,9,"9,9",195.0352,
0,Field,9,10,"9,10",201.6474,
0,Field,9,11,"9,11",209.9633,
0,Field,9,12,"9,12",219.7897,
0,Field,9,13,"9,13",230.9338,
0,Field,9,14,"9,14",243.2146,
0,Field,9,15,"9,15",256.1509,
0,Field,9,16,"9,16",269.6445,
0,Field,9,17,"9,17",283.9067,
0,Field,9,18,"9,18",296.7633,
0,Field,9,19,"9,19",309.0159,
0,Field,9,20,"9,20",322.0454,
0,Field,9,21,"9,21",335.7613,
0,Field,9,22,"9,22",338.6874,
0,Field,9,23,"9,23",326.9398,
0,Field,9,24,"9,24",316.0224,
0,Field,9,25,"9,25",306.0239,
0,Field,9,26,"9,26",297.0373,
0,Field,9,27,"9,27",289.1568,
0,Field,9,28,"9,28",282.4750,
0,Field,9,29,"9,29",277.0788,
0,Field,9,30,"9,30",273.0442,
0,Field,9,31,"9,31",270.4323,
0,Field,9,32,"9,32",269.2845,
0,Field,10,1,"10,1",212.3182,
0,Field,10,2,"10,2",207.9574,
0,Field,10,3,"10,3",204.6804,
0,Field,10,4,"10,4",201.9944,
0,Field,10,5,"10,5",200.7786,
0,Field,10,6,"10,6",201.5500,
0,Field,10,7,"10,7",204.2859,
0,Field,10,8,"10,8",208.9092,
0,Field,10,9,"10,9",214.2819,
0,Field,10,10,"10,10",220.3172,
0,Field,10,11,"10,11",227.9530,
0,Field,10,12,"10,12",237.0348,
0,Field,10,13,"10,13",247.4034,
0,Field,10,14,"10,14",258.9041,
0,Field,10,15,"10,15",271.3932,
0,Field,10,16,"10,16",284.3667,
0,Field,10,17,"10,17",297.9250,
0,Field,10,18,"10,18",312.1765,
0,Field,10,19,"10,19",324.7482,
0,Field,10,20,"10,20",337.1703,
0,Field,10,21,"10,21",350.2945,
0,Field,10,22,"10,22",354.7933,
0,Field,10,23,"10,23",343.5968,
0,Field,10,24,"10,24",333.2256,
0,Field,10,25,"10,25",323.7588,
0,Field,10,26,"10,26",315.2781,
0,Field,10,27,"10,27",307.8649,
0,Field,10,28,"10,28",301.5979,
0,Field,10,29,"10,29",296.5498,
0,Field,10,30,"10,30",292.7837,
0,Field,10,31,"10,31",290.3494,
0,Field,10,32,"10,32",289.2807,
0,Field,11,1,"11,1",232.2287,
0,Field,11,2,"11,2",227.5476,
0,Field,11,3,"11,3",224.5567,
0,Field,11,4,"11,4",221.8837,
0,Field,11,5,"11,5",220.7775,
0,Field,11,6,"11,6",221.4792,
0,Field,11,7,"11,7",223.9718,
0,Field,11,8,"11,8",228.1966,
0,Field,11,9,"11,9",233.6552,
0,Field,11,10,"11,10",239.2021,
0,Field,11,11,"11,11",246.2531,
0,Field,11,12,"11,12",254.6832,
0,Field,11,13,"11,13",264.3604,
0,Field,11,14,"11,14",275.1533,
0,Field,11,15,"11,15",286.9360,
0,Field,11,16,"11,16",299.5827,
0,Field,11,17,"11,17",312.5949,
0,Field,11,18,"11,18",326.2062,
0,Field,11,19,"11,19",340.4487,
0,Field,11,20,"11,20",352.7809,
0,Field,11,21,"11,21",365.3447,
0,Field,11,22,"11,22",371.2781,
0,Field,11,23,"11,23",360.5939,
0,Field,11,24,"11,24",350.7256,
0,Field,11,25,"11,25",341.7440,
0,Field,11,26,"11,26",333.7206,
0,Field,11,27,"11,27",326.7261,
0,Field,11,28,"11,28",320.8277,
0,Field,11,29,"11,29",316.0869,
0,Field,11,30,"11,30",312.5563,
0,Field,11,31,"11,31",310.2772,
0,Field,11,32,"11,32",309.2773,
0,Field,12,1,"12,1",251.5190,
0,Field,12,2,"12,2",247.2035,
0,Field,12,3,"12,3",244.4436,
0,Field,12,4,"12,4",241.7913,
0,Field,12,5,"12,5",240.7766,
0,Field,12,6,"12,6",241.4201,
0,Field,12,7,"12,7",243.7089,
0,Field,12,8,"12,8",247.5971,
0,Field,12,9,"12,9",253.0112,
0,Field,12,10,"12,10",258.2551,
0,Field,12,11,"12,11",264.7992,
0,Field,12,12,"12,12",272.6564,
0,Field,12,13,"12,13",281.7170,
0,Field,12,14,"12,14",291.8687,
0,Field,12,15,"12,15",303.0021,
0,Field,12,16,"12,16",315.0130,
0,Field,12,17,"12,17",327.7721,
0,Field,12,18,"12,18",340.8324,
0,Field,12,19,"12,19",354.4878,
0,Field,12,20,"12,20",368.7228,
0,Field,12,21,"12,21",380.8508,
0,Field,12,22,"12,22",388.0935,
0,Field,12,23,"12,23",377.8850,
0,Field,12,24,"12,24",368.4801,
0,Field,12,25,"12,25",359.9418,
0,Field,12,26,"12,26",352.3331,
0,Field,12,27,"12,27",345.7153,
0,Field,12,28,"12,28",340.1464,
0,Field,12,29,"12,29",335.6785,
0,Field,12,30,"12,30",332.3561,
0,Field,12,31,"12,31",330.2137,
0,Field,12,32,"12,32",329.2743,
0,Field,13,1,"13,1",270.9123,
0,Field,13,2,"13,2",266.9105,
0,Field,13,3,"13,3",264.1653,
0,Field,13,4,"13,4",261.7129,
0,Field,13,5,"13,5",260.7758,
0,Field,13,6,"13,6",261.3701,
0,Field,13,7,"13,7",263.4856,
0,Field,13,8,"13,8",267.0861,
0,Field,13,9,"13,9",272.1127,
0,Field,13,10,"13,10",277.4413,
0,Field,13,11,"13,11",283.5429,
0,Field,13,12,"13,12",290.8944,
0,Field,13,13,"13,13",299.4035,
0,Field,13,14,"13,14",308.9747,
0,Field,13,15,"13,15",319.5126,
0,Field,13,16,"13,16",330.9248,
0,Field,13,17,"13,17",343.1241,
0,Field,13,18,"13,18",355.9616,
0,Field,13,19,"13,19",369.0771,
0,Field,13,20,"13,20",382.7699,
0,Field,13,21,"13,21",396.7592,
0,Field,13,22,"13,22",405.1984,
0,Field,13,23,"13,23",395.4317,
0,Field,13,24,"13,24",386.4540,
0,Field,13,25,"13,25",378.3216,
0,Field,13,26,"13,26",371.0899,
0,Field,13,27,"13,27",364.8126,
0,Field,13,28,"13,28",359.5396,
0,Field,13,29,"13,29",355.3157,
0,Field,13,30,"13,30",352.1785,
0,Field,13,31,"13,31",350.1574,
0,Field,13,32,"13,32",349.2717,
0,Field,14,1,"14,1",290.3878,
0,Field,14,2,"14,2",286.6581,
0,Field,14,3,"14,3",283.9260,
0,Field,14,4,"14,4",281.6457,
0,Field,14,5,"14,5",280.7751,
0,Field,14,6,"14,6",281.3272,
0,Field,14,7,"14,7",283.2937,
0,Field,14,8,"14,8",286.6455,
0,Field,14,9,"14,9",291.3348,
0,Field,14,10,"14,10",296.7350,
0,Field,14,11,"14,11",302.4477,
0,Field,14,12,"14,12",309.3502,
0,Field,14,13,"14,13",317.3649,
0,Field,14,14,"14,14",326.4098,
0,Field,14,15,"14,15",336.4020,
0,Field,14,16,"14,16",347.2596,
0,Field,14,17,"14,17",358.9041,
0,Field,14,18,"14,18",371.2615,
0,Field,14,19,"14,19",384.1510,
0,Field,14,20,"14,20",397.3274,
0,Field,14,21,"14,21",411.0522,
0,Field,14,22,"14,22",422.5575,
0,Field,14,23,"14,23",413.2014,
0,Field,14,24,"14,24",404.6182,
0,Field,14,25,"14,25",396.8581,
0,Field,14,26,"14,26",389.9703,
0,Field,14,27,"14,27",384.0018,
0,Field,14,28,"14,28",378.9959,
0,Field,14,29,"14,29",374.9912,
0,Field,14,30,"14,30",372.0200,
0,Field,14,31,"14,31",370.1072,
0,Field,14,32,"14,32",369.2694,
0,Field,15,1,"15,1",309.9302,
0,Field,15,2,"15,2",306.4385,
0,Field,15,3,"15,3",303.7180,
0,Field,15,4,"15,4",301.5874,
0,Field,15,5,"15,5",300.7745,
0,Field,15,6,"15,6",301.2899,
0,Field,15,7,"15,7",303.1269,
0,Field,15,8,"15,8",306.2618,
0,Field,15,9,"15,9",310.6551,
0,Field,15,10,"15,10",316.1166,
0,Field,15,11,"15,11",321.4850,
0,Field,15,12,"15,12",327.9871,
0,Field,15,13,"15,13",335.5569,
0,Field,15,14,"15,14",344.1241,
0,Field,15,15,"15,15",353.6160,
0,Field,15,16,"15,16",363.9605,
0,Field,15,17,"15,17",375.0869,
0,Field,15,18,"15,18",386.9277,
0,Field,15,19,"15,19",399.4196,
0,Field,15,20,"15,20",412.3413,
0,Field,15,21,"15,21",425.5822,
0,Field,15,22,"15,22",439.3348,
0,Field,15,23,"15,23",431.1665,
0,Field,15,24,"15,24",422.9480,
0,Field,15,25,"15,25",415.5304,
0,Field,15,26,"15,26",408.9572,
0,Field,15,27,"15,27",403.2698,
0,Field,15,28,"15,28",398.5060,
0,Field,15,29,"15,29",394.6993,
0,Field,15,30,"15,30",391.8776,
0,Field,15,31,"15,31",390.0622,
0,Field,15,32,"15,32",389.2673,
0,Field,16,1,"16,1",329.5275,
0,Field,16,2,"16,2",326.2456,
0,Field,16,3,"16,3",323.5356,
0,Field,16,4,"16,4",321.5363,
0,Field,16,5,"16,5",320.7739,
0,Field,16,6,"16,6",321.2573,
0,Field,16,7,"16,7",322.9808,
0,Field,16,8,"16,8",325.9247,
0,Field,16,9,"16,9",330.0564,
0,Field,16,10,"16,10",335.3321,
0,Field,16,11,"16,11",340.6327,
0,Field,16,12,"16,12",346.7759,
0,Field,16,13,"16,13",353.9442,
0,Field,16,14,"16,14",362.0765,
0,Field,16,15,"16,15",371.1096,
0,Field,16,16,"16,16",380.9793,
0,Field,16,17,"16,17",391.6225,
0,Field,16,18,"16,18",402.9778,
0,Field,16,19,"16,19",414.9868,
0,Field,16,20,"16,20",427.5944,
0,Field,16,21,"16,21",440.5411,
0,Field,16,22,"16,22",453.8407,
0,Field,16,23,"16,23",449.3035,
0,Field,16,24,"16,24",441.4229,
0,Field,16,25,"16,25",434.3209,
0,Field,16,26,"16,26",428.0364,
0,Field,16,27,"16,27",422.6058,
0,Field,16,28,"16,28",418.0624,
0,Field,16,29,"16,29",414.4354,
0,Field,16,30,"16,30",411.7489,
0,Field,16,31,"16,31",410.0215,
0,Field,16,32,"16,32",409.2654,
0,Field,17,1,"17,1",349.1705,
0,Field,17,2,"17,2",346.0749,
0,Field,17,3,"17,3",343.3743,
0,Field,17,4,"17,4",341.4912,
0,Field,17,5,"17,5",340.7735,
0,Field,17,6,"17,6",341.2285,
0,Field,17,7,"17,7",342.8516,
0,Field,17,8,"17,8",345.6263,
0,Field,17,9,"17,9",349.5253,
0,Field,17,10,"17,10",354.5113,
0,Field,17,11,"17,11",359.8731,
0,Field,17,12,"17,12",365.6933,
0,Field,17,13,"17,13",372.4976,
0,Field,17,14,"17,14",380.2333,
0,Field,17,15,"17,15",388.8449,
0,Field,17,16,"17,16",398.2753,
0,Field,17,17,"17,17",408.4681,
0,Field,17,18,"17,18",419.3675,
0,Field,17,19,"17,19",430.9200,
0,Field,17,20,"17,20",443.0744,
0,Field,17,21,"17,21",455.7817,
0,Field,17,22,"17,22",468.7512,
0,Field,17,23,"17,23",467.5926,
0,Field,17,24,"17,24",460.0253,
0,Field,17,25,"17,25",453.2150,
0,Field,17,26,"17,26",447.1960,
0,Field,17,27,"17,27",442.0009,
0,Field,17,28,"17,28",437.6589,
0,Field,17,29,"17,29",434.1956,
0,Field,17,30,"17,30",431.6321,
0,Field,17,31,"17,31",429.9847,
0,Field,17,32,"17,32",429.2637,
0,Field,18,1,"18,1",368.8519,
0,Field,18,2,"18,2",365.9228,
0,Field,18,3,"18,3",363.2307,
0,Field,18,4,"18,4",361.4511,
0,Field,18,5,"18,5",360.7731,
0,Field,18,6,"18,6",361.2029,
0,Field,18,7,"18,7",362.7367,
0,Field,18,8,"18,8",365.3604,
0,Field,18,9,"18,9",369.0509,
0,Field,18,10,"18,10",373.7765,
0,Field,18,11,"18,11",379.1921,
0,Field,18,12,"18,12",384.7201,
0,Field,18,13,"18,13",391.1937,
0,Field,18,14,"18,14",398.5667,
0,Field,18,15,"18,15",406.7903,
0,Field,18,16,"18,16",415.8140,
0,Field,18,17,"18,17",425.5869,
0,Field,18,18,"18,18",436.0586,
0,Field,18,19,"18,19",447.1801,
0,Field,18,20,"18,20",458.9041,
0,Field,18,21,"18,21",471.1856,
0,Field,18,22,"18,22",483.9711,
0,Field,18,23,"18,23",486.0164,
0,Field,18,24,"18,24",478.7405,
0,Field,18,25,"18,25",472.2001,
0,Field,18,26,"18,26",466.4262,
0,Field,18,27,"18,27",461.4477,
0,Field,18,28,"18,28",457.2903,
0,Field,18,29,"18,29",453.9768,
0,Field,18,30,"18,30",451.5257,
0,Field,18,31,"18,31",449.9511,
0,Field,18,32,"18,32",449.2621,
0,Field,19,1,"19,1",388.5658,
0,Field,19,2,"19,2",385.7864,
0,Field,19,3,"19,3",383.1021,
0,Field,19,4,"19,4",381.4152,
0,Field,19,5,"19,5",380.7727,
0,Field,19,6,"19,6",381.1800,
0,Field,19,7,"19,7",382.6337,
0,Field,19,8,"19,8",385.1219,
0,Field,19,9,"19,9",388.6247,
0,Field,19,10,"19,10",393.1152,
0,Field,19,11,"19,11",398.5597,
0,Field,19,12,"19,12",403.8410,
0,Field,19,13,"19,13",410.0128,
0,Field,19,14,"19,14",417.0532,
0,Field,19,15,"19,15",424.9192,
0,Field,19,16,"19,16",433.5657,
0,Field,19,17,"19,17",442.9472,
0,Field,19,18,"19,18",453.0178,
0,Field,19,19,"19,19",463.7327,
0,Field,19,20,"19,20",475.0484,
0,Field,19,21,"19,21",486.9229,
0,Field,19,22,"19,22",499.3163,
0,Field,19,23,"19,23",504.5603,
0,Field,19,24,"19,24",497.5556,
0,Field,19,25,"19,25",491.2658,
0,Field,19,26,"19,26",485.7186,
0,Field,19,27,"19,27",480.9398,
0,Field,19,28,"19,28",476.9524,
0,Field,19,29,"19,29",473.7764,
0,Field,19,30,"19,30",471.4283,
0,Field,19,31,"19,31",469.9203,
0,Field,19,32,"19,32",469.2607,
0,Field,20,1,"20,1",408.3075,
0,Field,20,2,"20,2",405.5706,
0,Field,20,3,"20,3",402.9862,
0,Field,20,4,"20,4",401.3828,
0,Field,20,5,"20,5",400.7724,
0,Field,20,6,"20,6",401.1594,
0,Field,20,7,"20,7",402.5409,
0,Field,20,8,"20,8",404.9068,
0,Field,20,9,"20,9",408.2399,
0,Field,20,10,"20,10",412.5169,
0,Field,20,11,"20,11",417.7086,
0,Field,20,12,"20,12",423.0432,
0,Field,20,13,"20,13",428.9388,
0,Field,20,14,"20,14",435.6735,
0,Field,20,15,"20,15",443.2091,
0,Field,20,16,"20,16",451.5056,
0,Field,20,17,"20,17",460.5216,
0,Field,20,18,"20,18",470.2160,
0,Field,20,19,"20,19",480.5476,
0,Field,20,20,"20,20",491.4763,
0,Field,20,21,"20,21",502.9631,
0,Field,20,22,"20,22",514.9707,
0,Field,20,23,"20,23",523.2115,
0,Field,20,24,"20,24",516.4598,
0,Field,20,25,"20,25",510.4030,
0,Field,20,26,"20,26",505.0661,
0,Field,20,27,"20,27",500.4720,
0,Field,20,28,"20,28",496.6415,
0,Field,20,29,"20,29",493.5922,
0,Field,20,30,"20,30",491.3387,
0,Field,20,31,"20,31",489.8921,
0,Field,20,32,"20,32",489.2594,
