treeid,stemid,tag,stemtag,quadratname,lx,ly,px,py
35773,49399,183512,1,1808,15.7,5.7,355.70001,145.7
35774,49400,183513,1,1808,13.7,3.5,353.70001,143.5
35774,49401,183513,2,1808,13.7,3.5,353.70001,143.5
35775,49402,183514,1,1808,11.4,4,351.39999,144
35776,49403,183515,1,1808,13.5,0.6,353.5,140.60001
35777,49404,183516,1,1808,13.7,0.9,353.70001,140.89999
35777,49405,183516,2,1808,13.7,0.9,353.70001,140.89999
35778,49406,183517,1,1808,10.9,7.6,350.89999,147.60001
35779,49407,183518,1,1808,11.8,8,351.79999,148
35780,49408,183519,1,1808,12.6,8.6,352.60001,148.60001
35781,49409,183520,1,1812,1.8,7.2,341.79999,227.2
35781,49410,183520,2,1812,1.8,7.2,341.79999,227.2
35782,49411,183521,1,1812,3,3.5,343,223.5
35783,49412,183522,1,1812,4.6,3.3,344.60001,223.3
35784,49413,183523,1,1812,7.2,5.4,347.20001,225.39999
35785,49414,183524,1,1812,11.9,5.3,351.89999,225.3
35786,49415,183525,1,1812,12.9,6.9,352.89999,226.89999
35787,49416,183526,1,1812,12.4,6.9,352.39999,226.89999
35788,49417,183527,1,1812,11.6,6,351.60001,226
35789,49418,183528,1,1812,19.4,0.4,359.39999,220.39999
35790,49419,183529,1,1812,19.6,2.3,359.60001,222.3
35790,49420,183529,2,1812,19.6,2.3,359.60001,222.3
35791,49421,183530,1,1812,17.2,1.5,357.20001,221.5
35792,49422,183531,1,1812,18.7,2.9,358.70001,222.89999
35793,49423,183532,1,1812,19,3.4,359,223.39999
35794,49424,183533,1,1812,20,4.2,360,224.2
35794,49425,183533,2,1812,20,4.2,360,224.2
35795,49426,183534,1,1812,19.4,4.2,359.39999,224.2
35795,49427,183534,2,1812,19.4,4.2,359.39999,224.2
35796,49428,183535,1,1812,19.8,4.8,359.79999,224.8
35796,49429,183535,2,1812,19.8,4.8,359.79999,224.8
35797,49430,183536,1,1812,20,5.6,360,225.60001
35797,49431,183536,2,1812,20,5.6,360,225.60001
35798,49432,183537,1,1812,15.8,5.6,355.79999,225.60001
35799,49433,183538,1,1812,18.5,11.8,358.5,231.8
35799,49434,183538,2,1812,18.5,11.8,358.5,231.8
35800,49435,183539,1,1814,1,11.5,341,271.5
35801,49436,183540,1,1814,0,11.8,340,271.79999
35802,49437,183541,1,1814,0.9,2.4,340.89999,262.39999
35803,49438,183542,1,1814,1.6,15.2,341.60001,275.20001
35803,49439,183542,2,1814,1.6,15.2,341.60001,275.20001
35803,49440,183542,3,1814,1.6,15.2,341.60001,275.20001
35804,49441,183543,1,1814,0,14.9,340,274.89999
35805,49442,183544,1,1821,1.4,6.9,341.39999,406.89999
35806,49443,183545,1,1821,2.1,5.4,342.10001,405.39999
35806,49444,183545,2,1821,2.1,5.4,342.10001,405.39999
35807,49445,183546,1,1821,5.5,7.7,345.5,407.70001
35808,49446,183547,1,1821,9.9,5.3,349.89999,405.29999
35808,49447,183547,2,1821,9.9,5.3,349.89999,405.29999
35809,49448,183548,1,1821,10,7.8,350,407.79999
35810,49449,183549,1,1821,7.5,11.8,347.5,411.79999
35811,49450,183550,1,1821,8.3,11.3,348.29999,411.29999
35812,49451,183551,1,1809,5,6.5,345,166.5
35812,49452,183551,2,1809,5,6.5,345,166.5
35813,49453,183552,1,1809,13.4,0.3,353.39999,160.3
35813,49454,183552,2,1809,13.4,0.3,353.39999,160.3
35814,49455,183553,1,1809,13.6,0.5,353.60001,160.5
35815,49456,183554,1,1809,14.8,1.3,354.79999,161.3
35816,49457,183555,1,1809,18.8,2.1,358.79999,162.10001
35817,49458,183556,1,1809,18.6,3.2,358.60001,163.2
35818,49459,183557,1,1809,16.2,3.2,356.20001,163.2
35818,49460,183557,2,1809,16.2,3.2,356.20001,163.2
35819,49461,183558,1,1809,14.8,3.6,354.79999,163.60001
35820,49462,183559,1,1811,19.1,15.4,359.10001,215.39999
35820,49463,183559,2,1811,19.1,15.4,359.10001,215.39999
35821,49464,183560,1,1811,19.8,13.4,359.79999,213.39999
35822,49465,183561,1,1811,15.9,11.3,355.89999,211.3
35822,49466,183561,2,1811,15.9,11.3,355.89999,211.3
35823,49467,183562,1,1811,15,17.4,355,217.39999
35824,49468,183563,1,1811,13.5,17.7,353.5,217.7
35825,49469,183564,1,1811,12.9,17.5,352.89999,217.5
35825,49470,183564,2,1811,12.9,17.5,352.89999,217.5
35826,49471,183565,1,1811,14.6,16.9,354.60001,216.89999
35827,49472,183566,1,1821,8.4,16,348.39999,416
35827,49473,183566,2,1821,8.4,16,348.39999,416
35828,49474,183567,1,1821,5,11.6,345,411.60001
35829,49475,183568,1,1821,5.8,11.6,345.79999,411.60001
35830,49476,183569,1,1821,5.1,9.9,345.10001,409.89999
35831,49477,183570,1,1821,12,7.3,352,407.29999
35832,49478,183571,1,1821,11.5,6.7,351.5,406.70001
35833,49479,183572,1,1821,12.6,19.3,352.60001,419.29999
35834,49480,183573,1,1821,11.2,10.4,351.20001,410.39999
35835,49481,183574,1,1821,12.3,11.6,352.29999,411.60001
35836,49482,183575,1,1821,12.9,11.3,352.89999,411.29999
35837,49483,183576,1,1821,12.1,13,352.10001,413
35837,49484,183576,2,1821,12.1,13,352.10001,413
35838,49485,183577,1,1821,12.7,17.9,352.70001,417.89999
35839,49486,183578,1,1821,19.9,13.4,359.89999,413.39999
35840,49487,183579,1,1821,20,9.7,360,409.70001
35841,49488,183580,1,1821,19.7,9.1,359.70001,409.10001
35842,49489,183581,1,1821,16.6,8.4,356.60001,408.39999
35843,49490,183582,1,1821,16.9,9.2,356.89999,409.20001
35844,49491,183583,1,1821,15.6,10.4,355.60001,410.39999
35845,49492,183584,1,1821,16.1,8.6,356.10001,408.60001
35846,49493,183585,1,1821,15.1,4.6,355.10001,404.60001
35847,49494,183586,1,1821,18,3.9,358,403.89999
35848,49495,183587,1,1823,11.2,10.1,351.20001,450.10001
35848,49496,183587,2,1823,11.2,10.1,351.20001,450.10001
35849,49497,183588,1,1823,9.9,11.3,349.89999,451.29999
35850,49498,183589,1,1823,9.7,10.7,349.70001,450.70001
35850,49499,183589,2,1823,9.7,10.7,349.70001,450.70001
35851,49500,183590,1,1823,9.9,8.9,349.89999,448.89999
35851,49501,183590,2,1823,9.9,8.9,349.89999,448.89999
35851,49502,183590,3,1823,9.9,8.9,349.89999,448.89999
35851,49503,183590,4,1823,9.9,8.9,349.89999,448.89999
35852,49504,183591,1,1823,13.3,19.8,353.29999,459.79999
35852,49505,183591,2,1823,13.3,19.8,353.29999,459.79999
35852,49506,183591,3,1823,13.3,19.8,353.29999,459.79999
35852,49507,183591,4,1823,13.3,19.8,353.29999,459.79999
35852,49508,183591,5,1823,13.3,19.8,353.29999,459.79999
35853,49509,183592,1,1823,19.8,1.2,359.79999,441.20001
35854,49510,183593,1,1823,20,1.1,360,441.10001
35855,49511,183594,1,1825,9.5,7.5,349.5,487.5
35856,49512,183595,1,1825,10,7.8,350,487.79999
35856,49513,183595,2,1825,10,7.8,350,487.79999
35857,49514,183596,1,1825,8.5,6.3,348.5,486.29999
35857,49515,183596,2,1825,8.5,6.3,348.5,486.29999
35858,49516,183597,1,1825,10.3,7.7,350.29999,487.70001
35859,49517,183598,1,1825,10.9,7,350.89999,487
35860,49518,183599,1,1825,16.6,1.3,356.60001,481.29999
35861,49519,183600,1,1825,17.7,0.9,357.70001,480.89999
35862,49520,183601,1,1825,18.2,2.2,358.20001,482.20001
35863,49521,183602,1,1825,18.4,1.7,358.39999,481.70001
35864,49522,183603,1,1825,19.8,0.9,359.79999,480.89999
35865,49523,183604,1,1825,19.7,2.9,359.70001,482.89999
35866,49524,183611,1,1822,1.9,4.3,341.89999,424.29999
35867,49525,183612,1,1822,13.3,3.4,353.29999,423.39999
35868,49526,183613,1,1822,15.2,5.5,355.20001,425.5
35869,49527,183614,1,1822,15.8,8.8,355.79999,428.79999
35870,49528,183615,1,1822,19.6,8.5,359.60001,428.5
35871,49529,183616,1,1822,19.3,6.6,359.29999,426.60001
35872,49530,183617,1,1822,19.4,5.7,359.39999,425.70001
35873,49531,183618,1,1822,17.9,2.5,357.89999,422.5
35874,49532,183619,1,1822,18.7,1.4,358.70001,421.39999
35875,49533,183620,1,1822,13.7,14.8,353.70001,434.79999
35876,49534,183621,1,1822,14.6,14.9,354.60001,434.89999
35877,49535,183622,1,1822,15.4,16.3,355.39999,436.29999
35878,49536,183623,1,1822,14.1,19.7,354.10001,439.70001
35878,49537,183623,2,1822,14.1,19.7,354.10001,439.70001
35879,49538,183624,1,1822,18.3,16.4,358.29999,436.39999
35880,49539,183625,1,1822,6.1,15.5,346.10001,435.5
35880,49540,183625,2,1822,6.1,15.5,346.10001,435.5
35880,49541,183625,3,1822,6.1,15.5,346.10001,435.5
35881,49542,183626,1,1822,5.2,15.6,345.20001,435.60001
35882,49543,183627,1,1822,3.9,15.3,343.89999,435.29999
35883,49544,183628,1,1822,3.6,15,343.60001,435
35884,49545,183629,1,1822,2.4,14.7,342.39999,434.70001
35884,49546,183629,2,1822,2.4,14.7,342.39999,434.70001
35885,49547,183630,1,1822,2.5,14.6,342.5,434.60001
35886,49548,183631,1,1822,5,16.8,345,436.79999
35887,49549,183632,1,1822,9.2,16.1,349.20001,436.10001
35888,49550,183633,1,1824,9.4,7,349.39999,467
35889,49551,183634,1,1824,10.3,7,350.29999,467
35890,49552,183635,1,1824,9.4,9.1,349.39999,469.10001
35890,49553,183635,2,1824,9.4,9.1,349.39999,469.10001
35891,49554,183636,1,1824,8,10.7,348,470.70001
35892,49555,183637,1,1824,7.6,12,347.60001,472
35893,49556,183638,1,1824,7.6,12.5,347.60001,472.5
35894,49557,183639,1,1824,8.8,12.3,348.79999,472.29999
35895,49558,183640,1,1824,9.8,12.8,349.79999,472.79999
35896,49559,183641,1,1824,10,13,350,473
35897,49560,183642,1,1824,8.6,14,348.60001,474
35898,49561,183643,1,1824,9.6,14.8,349.60001,474.79999
35899,49562,183644,1,1824,9.1,15,349.10001,475
35900,49563,183645,1,1824,9.2,15.4,349.20001,475.39999
35901,49564,183646,1,1824,9.1,15.9,349.10001,475.89999
35902,49565,183647,1,1824,8.2,15.3,348.20001,475.29999
35903,49566,183648,1,1824,7.7,14.4,347.70001,474.39999
35904,49567,183649,1,1824,7.2,14.2,347.20001,474.20001
35905,49568,183650,1,1824,7.4,14.7,347.39999,474.70001
35906,49569,183651,1,1824,7.8,16.1,347.79999,476.10001
35907,49570,183652,1,1824,9,16.6,349,476.60001
35908,49571,183653,1,1824,9.9,16.5,349.89999,476.5
35908,49572,183653,2,1824,9.9,16.5,349.89999,476.5
35909,49573,183654,1,1824,10,16.4,350,476.39999
35909,49574,183654,2,1824,10,16.4,350,476.39999
35910,49575,183655,1,1824,10.5,18.2,350.5,478.20001
35911,49576,183656,1,1824,10.9,17.8,350.89999,477.79999
35912,49577,183657,1,1824,13,18,353,478
35912,49578,183657,2,1824,13,18,353,478
35913,49579,183658,1,1824,16.5,18.8,356.5,478.79999
35914,49580,183659,1,1824,16.9,18.8,356.89999,478.79999
35915,49581,183660,1,1824,17.8,19.5,357.79999,479.5
35915,49582,183660,2,1824,17.8,19.5,357.79999,479.5
35915,49583,183660,3,1824,17.8,19.5,357.79999,479.5
35916,49584,183661,1,1824,19.2,19.6,359.20001,479.60001
35916,49585,183661,2,1824,19.2,19.6,359.20001,479.60001
35917,49586,183662,1,1824,17.2,16.7,357.20001,476.70001
35918,49587,183663,1,1824,16.3,15.9,356.29999,475.89999
35919,49588,183664,1,1824,15.4,15.1,355.39999,475.10001
35920,49589,183665,1,1824,15.1,14.9,355.10001,474.89999
35921,49590,183666,1,1824,12.8,14.9,352.79999,474.89999
35922,49591,183667,1,1824,12.4,14.2,352.39999,474.20001
35923,49592,183668,1,1824,14.6,13.6,354.60001,473.60001
35924,49593,183669,1,1824,13.3,11.2,353.29999,471.20001
35924,49594,183669,2,1824,13.3,11.2,353.29999,471.20001
35925,49595,183670,1,1824,14.8,10.8,354.79999,470.79999
35926,49596,183671,1,1824,14,9.9,354,469.89999
35927,49597,183672,1,1824,13.2,9.6,353.20001,469.60001
35928,49598,183673,1,1824,14.5,7.4,354.5,467.39999
35928,49599,183673,2,1824,14.5,7.4,354.5,467.39999
35929,49600,183674,1,1824,14.1,7,354.10001,467
35930,49601,183675,1,1824,13.3,7,353.29999,467
35930,49602,183675,2,1824,13.3,7,353.29999,467
35931,49603,183676,1,1824,12.5,8.4,352.5,468.39999
35931,49604,183676,2,1824,12.5,8.4,352.5,468.39999
35931,49605,183676,3,1824,12.5,8.4,352.5,468.39999
35932,49606,183677,1,1824,11.6,7.4,351.60001,467.39999
35932,49607,183677,2,1824,11.6,7.4,351.60001,467.39999
35933,49608,183678,1,1824,11.5,7.8,351.5,467.79999
35934,49609,183679,1,1824,10.9,10.3,350.89999,470.29999
35935,49610,183680,1,1824,10.5,12.1,350.5,472.10001
35936,49611,183681,1,1824,10.9,12.7,350.89999,472.70001
35937,49612,183682,1,1824,10.2,15.7,350.20001,475.70001
35938,49613,183683,1,1824,14.6,4.9,354.60001,464.89999
35938,49614,183683,2,1824,14.6,4.9,354.60001,464.89999
35939,49615,183684,1,1824,15.1,4.9,355.10001,464.89999
35940,49616,183685,1,1824,14.9,3.7,354.89999,463.70001
35941,49617,183686,1,1824,16.2,3.8,356.20001,463.79999
35942,49618,183687,1,1824,16,4.5,356,464.5
35943,49619,183688,1,1824,16.7,5.9,356.70001,465.89999
35943,49620,183688,2,1824,16.7,5.9,356.70001,465.89999
35944,49621,183689,1,1824,18.6,3.7,358.60001,463.70001
35944,49622,183689,2,1824,18.6,3.7,358.60001,463.70001
35945,49623,183690,1,1824,20,5.2,360,465.20001
35945,49624,183690,2,1824,20,5.2,360,465.20001
35946,49625,183691,1,1824,17.8,6.1,357.79999,466.10001
35947,49626,183692,1,1824,17.2,5.7,357.20001,465.70001
35948,49627,183693,1,1824,19,11.5,359,471.5
35949,49628,183694,1,1824,15.2,12.1,355.20001,472.10001
35950,49629,191501,1,1911,5.5,5.1,365.5,205.10001
35951,49630,191502,1,1911,6,5.2,366,205.2
35952,49631,191503,1,1911,6.2,6.8,366.20001,206.8
35953,49632,191504,1,1911,8.2,5.4,368.20001,205.39999
35954,49633,191505,1,1911,8.8,5.6,368.79999,205.60001
35955,49634,191506,1,1911,9.5,7.2,369.5,207.2
35956,49635,191507,1,1911,10.3,6.8,370.29999,206.8
35957,49636,191508,1,1911,10.3,7.2,370.29999,207.2
35958,49637,191509,1,1911,11.2,8,371.20001,208
35959,49638,191510,1,1911,10.1,8,370.10001,208
35960,49639,191511,1,1911,7.4,10.9,367.39999,210.89999
35961,49640,191512,1,1911,7.7,12.9,367.70001,212.89999
35962,49641,191513,1,1911,4.9,12.2,364.89999,212.2
35963,49642,191514,1,1911,3.9,12,363.89999,212
35964,49643,191515,1,1911,1.8,12.3,361.79999,212.3
35965,49644,191516,1,1911,0.2,8,360.20001,208
35966,49645,191517,1,1911,1.2,10.9,361.20001,210.89999
35967,49646,191518,1,1911,0.3,13.5,360.29999,213.5
35967,49647,191518,2,1911,0.3,13.5,360.29999,213.5
35967,49648,191518,3,1911,0.3,13.5,360.29999,213.5
35968,49649,191519,1,1911,2.6,12.9,362.60001,212.89999
35969,49650,191520,1,1911,4.1,15.6,364.10001,215.60001
35970,49651,191521,1,1911,4.3,15.4,364.29999,215.39999
35971,49652,191522,1,1911,0.6,15.4,360.60001,215.39999
35972,49653,191523,1,1911,5.7,17.7,365.70001,217.7
35973,49654,191524,1,1911,5.1,19.5,365.10001,219.5
35974,49655,191525,1,1911,9.8,15.7,369.79999,215.7
35975,49656,191526,1,1911,10,15.3,370,215.3
35976,49657,191527,1,1911,10.6,15.7,370.60001,215.7
35976,49658,191527,2,1911,10.6,15.7,370.60001,215.7
35977,49659,191528,1,1911,10.3,16.5,370.29999,216.5
35978,49660,191529,1,1911,11.1,16.5,371.10001,216.5
35978,49661,191529,2,1911,11.1,16.5,371.10001,216.5
35979,49662,191530,1,1911,10.6,17.3,370.60001,217.3
35979,49663,191530,2,1911,10.6,17.3,370.60001,217.3
35979,49664,191530,3,1911,10.6,17.3,370.60001,217.3
35980,49665,191531,1,1911,11.1,14,371.10001,214
35980,49666,191531,2,1911,11.1,14,371.10001,214
35981,49667,191532,1,1911,11,13.7,371,213.7
35982,49668,191533,1,1911,12.4,13.3,372.39999,213.3
35983,49669,191534,1,1911,12.8,13.6,372.79999,213.60001
35984,49670,191535,1,1911,12.3,14.3,372.29999,214.3
35985,49671,191536,1,1911,15.9,17,375.89999,217
35986,49672,191537,1,1911,14.4,15.9,374.39999,215.89999
35987,49673,191538,1,1911,4,15.8,364,215.8
35988,49674,191539,1,1911,5.3,15.8,365.29999,215.8
35989,49675,191540,1,1911,5.4,15.1,365.39999,215.10001
35990,49676,191541,1,1911,13.2,12.7,373.20001,212.7
35991,49677,191542,1,1911,17.9,13.3,377.89999,213.3
35991,49678,191542,2,1911,17.9,13.3,377.89999,213.3
35992,49679,191543,1,1911,18.4,13.9,378.39999,213.89999
35993,49680,191544,1,1911,18.4,14.3,378.39999,214.3
35994,49681,191545,1,1911,17.5,12.5,377.5,212.5
35995,49682,191546,1,1911,19.8,11.9,379.79999,211.89999
35996,49683,191547,1,1911,18.1,11.2,378.10001,211.2
35997,49684,191548,1,1911,18.3,10,378.29999,210
35998,49685,191549,1,1911,19.2,10,379.20001,210
35999,49686,191550,1,1911,17,11.7,377,211.7
36000,49687,191551,1,1911,18.2,7.5,378.20001,207.5
36001,49688,191552,1,1911,18,6.3,378,206.3
36001,49689,191552,2,1911,18,6.3,378,206.3
36002,49690,191553,1,1911,19.7,6.1,379.70001,206.10001
36003,49691,191554,1,1911,19.4,5.4,379.39999,205.39999
36003,49692,191554,2,1911,19.4,5.4,379.39999,205.39999
36004,49693,191555,1,1911,17.2,5.8,377.20001,205.8
36005,49694,191556,1,1911,17.7,5.2,377.70001,205.2
36006,49695,191557,1,1911,16.5,6.2,376.5,206.2
36007,49696,191558,1,1911,16.7,6.1,376.70001,206.10001
36008,49697,191559,1,1911,15.3,5,375.29999,205
36009,49698,191560,1,1911,15,4.9,375,204.89999
36010,49699,191561,1,1911,17.4,4.2,377.39999,204.2
36011,49700,191562,1,1911,16.6,3.3,376.60001,203.3
36012,49701,191563,1,1911,17.1,3.7,377.10001,203.7
36013,49702,191564,1,1911,17.1,2.4,377.10001,202.39999
36014,49703,191565,1,1911,17.6,2.4,377.60001,202.39999
36015,49704,191566,1,1911,18.6,1.6,378.60001,201.60001
36016,49705,191567,1,1911,19.2,1.8,379.20001,201.8
36017,49706,191568,1,1911,18.8,1.2,378.79999,201.2
36018,49707,191569,1,1911,19.3,1.2,379.29999,201.2
36019,49708,191570,1,1911,18.6,1.2,378.60001,201.2
36020,49709,191571,1,1911,18.7,0.3,378.70001,200.3
36021,49710,191572,1,1911,19.6,0.2,379.60001,200.2
36022,49711,191573,1,1911,15.3,3.4,375.29999,203.39999
36023,49712,191574,1,1911,16.7,1.1,376.70001,201.10001
36023,49713,191574,2,1911,16.7,1.1,376.70001,201.10001
36024,49714,191575,1,1911,14.9,0.5,374.89999,200.5
36025,49715,191576,1,1911,15.5,4.4,375.5,204.39999
36026,49716,191577,1,1911,15.5,2.3,375.5,202.3
36026,49717,191577,2,1911,15.5,2.3,375.5,202.3
36027,49718,191578,1,1911,14.9,1.7,374.89999,201.7
36028,49719,191579,1,1911,15,1.5,375,201.5
36029,49720,191580,1,1911,14.4,1,374.39999,201
36030,49721,191581,1,1911,14.4,1.7,374.39999,201.7
36031,49722,191582,1,1911,12.9,1.6,372.89999,201.60001
36032,49723,191583,1,1911,12.6,5.3,372.60001,205.3
36033,49724,191584,1,1911,11.6,3.4,371.60001,203.39999
36034,49725,191585,1,1911,10.6,5.4,370.60001,205.39999
36035,49726,191586,1,1911,12.6,6.4,372.60001,206.39999
36036,49727,191587,1,1911,11.3,6.1,371.29999,206.10001
36037,49728,191588,1,1915,1.1,12.3,361.10001,292.29999
36038,49729,191589,1,1921,1.8,9.9,361.79999,409.89999
36039,49730,191590,1,1921,1.8,10.8,361.79999,410.79999
36040,49731,191591,1,1921,4.2,10.7,364.20001,410.70001
36041,49732,191592,1,1921,4.2,11.3,364.20001,411.29999
36042,49733,191593,1,1921,5.5,11.1,365.5,411.10001
36043,49734,191594,1,1921,6.5,12.2,366.5,412.20001
36043,49735,191594,2,1921,6.5,12.2,366.5,412.20001
36044,49736,191595,1,1921,5.8,12.4,365.79999,412.39999
36045,49737,191596,1,1921,6.9,12.4,366.89999,412.39999
36046,49738,191597,1,1921,7.1,14.2,367.10001,414.20001
36047,49739,191598,1,1921,7.2,16,367.20001,416
36048,49740,191599,1,1921,7.7,16.8,367.70001,416.79999
36049,49741,191600,1,1921,8.4,18.7,368.39999,418.70001
36050,49742,191601,1,1921,8.3,19.8,368.29999,419.79999
36051,49743,191602,1,1921,3.9,15.5,363.89999,415.5
36051,49744,191602,2,1921,3.9,15.5,363.89999,415.5
36052,49745,191603,1,1925,14.2,0.7,374.20001,480.70001
36053,49746,191604,1,1925,14.3,1.5,374.29999,481.5
36054,49747,191605,1,1925,14,2,374,482
36055,49748,191606,1,1925,14.8,1.9,374.79999,481.89999
36056,49749,191607,1,1925,14.8,0.3,374.79999,480.29999
36056,49750,191607,2,1925,14.8,0.3,374.79999,480.29999
36057,49751,191608,1,1925,16.4,0.8,376.39999,480.79999
36057,49752,191608,2,1925,16.4,0.8,376.39999,480.79999
36058,49753,191609,1,1925,18.1,4.1,378.10001,484.10001
36059,49754,191610,1,1925,17.7,4.8,377.70001,484.79999
36059,49755,191610,2,1925,17.7,4.8,377.70001,484.79999
36060,49756,191611,1,1925,16.3,3.8,376.29999,483.79999
36060,49757,191611,2,1925,16.3,3.8,376.29999,483.79999
36061,49758,191612,1,1925,19.6,5.3,379.60001,485.29999
36062,49759,191613,1,1925,18.7,5.5,378.70001,485.5
36063,49760,191614,1,1925,17.5,5.6,377.5,485.60001
36063,49761,191614,2,1925,17.5,5.6,377.5,485.60001
36064,49762,191615,1,1925,17.5,6.1,377.5,486.10001
36065,49763,191616,1,1925,18.1,6.4,378.10001,486.39999
36066,49764,191617,1,1925,18.6,8.8,378.60001,488.79999
36067,49765,191618,1,1925,18.3,8.7,378.29999,488.70001
36067,49766,191618,2,1925,18.3,8.7,378.29999,488.70001
36068,49767,191619,1,1925,17.8,8.4,377.79999,488.39999
36069,49768,191620,1,1925,19.8,10.9,379.79999,490.89999
36070,49769,191621,1,1925,18.9,11.2,378.89999,491.20001
36071,49770,191622,1,1925,18.2,10.8,378.20001,490.79999
36072,49771,191623,1,1925,17.4,10.8,377.39999,490.79999
36073,49772,191624,1,1925,19.9,11.8,379.89999,491.79999
36074,49773,191625,1,1924,6.6,18.2,366.60001,478.20001
36075,49774,191626,1,1924,6.4,19,366.39999,479
36076,49775,191627,1,1924,7.6,18.9,367.60001,478.89999
36077,49776,191628,1,1924,8,16,368,476
36078,49777,191629,1,1924,9.6,18.9,369.60001,478.89999
36079,49778,191630,1,1924,10.6,19.3,370.60001,479.29999
36080,49779,191631,1,1924,10.8,19.3,370.79999,479.29999
36081,49780,191632,1,1924,12.2,18.5,372.20001,478.5
36082,49781,191633,1,1924,11.6,16.7,371.60001,476.70001
36083,49782,191634,1,1924,13.6,15.7,373.60001,475.70001
36084,49783,191635,1,1924,15.2,16.1,375.20001,476.10001
36085,49784,191636,1,1924,15.4,17.8,375.39999,477.79999
36086,49785,191637,1,1924,13.7,19.5,373.70001,479.5
36087,49786,191638,1,1924,14.7,19.3,374.70001,479.29999
36088,49787,191639,1,1924,18.8,17.2,378.79999,477.20001
36088,49788,191639,2,1924,18.8,17.2,378.79999,477.20001
36089,49789,191640,1,1924,19.2,17.3,379.20001,477.29999
36089,49790,191640,2,1924,19.2,17.3,379.20001,477.29999
36089,49791,191640,3,1924,19.2,17.3,379.20001,477.29999
36089,49792,191640,4,1924,19.2,17.3,379.20001,477.29999
36090,49793,191641,1,1925,2.5,1.1,362.5,481.10001
36091,49794,191642,1,1925,3.7,0.8,363.70001,480.79999
36092,49795,191643,1,1925,5.1,1.6,365.10001,481.60001
36092,49796,191643,2,1925,5.1,1.6,365.10001,481.60001
36093,49797,191644,1,1925,6.1,2,366.10001,482
36094,49798,191645,1,1925,6.3,0.3,366.29999,480.29999
36095,49799,191646,1,1925,5.4,3.2,365.39999,483.20001
36096,49800,191647,1,1925,5.6,4,365.60001,484
36097,49801,191648,1,1925,6.3,5.1,366.29999,485.10001
36098,49802,191649,1,1925,8.9,3.8,368.89999,483.79999
36099,49803,191650,1,1925,10.1,3.4,370.10001,483.39999
36100,49804,191651,1,1925,14.4,12.6,374.39999,492.60001
36101,49805,191652,1,1925,19.1,13.8,379.10001,493.79999
36102,49806,191653,1,1925,18.2,13.4,378.20001,493.39999
36103,49807,191654,1,1925,18.5,15.2,378.5,495.20001
36104,49808,191655,1,1925,19.7,16.3,379.70001,496.29999
36105,49809,191656,1,1925,18.1,15.9,378.10001,495.89999
36106,49810,191657,1,1925,18.4,19.7,378.39999,499.70001
36107,49811,191658,1,1925,15.9,19.1,375.89999,499.10001
36108,49812,191659,1,1925,15.2,17.9,375.20001,497.89999
36109,49813,191660,1,1925,14.1,16.6,374.10001,496.60001
36110,49814,191661,1,1925,13.4,16,373.39999,496
36111,49815,191662,1,1925,14.4,13.8,374.39999,493.79999
36112,49816,191663,1,1925,14.1,13.1,374.10001,493.10001
36113,49817,191664,1,1925,15.2,12,375.20001,492
36114,49818,191665,1,1925,14.1,12.2,374.10001,492.20001
36115,49819,191666,1,1925,14.2,11.1,374.20001,491.10001
36116,49820,191667,1,1925,14.6,10.6,374.60001,490.60001
36117,49821,191668,1,1925,15.8,10.4,375.79999,490.39999
36117,49822,191668,2,1925,15.8,10.4,375.79999,490.39999
36118,49823,191669,1,1925,16.1,9.7,376.10001,489.70001
36119,49824,191670,1,1925,15.8,10,375.79999,490
36120,49825,191671,1,1925,14.7,9.1,374.70001,489.10001
36121,49826,191672,1,1925,11.5,9,371.5,489
36121,49827,191672,2,1925,11.5,9,371.5,489
36122,49828,191673,1,1925,11.2,8.6,371.20001,488.60001
36123,49829,191674,1,1925,10.9,7.4,370.89999,487.39999
36124,49830,191675,1,1925,9.1,8.4,369.10001,488.39999
36125,49831,191676,1,1925,3.4,12.9,363.39999,492.89999
36126,49832,191677,1,1925,4.1,13.4,364.10001,493.39999
36127,49833,191678,1,1925,4.3,14.3,364.29999,494.29999
36128,49834,191679,1,1925,4.7,13.8,364.70001,493.79999
36129,49835,191680,1,1925,5.5,14.3,365.5,494.29999
36129,49836,191680,2,1925,5.5,14.3,365.5,494.29999
36130,49837,191681,1,1925,6.3,13.3,366.29999,493.29999
36131,49838,191682,1,1925,4,15.8,364,495.79999
36132,49839,191683,1,1925,6.9,18.2,366.89999,498.20001
36133,49840,191684,1,1925,6.8,17.6,366.79999,497.60001
36134,49841,191685,1,1925,7.6,16.8,367.60001,496.79999
36135,49842,191686,1,1925,10.7,18.7,370.70001,498.70001
36136,49843,191687,1,1925,12.8,18.8,372.79999,498.79999
36137,49844,191688,1,1925,6.6,15.3,366.60001,495.29999
36138,49845,191689,1,1925,7.3,14.6,367.29999,494.60001
36139,49846,191690,1,1925,8.7,14.4,368.70001,494.39999
36140,49847,191691,1,1925,8.3,13.5,368.29999,493.5
36141,49848,191692,1,1925,8.4,13.3,368.39999,493.29999
36142,49849,191693,1,1925,11,13.5,371,493.5
36143,49850,191694,1,1925,11.6,13.3,371.60001,493.29999
36144,49851,191695,1,1925,11.4,11.3,371.39999,491.29999
36145,49852,191696,1,1925,12.7,11.3,372.70001,491.29999
36146,49853,191697,1,1925,12.6,12.6,372.60001,492.60001
