tag,stemtag,species.code,species,height.year,height.m,DBH.2008.cm,DBH.2013.cm,DBH.with.height.cm,researcher,publication,publication.doi,data.publication.doi,source.file,source.file.prior
82253,1,litu,Liriodendron tulipifera,2015,16.4,NA,15.3,15.7,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
82368,1,litu,Liriodendron tulipifera,2015,41.0,NA,99.39,99.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
82374,1,litu,Liriodendron tulipifera,2015,20.3,NA,31.86,32.1,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
82407,1,litu,Liriodendron tulipifera,2015,40.5,NA,72.2,73.4,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
83201,1,cagl,Carya glabra,2015,19.3,NA,18,19,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
83202,1,amar,Amelanchier arborea,2015,5.4,NA,7.19,11.3,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
90177,1,prse,Prunus serotina,2012,25.0,58.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
90231,1,prse,Prunus serotina,2012,14.3,14.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
90673,1,caca,Carpinus caroliniana,2012,7.5,6.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
90673,2,caca,Carpinus caroliniana,2012,5.7,3.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
90677,1,caca,Carpinus caroliniana,2012,4.9,5.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
90684,1,ploc,Platanus occidentalis,2012,26.0,41.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92012,1,caca,Carpinus caroliniana,2015,5.3,NA,5.44,5.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92016,1,quru,Quercus rubra,2015,28.1,NA,63.8,65.55,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92023,1,prav,Prunus avium,2012,9.1,8.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92053,1,cato,Carya tomentosa,2015,4.9,NA,5,5.1,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92085,1,qual,Quercus alba,2015,32.3,NA,58.45,59.8,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92124,1,acru,Acer rubrum,2015,14.2,NA,16.72,16.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92127,1,cagl,Carya glabra,2015,4.0,NA,2.9,2.9,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92172,1,litu,Liriodendron tulipifera,2015,32.0,NA,44.49,46.2,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92214,1,litu,Liriodendron tulipifera,2015,35.3,NA,49.92,51.2,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92249,1,nysy,Nyssa sylvatica,2015,15.2,NA,20.54,20.8,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92261,1,prse,Prunus serotina,2012,7.2,10.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92289,1,astr,Asimina triloba,2012,2.5,1.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92294,1,astr,Asimina triloba,2012,3.1,2.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92380,1,cofl,Cornus florida,2015,5.6,NA,8.3,8,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92385,1,cagl,Carya glabra,2015,5.7,NA,5.87,6.1,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92387,1,litu,Liriodendron tulipifera,2015,34.8,NA,54.1,55.55,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92389,1,litu,Liriodendron tulipifera,2015,25.6,NA,26.62,27,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92397,1,vipr,Viburnum prunifolium,2015,6.5,NA,6.42,6.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92414,1,litu,Liriodendron tulipifera,2015,35.8,NA,43.28,43.8,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92415,1,nysy,Nyssa sylvatica,2015,15.8,NA,20.68,20.9,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92443,1,quru,Quercus rubra,2015,36.4,NA,75.59,77.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92446,1,prav,Prunus avium,2015,7.8,NA,8.01,8.3,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92447,1,litu,Liriodendron tulipifera,2015,23.0,NA,16.68,17.5,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92459,1,nysy,Nyssa sylvatica,2015,5.0,NA,6.55,7.1,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92466,1,litu,Liriodendron tulipifera,2015,47.7,NA,83.45,84.2,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92472,1,caovl,Carya ovalis,2015,22.7,NA,29.51,29.8,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92494,1,cato,Carya tomentosa,2015,8.6,NA,7.01,7.3,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92500,1,cato,Carya tomentosa,2015,16.7,NA,15.11,15.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92516,1,litu,Liriodendron tulipifera,2015,44.3,NA,63.19,64.7,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92517,1,ceca,Cercis canadensis,2015,5.2,NA,6,6.3,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92539,1,litu,Liriodendron tulipifera,2015,24.3,NA,30.3,30.6,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
92544,1,ceca,Cercis canadensis,2015,4.7,NA,6.71,5.9,Atticus Stovall,"Stovall et al. 2018, Forest Ecology and Management",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
101117,1,cato,Carya tomentosa,2012,17.4,20.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102038,1,cagl,Carya glabra,2012,33.2,35.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102082,1,cagl,Carya glabra,2012,18.4,24.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102083,1,cagl,Carya glabra,2012,29.7,32.3,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102108,1,cagl,Carya glabra,2012,14.7,10.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102117,1,cagl,Carya glabra,2012,14.5,16.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102119,1,cagl,Carya glabra,2012,20.6,15.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102121,1,cagl,Carya glabra,2012,9.5,7.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102223,1,prse,Prunus serotina,2012,5.7,9.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
102379,1,prav,Prunus avium,2012,21.8,20.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
110403,2,astr,Asimina triloba,2012,7.8,9.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
110682,1,caca,Carpinus caroliniana,2012,5.2,2.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111076,1,cato,Carya tomentosa,2012,12.7,11.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111078,1,cato,Carya tomentosa,2012,27.9,29.3,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111164,1,cagl,Carya glabra,2012,9.5,7.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111182,1,prav,Prunus avium,2012,3.5,3.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111226,1,cato,Carya tomentosa,2012,18.0,18.6,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111245,1,cato,Carya tomentosa,2012,20.1,18.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111253,1,caca,Carpinus caroliniana,2012,6.0,6.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111260,1,cato,Carya tomentosa,2012,15.7,21.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111270,1,caco,Carya cordiformis,2012,38.6,48.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111313,1,cagl,Carya glabra,2012,12.4,13.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111317,1,cagl,Carya glabra,2012,10.4,9.6,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111318,1,cagl,Carya glabra,2012,9.1,8.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111351,1,astr,Asimina triloba,2012,5.8,3.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111359,1,astr,Asimina triloba,2012,3.1,3.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111362,1,astr,Asimina triloba,2012,5.9,4.6,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111373,1,astr,Asimina triloba,2012,4.8,4.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111375,1,astr,Asimina triloba,2012,6.0,4.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111379,1,astr,Asimina triloba,2012,6.1,4.6,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111381,1,astr,Asimina triloba,2012,11.5,11.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
111384,1,astr,Asimina triloba,2012,8.7,6.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
112014,1,caco,Carya cordiformis,2012,30.6,45.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
121262,1,caca,Carpinus caroliniana,2012,7.2,7.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
121263,1,cato,Carya tomentosa,2012,30.8,35.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
121349,1,cagl,Carya glabra,2012,35.3,43.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
121458,1,cato,Carya tomentosa,2012,17.4,15.6,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
122003,1,prav,Prunus avium,2012,18.3,21.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
130007,1,ploc,Platanus occidentalis,2012,33.5,55.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
130170,1,prse,Prunus serotina,2012,28.2,50.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
130390,1,prse,Prunus serotina,2012,36.1,70.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1111/1367-2435.12470,10.5061/dryad.6nc8c,SCBI_tree_heights.csv,Tree height Jonathan.xls (214 trees tab)
131113,1,cagl,Carya glabra,2012,34.5,50.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
131128,1,cato,Carya tomentosa,2012,41.9,56.6,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
140615,1,ploc,Platanus occidentalis,2012,32.3,41.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
142174,1,prav,Prunus avium,2012,8.6,9.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
150350,1,aial,Ailanthus altissima,2012,13.8,27.3,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
150756,1,prse,Prunus serotina,2012,30.1,93.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
151070,1,cagl,Carya glabra,2012,34.2,60.7,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
151072,1,prav,Prunus avium,2012,29.7,33.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
151168,1,prav,Prunus avium,2012,28.3,37.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
151175,1,ceoc,Celtis occidentalis,2012,7.0,4.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
151511,1,ploc,Platanus occidentalis,2012,35.9,36.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
152001,1,ploc,Platanus occidentalis,2012,29.9,32.1,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
152153,1,ploc,Platanus occidentalis,2012,36.0,93.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
160862,1,ploc,Platanus occidentalis,2012,35.6,80.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
160968,1,prav,Prunus avium,2012,5.1,7.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
161018,1,prav,Prunus avium,2012,25.4,27.2,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
161020,1,prav,Prunus avium,2012,24.6,28.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
161023,1,prav,Prunus avium,2012,12.9,19.0,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
161506,1,ceoc,Celtis occidentalis,2012,8.5,17.3,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
162371,1,ploc,Platanus occidentalis,2012,29.5,45.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
162563,1,ceoc,Celtis occidentalis,2012,3.2,6.8,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
170106,1,aial,Ailanthus altissima,2012,8.2,5.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
170365,1,ploc,Platanus occidentalis,2012,12.8,5.9,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
170641,1,aial,Ailanthus altissima,2012,5.3,3.4,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
170658,1,aial,Ailanthus altissima,2012,5.2,3.5,NA,NA,Jonathan Thompson,"Anderson-Teixeira et al. 2015, Functional Ecology",10.1016/j.foreco.2018.06.004,NA,DBH_height_val.csv,
