"tag","sp","stemtag","quadrat","treeID","stemID","dbh2008","dbh2013","dbh2018","biannual","intraannual","cored","year.cored","status","illum","crown.condition","crown.position","tree.notes","lx","ly","gx","gy","NAD83_X","NAD83_Y","lat","lon"
202248,"quru",1,2018,30625,30625,156.8,174,174,0,0,1,"2016-2017","dead",NA,NA,"sub-canopy","CF",1.8,17.3,381.8,357.3,747758.9,4308872,38.89381,-78.14329
202496,"quru",1,2026,30864,30864,230.1,242.9,254,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.5,11,387.5,511,747761.1,4309026,38.89519,-78.14321
22371,"quve",1,227,3392,3392,377,405.3,449,0,0,1,"2010-2011","alive",4,4,"canopy","RT",5.4,6.6,25.4,526.6,747398.6974,4309033.486,38.89535985,-78.14737914
32177,"quve",1,322,4404,4404,598.9,621,631,0,0,1,"2016-2017","dead",4,2,"canopy","",19.2,16.2,59.2,436.2,747434.5855,4308943.894,38.8945434,-78.1469981
32368,"quve",1,327,4593,4593,512,535.2,574,0,0,1,"2010-2011","alive",4,4,"canopy","",15.6,10.3,55.6,530.3,747428.8035,4309037.885,38.89539097,-78.14703082
32498,"quve",1,331,4719,4719,551.9,577.8,615,0,0,1,"2010-2011","alive",4,4,"canopy","",16,5.8,56,605.8,747427.4518,4309113.374,38.89607078,-78.14701918
40533,"quve",1,405,5010,5010,487.1,507.8,520,0,0,1,"2010-2011","alive",5,4,"canopy","",19,3.8,79,83.8,747462.5556,4308592.048,38.89136879,-78.14680277
42248,"quve",1,424,5734,5734,786.7,792,794,0,0,1,"2010-2011","alive",4,1,"canopy","",0.5,2.5,60.5,462.5,747435.275,4308970.217,38.89478012,-78.14698067
42283,"quve",1,425,5768,5768,471.1,483,491,0,0,1,"2010-2011","alive",4,3,"canopy","",2.3,9.9,62.3,489.9,747436.4389,4308997.651,38.89502671,-78.14695738
52403,"quve",1,530,6952,6952,757.1,777.5,796,0,0,1,"2010-2011","alive",5,4,"canopy","",6.6,17.7,86.6,597.7,747458.2315,4309105.986,38.89599562,-78.14666734
60549,"quve",1,613,7529,7529,395.1,410,430,0,0,1,"2010-2011","alive",4,3,"canopy","",15.6,8.1,115.6,248.1,747495.3341,4308757.153,38.89284556,-78.14636576
70228,"quve",1,702,8246,8246,684.9,686.6,687,0,0,1,"2016-2017","dead",3,1,"canopy","Poss dead",15.6,10.3,135.6,30.3,747520.3816,4308539.876,38.89088293,-78.14615562
80046,"quve",1,802,9147,9147,592.8,620,625,0,0,1,"2010-2011","alive",4,3,"canopy","",11.8,17.7,151.8,37.7,747536.4055,4308547.65,38.89094839,-78.14596828
80148,"quve",1,803,9237,9237,727.5,760.2,767,0,0,1,"2010-2011","alive",4,4,"canopy","",16.2,0.5,156.2,40.5,747540.7394,4308550.551,38.89097328,-78.14591732
80159,"quve",1,803,9248,9248,265.9,273.1,280,0,0,1,"2010-2011","alive",4,4,"canopy","",14,8.3,154,48.3,747538.359,4308558.298,38.89104367,-78.14594194
80576,"quve",1,815,9651,9651,549.2,565.9,585,0,0,1,"2010-2011","alive",4,3,"canopy","",3.5,8,143.5,288,747522.301,4308797.69,38.8932028,-78.14604058
82434,"quve",1,832,10272,10272,805.9,826.8,845,1,0,1,"2010-2011","alive",4,4,"canopy","",6,15.6,146,635.6,747516.7362,4309145.254,38.89633256,-78.14597937
90084,"quve",1,902,10351,10351,1092.1,1117.1,1142,1,0,1,"2010-2011","alive",5,4,"canopy","",16.2,19.3,176.2,39.3,747560.7618,4308549.815,38.89096102,-78.145687
90104,"quve",1,902,10370,10370,493.9,517.8,535,0,0,1,"2010-2011","alive",4,4,"canopy","",11.7,11.8,171.7,31.8,747556.437,4308542.213,38.89089381,-78.14573955
90634,"quve",1,911,10878,10878,379.1,407.2,438,0,0,1,"2010-2011","alive",4,4,"canopy","",3.6,17.6,163.6,217.6,747544.0288,4308727.775,38.89256743,-78.14581555
90650,"quve",1,912,10894,10894,705.3,723.3,723,0,0,1,"2010-2011","dead",4,2,"canopy","",0.6,12.3,160.6,232.3,747540.6886,4308742.401,38.89270001,-78.14584875
91499,"quve",1,909,11165,11165,302.8,318.1,331,0,0,1,"2010-2011","alive",3,4,"canopy","",12.3,2.4,172.3,162.4,747554.0071,4308672.792,38.89206975,-78.14572046
101123,"quve",1,1012,12742,12742,377.3,386.4,488,0,0,1,"2010-2011","alive",5,2,"canopy","",4.8,1.2,184.8,221.2,747565.1396,4308731.866,38.8925983,-78.14557095
101215,"quve",1,1013,12833,12833,751,769.2,792,0,0,1,"2010-2011","alive",4,3,"canopy","",19,13.5,199,253.5,747578.5864,4308764.486,38.8928881,-78.14540433
102238,"quve",1,1022,13175,13175,740.2,774.5,796,0,0,1,"2010-2011","dead",4,3,"canopy","",1,1,181,421,747556.7054,4308931.524,38.89439766,-78.1455961
110819,"quve",1,1105,14186,14186,710.2,738.5,770,0,0,1,"2010-2011","alive",4,4,"canopy","",5,8.1,205,88.1,747588.422,4308599.27,38.89139833,-78.14535062
110920,"quve",1,1105,14281,14281,777,775.2,788,0,0,1,"2010-2011","dead",4,1,"canopy","Poss dead",19.1,16.5,219.1,96.5,747602.3233,4308607.995,38.89147294,-78.14518738
112206,"quve",1,1121,14927,14927,521.4,545.4,570,0,0,1,"2010-2011","alive",5,4,"canopy","",16,19.9,216,419.9,747591.7215,4308931.236,38.8943852,-78.14519292
112440,"quve",1,1130,15150,15150,636.8,646.1,642,0,0,1,"2016-2017","dead",4,1,"canopy","",5.4,3.1,205.4,583.1,747577.3382,4309094.146,38.8958555,-78.14529983
121379,"quve",1,1206,16471,16471,682,677.5,696,0,0,1,"2010-2011","alive",4,3,"canopy","",12.5,19.3,232.5,119.3,747615.1907,4308631.1,38.89167727,-78.14503086
122521,"quve",1,1232,16968,16968,582.6,590.9,590.9,0,0,1,"2016-2017","dead",3,1,"canopy","",10.9,18.8,230.9,638.8,747601.5391,4309150.423,38.89635518,-78.14500081
130991,"quve",1,1307,17919,17919,698.1,722,739,0,0,1,"2010-2011","alive",4,3,"canopy","",15.1,0.6,255.1,120.6,747637.7545,4308632.924,38.89168732,-78.14477035
131009,"quve",1,1308,17936,17936,736.5,757.6,786,1,0,1,"2010-2011","alive",4,4,"canopy","",13.9,0.7,253.9,140.7,747636.0885,4308652.99,38.8918684,-78.1447823
132232,"quve",1,1322,18558,18558,258.3,285.1,306,0,0,1,"2010-2011","alive",4,4,"canopy","",6.3,4.6,246.3,424.6,747621.9043,4308936.638,38.89442531,-78.14484336
132250,"quve",1,1323,18576,18576,265.1,285,304,0,0,1,"2010-2011","alive",4,3,"canopy","",0.5,4.5,240.5,444.5,747615.6,4308956,38.8946,-78.14491
132396,"quve",1,1327,18714,18714,622.9,649.3,684,0,0,1,"2010-2011","alive",4,4,"canopy","",10.7,2.4,250.7,522.4,747624,4309035,38.89531,-78.14478
132542,"quve",1,1332,18835,18835,705,718,741,1,0,1,"2010-2011","alive",4,4,"canopy","",15.4,2.9,255.4,622.9,747626.4,4309135,38.89621,-78.14472
140733,"quve",1,1407,19527,19527,690.5,712,705,0,0,1,"2010-2011","alive",4,3,"canopy","",4.2,7,264.2,127,747646.7,4308640,38.89174,-78.14466
140736,"quve",1,1407,19530,19530,618.4,652.5,677,1,0,1,"2010-2011","alive",4,4,"canopy","",2.4,13.6,262.4,133.6,747644.8,4308646,38.8918,-78.14469
140761,"quve",1,1408,19552,19552,620,648.2,648,0,0,1,"2010-2011","alive",4,4,"canopy","",11.7,11.1,271.7,151.1,747653.6,4308664,38.89196,-78.14458
140931,"quve",1,1408,19712,19712,373.4,400.5,425,0,0,1,"2010-2011","alive",4,4,"canopy","",15.3,6.3,275.3,146.3,747657.4,4308659,38.89192,-78.14454
140934,"quve",1,1408,19714,19714,489.6,503,502,0,0,1,"2010-2011","alive",4,3,"canopy","",17.1,10.1,277.1,150.1,747659.1,4308663,38.89195,-78.14451
142575,"quve",1,1426,20508,20508,457,499.5,506,1,0,1,"2010-2011","alive",5,4,"canopy","",1.8,6.4,261.8,506.4,747635.5,4309019,38.89516,-78.14466
150951,"quve",1,1508,21487,21487,520.5,555.9,572,0,0,1,"2010-2011","alive",4,3,"canopy","",7.4,18,287.4,158,747669.2,4308671,38.89202,-78.14439
152490,"quve",1,1524,22230,22230,510.1,540.2,575,0,0,1,"2010-2011","alive",4,4,"canopy","",14.3,17.8,294.3,477.8,747668.7,4308991,38.8949,-78.14429
152645,"quve",1,1529,22363,22363,641.5,665,686,0,0,1,"2010-2011","alive",5,2,"canopy","",4.2,11.6,284.2,571.6,747656.4,4309084,38.89575,-78.14439
152651,"quve",1,1529,22369,22369,537.4,551.9,553,0,0,1,"2016-2017","dead",4,1,"canopy","",9.4,15.4,289.4,575.4,747661.5,4309088,38.89578,-78.14433
152656,"quve",1,1529,22373,22373,436.7,449.5,462,0,0,1,"2010-2011","alive",4,4,"canopy","",19,17.2,299,577.2,747671,4309090,38.8958,-78.14422
160935,"quve",1,1609,23208,23208,565.5,601.1,633,0,0,1,"2010-2011","alive",4,4,"canopy","",6.3,0.9,306.3,160.9,747688,4308674,38.89205,-78.14418
162566,"quve",1,1628,23900,23900,487.8,516.2,544,0,0,1,"2010-2011","alive",4,4,"canopy","",3.6,11.5,303.6,551.5,747676.2,4309065,38.89556,-78.14417
171167,"quve",1,1707,24998,24998,543,559.2,580,0,0,1,"2010-2011","alive",4,4,"canopy","",1,8.2,321,128.2,747703.5,4308642,38.89175,-78.14401
182024,"quve",1,1818,26940,26940,503.6,514,514,0,0,1,"2016-2017","dead",4,1,"canopy","",11.6,0.6,351.6,340.6,747729.1,4308855,38.89366,-78.14364
182130,"quve",1,1821,27042,27042,590,612,621,0,0,1,"2010-2011","alive",4,3,"canopy","",19,16.4,359,416.4,747734.8,4308931,38.89434,-78.14355
182686,"quve",1,1829,897,897,530.6,544.5,544.5,0,0,1,"2010-2011","dead",NA,NA,"canopy","CF",15.1,15.9,355.1,575.9,747727.2,4309090,38.89578,-78.14358
190807,"quve",1,1914,28349,28349,445.5,457.4,457.4,0,0,1,"2016-2017","dead",NA,NA,"canopy","CF",19.5,17.3,379.5,277.3,747758.5,4308792,38.89309,-78.14332
190830,"quve",1,1916,28370,28370,450.1,464,464,0,0,1,"2010-2011","dead",4,1,"canopy","Poss dead",18.5,2.4,378.5,302.4,747756.9,4308818,38.89332,-78.14333
10517,"quve",1,107,1465,1465,181.1,200,222,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",4.5,0.6,4.5,120.6,747387.222,4308627.11,38.89170557,-78.14765772
12445,"quve",1,130,2097,2097,170.2,180.5,191,0,0,1,"2010-2011","alive",2,4,"sub-canopy","",10,7.8,10,587.8,747381.8818,4309094.312,38.89591205,-78.14755089
32493,"quve",1,331,4714,4714,363.3,372,381,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",6.1,5.7,46.1,605.7,747417.5568,4309113.044,38.8960706,-78.14713326
42207,"quve",1,423,5693,5693,213.2,213,224,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",4,2.5,64,442.5,747439.2381,4308950.304,38.89459977,-78.1469422
42304,"quve",1,425,5789,5789,355.8,359.8,359,0,0,1,"2010-2011","dead",3,1,"sub-canopy","",3.4,11.2,63.4,491.2,747437.5084,4308998.977,38.89503833,-78.14694458
50404,"quve",1,506,6288,6288,237.2,241.2,248,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",15,3.6,95,103.6,747478.092,4308612.214,38.89154592,-78.14661657
52276,"quve",1,525,6826,6826,823.3,828.9,828.9,1,0,1,"2010-2011","dead",3,1,"sub-canopy","Poss dead",7.3,10.7,87.3,490.7,747461.4136,4308999.031,38.89503209,-78.14666924
62007,"quve",1,617,7586,7586,354.3,468.7,477,0,0,1,"2010-2011","alive",4,3,"sub-canopy","",1.2,8.4,101.2,328.4,747479.0751,4308837.097,38.89356966,-78.1465242
82059,"quve",1,818,9907,9907,160,160.2,160.2,0,0,1,"2016-2017","dead",2,1,"sub-canopy","",0.9,6.6,140.9,346.6,747518.3422,4308856.214,38.89373065,-78.14606508
82120,"quve",1,819,9967,9967,246,250.5,259,0,0,1,"2010-2011","alive",2,1,"sub-canopy","",8.4,18.2,148.4,378.2,747525.1071,4308887.979,38.89401464,-78.14597572
82418,"quve",1,831,10256,10256,315.9,317.6,317.6,0,0,1,"2016-2017","dead",2,1,"sub-canopy","",1.9,10.6,141.9,610.6,747513.2173,4309120.166,38.89610775,-78.14602894
90631,"quve",1,911,10876,10876,162.9,170.5,178,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",1.5,13.9,161.5,213.9,747542.0152,4308724.027,38.89253426,-78.14584009
91493,"quve",1,908,11159,11159,319,324.2,333,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",18,17.6,178,157.6,747559.8169,4308668.125,38.89202611,-78.14565523
100551,"quve",1,1004,12213,12213,400.9,414.6,410,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",16.6,11.3,196.6,71.3,747580.414,4308582.28,38.89124767,-78.14544897
111163,"quve",1,1109,14510,14510,493.8,511.8,528,0,0,1,"2010-2011","alive",3,3,"sub-canopy","",2.7,12.4,202.7,172.4,747584.1669,4308683.494,38.89215758,-78.14536926
120162,"quve",1,1202,15355,15355,472.3,535.1,579,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.2,8.4,227.2,28.4,747612.001,4308540.101,38.89085915,-78.14510041
140756,"quve",1,1408,19547,19547,694.9,707.2,710,1,0,1,"2010-2011","dead",3,2,"sub-canopy","",1.3,6.2,261.3,146.2,747643.4,4308659,38.89192,-78.1447
142015,"quve",1,1417,19986,19986,493.6,519,533,0,0,1,"2010-2011","alive",3,1,"sub-canopy","",8.5,14.4,268.5,334.4,747646.2,4308847,38.89361,-78.1446
142568,"quve",1,1425,20501,20501,441,450.5,450,1,0,1,"2016-2017","dead",3,2,"sub-canopy","",0.9,18.8,260.9,498.8,747634.8,4309011,38.89509,-78.14467
160921,"quve",1,1608,23194,23194,556.5,574.7,579,0,0,1,"2016-2017","dead",3,2,"sub-canopy","",1,0.5,301,140.5,747683.2,4308654,38.89186,-78.14424
180778,"quve",1,1809,26596,26596,369.9,374.5,376,0,0,1,"2016-2017","dead",3,2,"sub-canopy","",12.6,14.1,352.6,174.1,747734,4308689,38.89216,-78.14364
180929,"quve",1,1809,26720,26720,394.4,411.4,422,0,0,1,"2010-2011","alive",3,2,"sub-canopy","",7.6,10.7,347.6,170.7,747729.1,4308685,38.89213,-78.1437
192239,"quve",1,1919,28656,28656,279.1,288.2,301,0,0,1,"2010-2011","alive",3,4,"sub-canopy","",7.4,18.1,367.4,378.1,747744.1,4308893,38.894,-78.14345
