"tag","StemTag","stemID","quadrat","sp","gx","gy","dbh.2013","date.2013","agb.2013","status.2013","status.2014","date.2014","dbh.if.dead.2014","agb.if.dead.2014","status.2015","date.2015","dbh.if.dead.2015","agb.if.dead.2015","status.2016","date.2016","dbh.if.dead.2016","agb.if.dead.2016","status.2017","date.2017","dbh.if.dead.2017","agb.if.dead.2017","status.2018","date.2018","dbh.if.dead.2018","agb.if.dead.2018","Latin","Genus","Species","Family"
"80194","1",9281,"0804","litu",157.199996948242,73.1999969482422,185.399993896484,2013-06-11,0.128507842541604,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80202","1",9287,"0804","litu",144.899993896484,72,401.5,2013-06-11,0.984400794043533,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80208","1",9293,"0804","ceca",144,77,112,2013-06-11,0.0379344578776088,"Live","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Cercis canadensis","Cercis","canadensis","Fabaceae"
"80214","1",9299,"0805","cofl",141.699996948242,85.1999969482422,95.1999969482422,2013-06-13,0.0291435052687911,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornus florida","Cornus","florida","Cornaceae"
"80215","1",9300,"0805","havi",147.100006103516,87,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80221","1",9306,"0805","acru",143.5,92.1999969482422,200.100006103516,2013-06-13,0.142108225145598,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"80221","2",33346,"0805","acru",143.5,92.1999969482422,108,2013-06-13,0.031754734329231,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"80222","1",9307,"0805","litu",144.300003051758,93.0999984741211,203.699996948242,2013-06-13,0.164684177986121,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80223","1",9308,"0805","unk",145.100006103516,93.3000030517578,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"80226","1",9311,"0805","litu",144.199996948242,96.4000015258789,455.5,2013-06-13,1.37270563620266,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80227","1",9312,"0805","litu",144,98,453.100006103516,2013-06-13,1.35372952605008,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80228","1",9313,"0805","litu",143.5,98.1999969482422,160.199996948242,2013-06-13,0.0874472645429449,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80230","1",9315,"0805","qupr",149,86.9000015258789,358.799987792969,2013-06-13,0.963908727330256,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"80231","1",9316,"0805","havi",149,83.0999984741211,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80231","2",33350,"0805","havi",149,83.0999984741211,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80231","5",39348,"0805","havi",149,83.0999984741211,53.7999992370605,2013-06-13,0.00722596014617704,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80232","1",9317,"0805","litu",151.199996948242,82.8000030517578,606.5,2013-06-13,2.91890327501259,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80233","1",9318,"0805","quru",152.600006103516,83.6999969482422,736.799987792969,2013-06-13,4.37832656739251,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"80234","1",9319,"0805","prav",153,85.1999969482422,152,2013-06-13,0.0886448072567182,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Prunus avium","Prunus","avium","Rosaceae"
"80235","1",9320,"0805","quru",153.699996948242,89.4000015258789,793.099975585938,2013-06-13,5.24668867673122,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"80241","1",9326,"0805","litu",158,97.0999984741211,83.6999969482422,2013-06-13,0.0158067313528427,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80242","1",9327,"0805","litu",159.5,96.4000015258789,597.5,2013-06-13,2.8061502704719,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80245","1",9329,"0805","litu",156.100006103516,94.5,292.799987792969,2013-06-13,0.428425448589925,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80246","1",9330,"0805","litu",156.800003051758,92.4000015258789,197.300003051758,2013-06-13,0.151398098087794,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80247","1",9331,"0805","litu",157,90.5999984741211,198.100006103516,2013-06-13,0.153021043915483,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80248","1",9332,"0805","litu",157.600006103516,88.6999969482422,138.399993896484,2013-06-13,0.0594776880966496,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80249","1",9333,"0805","cagl",156.300003051758,87.1999969482422,121.699996948242,2013-06-13,0.0532693771943345,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80263","1",9346,"0806","caca",142.600006103516,102.400001525879,121.099998474121,2013-06-13,0.0147652447938039,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"80267","1",197,"0806","havi",140.100006103516,111.199996948242,66.4000015258789,2013-06-13,0.0162384215956475,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80267","2",39752,"0806","havi",140.100006103516,111.199996948242,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80268","1",9350,"0805","havi",142.5,94.1999969482422,NA,2013-06-13,NA,"Dead","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80268","2",33357,"0805","havi",142.5,94.1999969482422,NA,2013-06-13,NA,"Dead","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80281","1",9363,"0806","cagl",145.800003051758,109.900001525879,246.899993896484,2013-06-13,0.340171611751138,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80282","1",9364,"0806","litu",147.100006103516,109.300003051758,268.700012207031,2013-06-13,0.341649575265391,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80284","1",9366,"0806","nysy",154.600006103516,103.900001525879,182.300003051758,2013-06-13,0.120804733034983,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","Nyssaceae"
"80285","1",9367,"0806","havi",141.199996948242,105.400001525879,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80286","1",9368,"0806","qupr",142,100.699996948242,203.100006103516,2013-06-13,0.204140923644052,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"80287","1",9369,"0806","litu",151.5,100.800003051758,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80288","1",9370,"0806","cagl",148.800003051758,100.199996948242,325.100006103516,2013-06-13,0.699656491599584,"Live","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80290","1",9372,"0806","nysy",156.600006103516,104,132.300003051758,2013-06-13,0.0557298483254157,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Nyssa sylvatica","Nyssa","sylvatica","Nyssaceae"
"80301","1",9383,"0804","cagl",140.100006103516,78,158.100006103516,2013-06-11,0.105759686094359,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80304","1",9386,"0804","litu",152.800003051758,80,790.099975585938,2013-06-11,5.85939437194628,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80313","1",9395,"0806","havi",142.5,119.400001525879,91.0999984741211,2013-06-13,0.0262610744546052,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80316","1",9397,"0806","quru",150.399993896484,114.199996948242,791.299987792969,2013-06-13,5.21747750824155,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"80321","1",199,"0806","ceca",154.100006103516,116.400001525879,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis","Cercis","canadensis","Fabaceae"
"80322","1",9402,"0806","cagl",154.100006103516,114.300003051758,58.7000007629395,2013-06-13,0.00788067079198766,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80325","1",9405,"0806","quru",156.199996948242,118,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"80328","1",9408,"0806","cagl",159.699996948242,115.699996948242,57.7999992370605,2013-06-13,0.00756791469277742,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80329","1",9409,"0806","cagl",158.399993896484,115,407.299987792969,2013-06-13,1.26317701492827,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80330","1",9410,"0806","quru",156.899993896484,113.800003051758,524.900024414062,2013-06-13,1.90295664481901,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"80332","1",9412,"0806","cofl",157.199996948242,112.800003051758,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornus florida","Cornus","florida","Cornaceae"
"80333","1",9413,"0806","ceca",153.899993896484,111.300003051758,NA,2013-06-13,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cercis canadensis","Cercis","canadensis","Fabaceae"
"80335","1",9415,"0806","litu",154.100006103516,108.699996948242,182.100006103516,2013-06-13,0.122568050254976,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80337","1",9417,"0806","litu",159.5,103.5,286.100006103516,2013-06-13,0.403074303156858,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80338","1",9418,"0807","caco",159.100006103516,123.599998474121,465.200012207031,2013-06-14,1.78960220724814,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya cordiformis","Carya","cordiformis","Juglandaceae"
"80346","1",9425,"0807","qual",158.100006103516,121.900001525879,145.600006103516,2013-06-14,0.0776261134326298,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Dead",2018-06-05,159,0.0983585805982689,"Quercus alba","Quercus","alba","Fagaceae"
"80347","1",9426,"0807","cato",156.699996948242,124.199996948242,69.5,2013-06-14,0.012268671710653,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"80348","1",9427,"0807","acru",156.100006103516,124.300003051758,152,2013-06-14,0.0728565624820573,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Acer rubrum","Acer","rubrum","Sapindaceae"
"80351","1",9430,"0807","ulru",153.300003051758,126.300003051758,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulmus rubra","Ulmus","rubra","Ulmaceae"
"80355","1",9434,"0807","saal",148,124.099998474121,177.600006103516,2013-06-14,0.113424846394326,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Sassafras albidum","Sassafras","albidum","Lauraceae"
"80356","1",9435,"0807","cofl",144,123.099998474121,72.9000015258789,2013-06-14,0.0157810402551961,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornus florida","Cornus","florida","Cornaceae"
"80359","1",9438,"0807","saal",143.199996948242,129.300003051758,170.800003051758,2013-06-14,0.103226321527687,"Live","Live",2014-09-09,NA,NA,"Dead",2015-06-11,114,0.0389095262188275,"Dead",2016-06-22,114,0.0389095262188275,"Dead",2017-06-20,114,0.0389095262188275,"Dead",2018-06-06,NA,NA,"Sassafras albidum","Sassafras","albidum","Lauraceae"
"80362","1",9441,"0807","cagl",148.600006103516,129.300003051758,103.900001525879,2013-06-14,0.0351955111225375,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-07,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80366","1",9444,"0807","unk",140,120,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"80371","1",9449,"0807","qual",158.699996948242,128.300003051758,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-08,NA,NA,"Quercus alba","Quercus","alba","Fagaceae"
"80376","1",9453,"0807","havi",159.800003051758,134.899993896484,50.2999992370605,2013-06-14,0.00701721697282979,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hamamelis virginiana","Hamamelis","virginiana","Hamamelidaceae"
"80381","1",9458,"0807","litu",156.699996948242,136,110.300003051758,2013-06-14,0.0327074765770111,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-09,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80394","1",9470,"0807","cagl",143.399993896484,132,121.099998474121,2013-06-14,0.0525838089876434,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-10,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80397","1",9473,"0807","unk",143.199996948242,132.399993896484,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"80398","1",9474,"0807","caco",140.199996948242,139.699996948242,193.399993896484,2013-06-14,0.179354920956825,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Dead",2017-06-20,200,0.195843466138487,"Dead",2018-06-11,200,0.195843466138487,"Carya cordiformis","Carya","cordiformis","Juglandaceae"
"80400","1",9476,"0807","cagl",145.300003051758,139.600006103516,128.899993896484,2013-06-14,0.06193004398476,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80401","1",9477,"0807","caco",147.399993896484,139.600006103516,446.700012207031,2013-06-14,1.60903841282771,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya cordiformis","Carya","cordiformis","Juglandaceae"
"80402","1",9478,"0807","qupr",147.399993896484,136.600006103516,405,2013-06-14,1.34126556252888,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"80404","1",9480,"0807","unk",140,120,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"80406","1",9482,"0807","cato",152,138.699996948242,65.0999984741211,2013-06-14,0.0103360346729399,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya tomentosa","Carya","tomentosa","Juglandaceae"
"80407","1",9483,"0807","litu",152.800003051758,138.5,476,2013-06-14,1.54154019242776,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Liriodendron tulipifera","Liriodendron","tulipifera","Magnoliaceae"
"80413","1",9489,"0808","unk",150.699996948242,142,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified unk","Unidentified","unk","Unknown"
"80414","1",9490,"0808","caca",151.399993896484,140.300003051758,78.1999969482422,2013-06-14,0.00498346158417462,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpinus caroliniana","Carpinus","caroliniana","Betulaceae"
"80421","1",9497,"0808","cagl",158.800003051758,144.899993896484,58,2013-06-14,0.00763673990687784,"Live","Live",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80423","1",9499,"0808","qual",157,144.600006103516,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Quercus alba","Quercus","alba","Fagaceae"
"80426","1",9502,"0808","qupr",159.800003051758,145.600006103516,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"80434","1",9510,"0808","cagl",157.899993896484,151.300003051758,225,2013-06-14,0.266670351264761,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya glabra","Carya","glabra","Juglandaceae"
"80435","1",9511,"0808","casp",155.699996948242,144.699996948242,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carya sp","Carya","sp","Juglandaceae"
"80436","1",9512,"0808","quru",154.399993896484,147.5,305,2013-06-14,0.501277549907521,"Live","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Quercus rubra","Quercus","rubra","Fagaceae"
"80437","1",9513,"0808","qupr",153.5,146.800003051758,NA,2013-06-14,0,"Dead","Dead",2014-09-09,NA,NA,"Dead",2015-06-11,NA,NA,"Dead",2016-06-22,NA,NA,"Dead",2017-06-20,NA,NA,"Dead",2018-06-05,NA,NA,"Quercus prinus","Quercus","prinus","Fagaceae"
"80439","1",9515,"0808","caco",148.199996948242,144.699996948242,203.100006103516,2013-06-14,0.203899679777314,"Live","Live",2014-09-09,NA,NA,"Live",2015-06-11,NA,NA,"Live",2016-06-22,NA,NA,"Live",2017-06-20,NA,NA,"Live",2018-06-05,NA,NA,"Carya cordiformis","Carya","cordiformis","Juglandaceae"
