"tag","coreID","sp","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
150890,"150890","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529,2.082,2.714,3.483,3.038,2.912,2.595,4.143,3.251,2.442,2.451,2.131,2.226,1.626,2.383,2.789,2.946,2.465,1.609,1.583,1.887,1.883,2.569,2.979,2.791,2.457,2.619,1.184,1.011,1.04,1.281,1.497,1.477,2.04,1.625,1.517,1.688,1.934,1.421,1.85,2.022,2.151,1.693,1.357,1.014,1.361,1.249,1.26,1.837,1.319,1.612,1.7,1.429,1.286,1.497,1.5,1.873,NA,NA,NA,NA,NA,NA,NA,NA
151021,"151021","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,0.654,0.537,0.64,0.595,0.74,0.363,0.496,0.443,0.487,0.246,0.355,0.428,0.326,0.317,0.292,0.271,0.347,0.36,0.256,0.333,0.808,1.197,1.565,1.609,2.098,1.45,1.706,1.65,1.399,1.58,1.337,1.398,1.288,1.391,1.611,1.468,2.081,1.2,1.043,1.335,1.281,1.862,2.006,1.205,1.667,1.445,1.413,1.739,1.512,1.939,2.025,2.002,1.973,1.855,1.928,1.488,1.806,1.235,1.926,2.054,1.822,1.696,1.465,1.202,1.663,1.388,1.232,1.864,1.777,1.698,1.947,1.761,1.764,1.62,1.424,2.244,NA,NA,NA,NA,NA,NA,NA,NA
161524,"161524","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,1.436,0.77,1.264,1.164,1.242,1.151,1.179,1.179,0.864,0.976,1.134,1.294,0.913,1.457,1.259,1.79,1.405,1.335,1.329,1.347,1.477,1.256,1.275,1.337,1.242,1.583,0.885,1.231,1.372,1.426,1.3,1.276,1.118,1.166,0.994,1.14,1.591,1.453,2.01,1.932,1.932,2.064,2.16,2.451,2.577,NA,NA,NA,NA,NA,NA,NA,NA
161576,"161576","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,1.05,0.725,0.566,0.767,0.476,0.708,0.792,0.56,0.717,0.485,0.47,0.577,0.463,0.906,1.058,0.96,1.284,1.178,1.147,1.021,1.171,1.615,1.254,1.683,0.885,0.865,0.941,0.694,0.727,0.733,0.992,0.808,0.836,0.964,0.975,1.251,0.828,0.949,0.713,1.007,1.873,2.164,1.843,1.995,1.278,2.287,1.904,1.928,2.205,1.959,1.671,1.229,1.357,2.584,1.995,2.169,1.512,1.608,1.766,2.257,1.972,2.537,1.477,1.934,1.829,0.943,1.221,1.892,1.398,1.487,1.254,1.824,1.441,1.003,0.951,0.934,0.903,1.168,1.018,1.036,1.363,0.801,0.782,1.399,0.887,1.019,1.959,1.551,1.534,1.712,1.687,1.439,1.448,1.264,1.605,NA,NA,NA,NA,NA,NA,NA,NA
172202,"172202","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.003,2.702,1.978,1.066,0.588,2.32,0.911,1.09,1.692,0.855,0.797,0.688,0.675,1.173,1.18,1.047,0.737,0.694,0.824,0.526,0.606,0.653,0.591,0.593,0.737,0.846,0.805,0.915,0.623,0.38,0.55,0.8,1.029,1.414,1.079,0.849,0.645,0.423,0.385,0.376,0.4,0.397,0.38,0.404,0.413,0.382,0.321,0.359,0.369,0.386,0.328,0.305,0.367,0.35,0.3,0.431,0.31,0.358,0.493,0.443,0.488,0.384,0.399,0.292,0.432,0.401,0.417,NA,NA,NA,NA,NA,NA,NA,NA
180952,"180952","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.272,1.281,0.598,0.675,0.567,0.739,0.497,0.835,0.593,0.544,0.683,1.015,0.902,0.745,0.673,0.79,0.754,0.813,0.822,0.645,0.677,0.633,0.456,0.45,0.505,0.557,0.439,0.449,0.562,0.59,0.611,0.556,0.67,0.924,0.941,0.818,0.703,2.446,4.137,3.947,3.402,4.185,2.408,2.802,3.183,2.168,2.651,2.814,3.637,3.555,3.391,4.031,2.046,1.435,1.409,1.746,1.519,1.312,1.593,2.056,2.218,2.866,2.525,2.137,1.412,1.268,1.099,1.342,1.367,1.259,1.066,0.956,1.302,1.004,0.67,0.944,0.77,0.969,0.956,0.667,0.451,0.756,1.051,0.863,0.852,0.895,0.863,0.67,0.614,0.559,0.585,0.631,0.668,NA,NA,NA,NA,NA,NA,NA,NA
182060,"182060","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0.327,0.354,0.374,0.24,0.237,0.219,0.227,0.341,0.345,0.391,0.279,0.528,0.471,0.712,0.717,0.774,0.384,0.464,0.397,0.45,0.535,0.689,0.606,0.603,0.616,0.477,0.419,0.535,0.425,0.397,0.273,0.23,0.228,0.268,0.194,0.286,0.203,0.433,0.981,1.363,1.627,2.119,1.547,1.379,1.183,1.038,1.259,1.002,0.621,0.697,0.553,0.546,0.448,0.381,0.327,0.33,0.334,0.305,0.339,0.326,0.434,0.496,0.483,0.503,0.755,0.564,0.501,NA,NA,NA,NA,NA,NA,NA,NA
190525,"190525A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,0.605,0.671,0.998,1.84,1.829,2.157,2.333,2.086,1.763,1.228,1.223,1.463,1.592,1.8,2.576,1.754,2.581,2.854,4.832,3.499,1.735,1.726,1.519,1.357,1.809,1.616,1.418,1.932,1.029,1.623,2.174,1.563,1.377,1.464,1.479,1.062,0.957,0.746,0.654,0.554,0.44,0.97,1.151,1.114,1.055,1.342,0.916,0.703,0.959,0.75,0.737,0.642,0.65,0.975,1.06,1.099,1.129,0.532,NA,NA,NA
190525,"190525B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.756,4.636,5.412,5.429,4.333,2.781,2.045,1.948,2.155,2.495,2.427,2.711,2.62,2.851,2.596,0.614,2.781,2.057,1.965,1.828,1.495,1.674,1.566,1.05,1.363,1.344,1.913,2.527,2.577,2.323,2.361,1.785,2.011,1.118,1.145,1.047,0.667,0.554,0.805,0.522,1.315,1.28,0.553,0.895,1.381,1.002,0.872,0.819,0.653,0.664,0.554,0.753,0.598,0.468,0.487,0.574,0.641,0.584,0.341,0.277,0.199,NA
190907,"190907A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.163,2.357,2.385,2.394,2.749,2.408,0.242,0.748,2.95,2.266,3.44,3.116,3.075,2.807,2.603,3.026,2.874,2.386,1.564,1.719,2.301,2.511,3.063,3.208,3.485,2.622,2.858,1.859,1.223,1.15,0.934,1.317,1.118,1.316,1.639,1.696,1.865,1.694,2.179,1.44,1.138,1.09,0.943,0.804,0.676,0.946,0.811,0.968,0.899,1.036,1.216,1.513,2.337,2.587,3.56,3.384,4.145,4.94,4.689,3.813,3.632,3.873,3.061,2.779,2.477,2.167,1.631,1.426,1.637,1.933,2.048,1.587,1.736,1.262,1.362,1.831,1.386,1.638,1.392,1.408,1.518,1.553,1.434,1.549,1.156,1.515,1.752,1.125,1.219,1.494,1.484,1.558,1.578,1.815,1.676,1.496,1.497,2.49,1.568,1.407,1.612,1.427,1.506,1.414,1.067,1.132,1.263,1.132,1.261,1.166,1.385,1.521,1.291,0.981,1.332,1.447,1.561,1.307,1.321,1.007,1.279,1.032,0.598,NA,NA
190907,"190907B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.201,2.43,3.001,2.495,2.184,0.786,2.478,2.015,3.574,3.459,3.355,3.187,3.062,3.576,3.084,2.509,1.789,2.095,2.527,2.693,3.408,3.818,3.779,3.174,3.205,2.038,1.319,1.298,1.21,1.599,1.43,1.961,3.18,4.061,4.028,2.405,2.478,1.215,1.043,1.244,1.038,0.935,0.858,1.127,0.981,1.501,1.447,1.244,1.139,1.462,2.025,2.192,3.282,3.042,3.658,4.083,4.606,3.64,3.404,3.706,2.759,3.209,2.213,1.335,1.186,1.18,1.476,1.726,1.661,1.538,1.815,1.337,1.297,2.004,1.401,1.929,1.392,1.278,1.502,1.503,1.395,1.724,1.16,1.489,1.984,0.997,1.118,1.796,1.762,2.326,1.935,2.121,1.96,1.684,2.738,4.367,2.341,2.063,2.33,2.057,1.772,1.542,1.042,1.246,1.356,1.459,1.333,1.364,1.385,1.494,1.215,1.162,1.204,1.293,1.545,1.192,NA,NA,NA,NA,NA,NA,NA
192112,"192112A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.284,0.259,0.364,0.24,0.275,0.275,0.28,0.26,0.694,0.24,0.252,0.179,0.194,0.289,0.312,0.293,0.988,0.991,0.94,1.43,0.95,0.781,0.811,0.739,0.829,0.517,0.54,0.643,0.958,0.865,0.741,0.65,0.496,0.473,0.222,0.335,0.333,0.214,0.293,0.471,0.41,0.367,0.244,0.373,0.326,0.247,0.196,0.278,0.256,0.267,0.252,0.279,0.387,0.335,0.23,0.33,0.192,0.256,0.259,0.373,0.337,0.429,0.417,0.344,0.501,0.737,0.468,0.703,0.62,0.653,0.452,0.338,0.237,0.266,NA
192112,"192112B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.244,3.063,3.077,2.315,1.599,1.71,1.711,1.059,0.82,1.218,1.132,1.112,0.843,0.878,1.089,0.692,0.598,0.614,0.516,0.397,0.348,0.366,0.203,0.212,0.452,0.457,0.52,0.55,0.384,0.237,0.266,0.309,0.218,0.338,0.249,0.254,0.262,0.257,0.284,0.3,0.245,0.311,0.193,0.357,0.406,0.306,0.644,0.402,0.62,0.393,0.455,0.603,0.875,0.708,0.719,0.829,0.762,0.75,0.336,0.264,0.32,NA,NA
202248,"202248A","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402,0.222,0.232,0.192,0.116,0.339,0.18,0.148,0.212,0.19,0.276,0.275,0.625,0.719,0.485,0.474,0.702,0.845,0.788,0.558,0.36,0.509,0.517,0.379,0.445,0.258,0.536,0.369,0.453,0.562,0.188,0.247,0.318,0.49,0.566,0.296,0.605,0.314,0.725,1.039,1.948,1.584,1.503,1.964,1.804,1.44,1.4,1.292,2.196,1.067,1.258,1.475,1.543,1.176,0.776,1.221,0.794,1.202,1.579,2.287,1.832,2.014,1.717,1.754,1.313,1.375,1.141,2.44,1.554,1.12,0.835,0.708,1.015,0.931,0.857,0.424
202248,"202248B","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,0.4,0.318,0.289,0.46,0.746,0.682,0.555,0.333,0.414,0.325,0.453,0.268,0.65,0.335,0.809,2.068,2.827,2.162,1.493,0.852,0.846,0.823,0.692,0.696,1.393,0.769,1.175,1.227,1.741,1.131,0.528,0.852,0.561,0.836,1.266,2.545,3.296,2.327,1.67,1.791,1.187,1.238,1.209,1.784,1.378,0.97,1.139,2.822,1.244,1.448,0.889,0.486
202496,"202496","quru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587,0.338,0.599,1.018,1.177,0.923,0.6,0.476,0.628,0.653,0.362,0.436,0.251,0.336,0.603,0.43,0.496,0.597,0.715,0.651,0.862,0.868,0.899,1.08,0.966,0.972,0.765,0.605,0.468,0.644,0.639,0.607,0.427,0.314,0.229,0.179,0.165,0.11,0.095,0.068,0.028,0.067,0.081,0.107,0.236,0.432,0.672,0.606,0.649,0.911,0.7,0.535,0.82,0.786,1.035,0.746,1.219,1.123,0.944,1.364,0.996,0.924,0.787,0.764,0.921,0.669,0.502,0.563,0.476,0.436,0.46,0.775,0.491,0.407,0.633,0.459,0.45,0.349,0.354,0.368,0.265,0.287,0.276,0.323,0.238,0.284,0.205,0.148,0.157,0.179,0.28,0.235,0.252,0.138,0.076,0.188,0.171,0.142,0.189,NA,NA,NA,NA,NA,NA,NA,NA
