"tag","coreID","sp","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
60426,"60426","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.439,1.994,1.539,1.482,2.156,1.42,1.873,1.222,1.049,1.182,1.114,1.208,0.849,1.267,1.386,1.58,1.876,1.786,1.748,1.586,0.984,0.8,1.441,0.976,0.516,0.701,1.95,1.97,1.535,1.232,1.802,1.477,1.273,1.242,1.303,0.852,0.925,0.662,0.965,1.258,1.326,0.7,1.365,0.894,0.63,0.498,0.78,0.595,0.652,0.495,0.386,0.38,0.34,0.467,0.515,0.535
60467,"60467","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735,0.726,0.561,0.625,0.673,0.44,0.697,0.707,0.887,0.948,0.756,1.073,0.816,0.904,1.408,0.601,1.171,0.834,0.862,0.98,0.704,0.672,0.474,0.481,0.702,0.419,0.478,0.234,0.661,0.624,0.761,0.856,0.773,0.697,0.736,0.951,0.959,0.876,1.199,1.267,1.298,1.428,0.964,1.412,1.425,1.152,1.625,1.814
60486,"60486","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186,0.412,0.341,0.285,0.185,0.292,0.079,0.14,0.291,0.332,0.389,0.227,0.316,0.393,0.433,0.577,0.421,0.45,0.372,0.307,0.741,1.009,1.059,0.921,0.939,1.202,1.083,0.842,0.902,0.567,1.31,1.285,2.294,1.955,1.409,1.101,0.834,0.816,1.062,0.99,0.739,0.795,1.017,0.529,0.552,1.016,1.111,0.985,1.059,0.827,0.703,0.26,1.28,1.304,0.866,0.909,0.712,0.731,0.698,1.427,1.302
60596,"60596","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.893,2.012,1.7,1.743,1.43,1.15,1.18,1.343,1.267,1.61,1.438,1.638,1.845,1.641,1.454,1.072,0.642,1.129,1.018,1.765,1.251,1.043,1.915,1.577,1.233,1.608,1.393,1.701,2.487
70018,"70018","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,0.439,0.806,0.622,0.452,0.545,0.668,0.553,0.365,0.406,0.568,0.713,0.396,0.537,0.56,0.547,0.732,0.589,0.684,0.531,1.023,0.847,1.293,1.386,1.799,1.28,1.507,1.269,1.183,0.975,0.959,0.996,1.286,1.034,1.273,1.3,1.284,1.535,2.366,1.797,1.624,1.066,2.51,2.153,1.708,1.879,1.492,1.392,1.547,1.652,1.08,1.014
70180,"70180","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478,0.434,0.349,1.17,0.746,0.68,0.432,1.04,0.722,0.893,0.526,0.553,0.595,0.686,0.533,0.649,1.212,1.048,0.924,0.562,0.403,0.34,0.265,0.193,0.369,0.365,0.385,0.347,0.272,0.596,0.655
70182,"70182","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206,0.14,0.129,0.743,0.95,0.973,0.753,0.881,0.691,1.15,0.934,0.644,0.626,0.642,0.776,0.646,1.149,0.969,0.739,0.82,0.647,0.738,0.587,0.322,0.558,0.413,0.428,0.486,0.572,0.842,0.475,0.78,0.764,0.801,0.912,0.597,0.483,0.583,0.542,0.694,0.429,0.653,0.662,0.645,0.378,0.404,0.484,0.558,0.582,1.143,0.993,0.605,0.567,0.458,0.262,0.339,0.601,0.495,0.647
90062,"90062","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,0.748,0.708,0.44,0.38,0.436,0.449,0.492,0.55,0.606,0.568,0.503,0.809,0.503,0.53,0.609,0.552,0.591,0.39,0.694,0.583,0.776,0.615,0.589,0.733,0.84,0.755,0.579,0.811,0.766,1.137,1.163,1.85,1.591,1.706,1.33,1.45,1.08,0.745,0.803,0.773,0.706,1.016,0.691,0.646,0.749,0.515,0.717,0.7,0.906,0.954,0.658,1.27,0.819,0.935,1.269,0.715,1.066,0.818,0.82,1.092,1.573
90121,"90121","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,0.913,0.806,1.04,0.97,1.073,1.162,0.905,0.69,0.612,0.496,0.269,0.732,1.109,1.126,1.151,0.976,0.791,1.033,1.105,1.083,0.63,1.025,1.058,1.246,0.774,1.167,1.246,1.431,1.171,1.156,1.345,1.117,1.021,0.958,1.003,1.771,0.717,1.479,1.45,1.357,1.289,1.426,1.009,1.206,0.957,1.805,1.152,1.305,0.903,1.122,0.994,1.033,0.774,2.831,1.237
90276,"90276","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028,0.875,0.844,0.873,0.681,0.675,0.568,0.998,0.993,1.29,0.938,1.315,1.574,1.542,1.497,1.293,1.773,1.368,1.876,1.259,2.075,2.137,2.622,2.11,2.399,1.601,1.431,1.246,0.993,1.142,1.437,0.848,1.236,1.279,1.286,0.886,1.154,0.974,0.947,0.692,1.459,0.96,1.01,1.098,0.854,0.992,0.921,0.903,1.285,1.192
90278,"90278","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139,0.096,0.142,0.134,0.107,0.117,0.112,0.268,0.255,0.24,0.343,0.275,0.461,0.481,0.417,0.541,0.543,0.759,0.55,0.649,0.419,0.694,0.797,1.042,0.684,0.651,0.659,0.66,0.488,0.483,0.921,1.027,1.018,0.865,1.599,1.174,1.266,0.812,1.13,1.065,1.008,1.031,0.885,0.746,0.708,0.486,0.923,0.939,0.854,0.659,0.4,0.753,0.616,0.629,1.347,0.847,0.405,0.57,0.569,0.974
90284,"90284","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,0.114,0.22,0.224,0.24,0.398,0.389,0.464,0.369,0.516,0.477,0.519,0.341,0.603,0.842,0.922,0.516,0.589,0.903,0.662,0.582,0.681,0.716,0.791,1.082,0.691,1.064,0.881,1.149,1.416,1.027,0.94,0.681,1.029,1.667,1.384,0.569,1.093,1.079,1.203,1.092,1.545,1.018,1.001,0.681,2.36,1.501,0.631,0.729,1.173,0.8,0.626,1.109,0.853
90567,"90567","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664,0.516,0.485,0.675,0.646,0.27,0.397,0.918,1.196,0.713,0.694,0.568,0.496,0.659,0.343,0.443,0.362,0.571,0.485,0.497,0.294,0.25,0.327,0.348,0.23,0.249,0.508,0.441,0.341,0.187,0.676,0.706,1.297,1.33,1.403,1.145,0.91,0.687,0.555,0.455,0.71,0.535,0.512,0.632,0.59,0.486,0.669,0.868,0.562,0.394,0.656,0.451,0.758,0.829,0.776,0.723,0.93,0.986,0.884
90616,"90616","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974,0.738,0.407,0.487,0.501,0.399,0.598,0.683,0.676,0.459,0.494,0.457,0.602,0.394,0.448,0.91,0.566,0.427,0.421,0.393,0.27,0.248,0.175,0.23,0.707,0.682,0.553,0.745,0.564,0.8,0.716,0.567,0.478,0.697,0.38,0.573,0.389,0.56,0.452,0.637,0.742,0.591,0.648,0.264,0.298,0.302,0.78,0.651,0.49,0.563,0.663,0.666,0.732,0.511,0.71,0.81,0.683,0.665,0.551,1.4,1.03,1.295,0.814,0.497,0.559,0.561,0.768,0.645,0.541,0.488,0.351,0.475,0.419,0.541,0.302,0.49,0.537,0.486,0.434,0.616,0.357,0.774,0.747,0.405,0.53,1.091
90658,"90658","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,0.432,0.501,0.308,0.296,0.371,0.415,0.459,0.386,0.525,0.294,0.232,0.29,0.462,0.434,0.422,0.46,0.372,0.305,0.252,0.196,1.174,0.587,0.579,1.516,1.214,0.716,0.527,0.71,1.141,1.404,0.962,0.983,0.656,1.156,1.049,1.123,0.877,0.926,1.084,1.017,0.76,0.492,0.749,0.718,0.628,0.618,1.072,1.146,0.981,1.115,1.629,1.205,1.7,1.32,1.304,1.624,1.417,1.012,1.237,1.165,1.49,1.288,0.943,0.747,1.14,0.786,0.748,0.779,0.906,0.993,1.06,0.795,0.746,0.763,0.65,0.818
92562,"92562","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641,0.388,0.303,0.283,0.205,0.279,0.161,0.327,0.268,0.425,0.352,0.331,0.378,0.497,0.648,0.661,0.812,0.54,0.445,0.662,0.695,0.577,0.427,0.545,0.578,0.538,0.359,0.917,0.825,0.741,0.569,0.73,0.784,0.54,0.76,0.872,0.724,0.812,0.633,0.762,0.86,1.046,0.979,1.048,0.825,0.783,0.662,1.155,0.511,1.102,0.881,0.924,0.824,0.947,0.926,0.855,1.039
100956,"100956","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.777,0.74,0.672,0.612,0.794,1.163,0.679,0.65,1.419,1.363,1.151,0.936,0.606,0.803,0.556,0.532,0.723,0.518,0.567,0.432,0.536,0.579,0.833,0.554,0.778,0.862,0.732,0.592,1.132,0.819,0.778,0.813,0.419,0.546,0.598,0.548
100985,"100985","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.382,1.449,1.253,0.855,0.729,0.568,0.557,0.489,0.56,0.773,0.661,0.555,0.43,0.27,0.319,0.946,0.729,0.52,0.639,0.789,0.811,0.978,0.629,1.032,0.567,0.681,0.598,0.805,0.638,0.963,0.996,0.913,0.581,0.816,0.794,0.939,0.64,0.504,0.431,0.938,0.526
101100,"101100","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,0.132,0.254,0.164,0.41,0.447,0.466,0.277,0.318,0.313,0.393,0.402,0.56,0.406,0.519,0.433,0.447,0.553,0.407,0.366,0.416,0.435,0.341,0.446,0.493,0.591,0.335,0.327,0.314,0.339,0.311,0.352,0.537,0.753,0.555,0.618,1.335,1.146,1.122,1.103,1.086,1.084,1.171,0.942,0.936,0.675,0.859,0.842,0.799,0.649,0.877,0.551,0.723,0.752,0.465,0.262,0.332,0.39,0.36,0.444,0.325,0.327,0.292,0.669
101150,"101150","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.936,0.742,0.824,0.542,1.212,0.968,0.941,0.738,0.929,1.236,0.996,0.887,0.886,0.544,0.545,0.368,0.541,0.432,0.589,0.646,0.847,0.987,0.603,0.495,0.734,0.789,0.593,0.708,0.657,0.537,0.306,0.617,0.52,0.463
102157,"102157","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,0.658,0.7,0.501,0.49,0.746,0.955,1.075,0.888,1.094,0.843,0.789,0.782,0.891,0.891,0.657,1.02,1.346,1.218,1.363,1.144,1.245,1.101,0.916,1.023,0.809,0.57,0.648,0.776,0.76,0.805,0.931,0.833,0.79,0.887,0.874,0.909,0.93,0.55,0.938,0.567,0.694,1.118,0.992,0.963,1.023,1.34,1.397,0.83,1.293,1.22,0.762,1.157,1.103,1.421,1.276,1.384,1.39,1.423
110795,"110795","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,0.69,0.769,1.097,0.805,0.99,0.872,0.797,0.871,0.596,0.813,0.839,0.684,0.578,1.087,0.9,0.871,0.589,0.553,0.463,0.684,0.595,0.502,0.455,0.616,0.424,0.483,0.418,0.48,0.386,0.611,0.477,0.524,0.36,0.963,0.498,0.642,0.513,0.469,0.526,0.406,0.393,0.375,0.78
110797,"110797","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.3,0.414,0.454,0.542,0.528,0.585,0.445,0.514,0.783,0.735,0.814,0.7,0.897,1.165,1.411,0.771,0.821,0.799,1.032,0.868,0.757,0.832,1.327,1.372,0.822,0.986,1.206,1.16,0.873,0.958,0.841,0.861,0.629,0.783,0.685,0.851,0.74,1.021,1.027,1.269,1.091,1.185,1.006,1.228,0.962,1.226,1.076,0.88,1.087,0.984,0.816,0.81,1.072,1.23,1.153
111171,"111171","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,0.175,0.262,0.203,0.144,0.132,0.53,0.704,0.818,0.575,0.462,0.408,0.365,0.389,0.265,0.208,0.117,0.155,0.128,0.148,0.216,0.315,0.164,0.151,0.122,0.098,0.096,0.234,0.188,0.261,0.99,0.34,0.316,0.214,0.157,0.159,0.122,0.106,0.145,0.08,0.064,0.048,0.135,0.143,0.167,0.152,0.141,0.287,0.149,0.181,0.251,0.219,0.337,0.381,0.226,0.45,0.712,0.704,0.251,0.391
111208,"111208","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,0.601,0.969,0.894,0.719,0.776,0.918,0.598,0.486,0.401,0.456,0.75,0.663,0.649,0.666,0.746,0.402,0.523,0.535,0.506,0.698,0.84,0.691,0.64,1.364,1.711,2.084,1.349,1.121,0.908,0.975,0.823,0.643,0.539,0.569,0.634,1.22,0.768,0.657,0.378,0.356,0.313,0.339,0.414,0.411,0.614,0.946,0.553,0.511,1.237,1.515,1.299,1.339,0.793,0.684,0.879,0.568,0.635,0.45,0.492,0.332,0.659,0.753,0.713,0.37,0.623,0.823,0.72,0.636,0.62,0.463,0.705,0.581,0.238,0.129,0.167,0.142,0.301,0.268
132531,"132531","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519,0.361,0.211,0.544,0.486,0.443,0.568,0.55,0.593,0.857,0.737,0.695,0.683,0.549,0.584,0.748,0.517,0.527,0.437,0.453,0.697,0.362,0.648,1.667,0.609,0.368,0.408,0.334,0.299,0.271,0.588,0.608,0.592,0.411,0.073,0.082,0.093,0.062,0.082,0.109,0.148,0.121,0.103,0.112,0.111,0.132,0.238,0.359,0.322,0.39,0.519,0.654,0.491,0.407,1.079,0.877,0.632,0.744,0.767,0.931,0.728,1,0.851,1.168,1.024
132532,"132532","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879,0.565,0.451,0.565,0.728,0.648,0.477,0.359,0.731,0.604,0.493,0.373,0.523,0.495,0.349,0.39,0.294,0.391,0.309,0.875,0.433,0.257,0.19,0.069,0.07,0.117,0.269,0.109,0.312,0.303,0.343,0.483,0.345,0.385,0.297,0.237,0.253,0.282,0.309,0.222,0.364,0.349,0.448,0.481,0.45,0.372,0.495,0.415,0.599,0.597,0.622,0.596,0.722,0.702,0.694,0.798,0,0
142651,"142651","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.35,0.42,0.407,0.554,0.856,1.295,0.926,1.702,1.5,1.536,1.471,1.334,1.319,0.967,0.844,0.872,0.968,1.064,0.845,1.095,1.186,0.947,0.624,0.743,0.747,0.828,0.874,1.395,1.017,0.671,0.893,0.866,0.807,0.947,1.066,0.801,1.417,0.642
150911,"150911","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717,0.775,0.585,0.71,0.597,0.579,0.684,0.547,0.611,0.652,0.785,0.819,0.777,1.02,0.779,0.667,0.595,0.731,0.929,0.812,0.522,1.331,1.16,0.917,0.83,0.843,0.644,0.609,0.841,0.788,0.622,0.857,0.649,0.868,0.931,1.206,1.01,1.523,1.063,1.266,1.007,1.519,0.963,1.236,1.329,1.02,0.996,1.15,1.091,0.905,0.766,0.155,0.353
150941,"150941","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541,0.208,0.181,0.307,0.401,0.376,0.336,0.35,0.332,0.418,0.179,0.328,0.237,0.534,0.516,0.511,0.303,0.267,0.452,0.555,0.416,0.305,0.312,0.462,0.338,0.247,0.488,0.587,0.405,0.254,0.315,0.32,0.281,0.209,0.226,0.146,0.207,0.195,0.282,0.352,0.512,0.401,0.558,0.461,0.424,0.459,0.645,0.69,0.781,1.004,1.142,0.979,0.753,0.647,0.722,1.141
151123,"151123","fagr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,0.318,0.347,0.323,0.524,0.472,0.719,0.621,0.856,0.633,0.541,0.586,0.772,0.555,0.474,0.86,0.842,1.025,0.591,1.638,1.174,1.128,0.827,0.651,0.896,0.962,0.603,0.558,0.656,0.648,0.564,0.608,0.498,0.507,0.535,0.704,1.196,1.384,1.083,1.205,0.924,0.868,0.89,0.795,0.758,0.759,0.796,0.772,0.809
