"census","genus","species","sp","ninit","ndead","mean.timint","mortality.rates.yr.1","ci.lo","ci.hi"
"census 2008 and 2013","Liriodendron","All",NA,2272,73,4.72099227810394,0.689369758023073,0.540633523739864,0.866019694688946
"census 2008 and 2013","Nyssa","All",NA,506,20,4.74426796308771,0.846434658046158,0.517344146055787,1.30429038019971
"census 2008 and 2013","Paulownia","All",NA,3,1,4.61875427789186,8.40437531848914,0.182550607940879,40.0247187475465
"census 2008 and 2013","Pinus","All",NA,100,10,4.77571526351814,2.18201447253425,1.04660233656227,3.9778997800904
"census 2008 and 2013","Platanus","All",NA,26,1,4.6564523771916,0.838750129860466,0.0209099107381427,4.58639616701144
"census 2008 and 2013","Prunus","All",NA,61,7,4.67844840161129,2.57170072227864,1.03263699142658,5.23072095592819
"census 2008 and 2013","Quercus","All",NA,1425,149,4.72513851363522,2.31021669402609,1.95680376266306,2.70713410269293
"census 2008 and 2013","Robinia","All",NA,25,21,4.71140314852841,32.2243524823369,19.4553589799929,48.1299052555905
"census 2008 and 2013","Sassafras","All",NA,74,19,4.64402390069741,6.18969089468959,3.73924001192716,9.5185973296118
"census 2008 and 2013","Tilia","All",NA,139,7,4.6649235026763,1.10155903440851,0.442687357785887,2.25671420510911
"census 2008 and 2013","Ulmus","All",NA,342,217,4.66480941116195,19.4074360094742,17.0128333330853,21.9698658726896
"census 2008 and 2013","Unidentified","All",NA,17,17,4.7079760035431,100,29.3308496676676,100
"census 2008 and 2013","Viburnum","All",NA,7,0,4.72318372934389,0,0,10.5574472367948
"census 2008 and 2013","Acer","negundo","acne",4,0,4.72347707049966,0,0,17.7364226720228
"census 2008 and 2013","Acer","platanoides","acpl",6,0,4.76249144421629,0,0,12.1109424015895
"census 2008 and 2013","Acer","rubrum","acru",184,12,4.69911912626849,1.42494009472204,0.73670332903103,2.476247240037
"census 2008 and 2013","Ailanthus","altissima","aial",4,0,4.43805612594114,0,0,18.7629004757051
"census 2008 and 2013","Amelanchier","arborea","amar",21,4,4.7295720478472,4.36948949526427,1.17711706607995,10.8486352079429
"census 2008 and 2013","Asimina","triloba","astr",3,1,4.66894820898928,8.31789038363818,0.180589854993629,39.6941808049499
"census 2008 and 2013","Carpinus","caroliniana","caca",227,30,4.59490964790877,3.03775863500055,2.0544244567348,4.31000669780772
"census 2008 and 2013","Carya","cordiformis","caco",218,6,4.6691910153282,0.59593932781109,0.218600098953015,1.29262609010549
"census 2008 and 2013","Castanea","dentata","cade",1,0,4.69267624914442,0,0,54.4378516479813
"census 2008 and 2013","Carya","glabra","cagl",764,28,4.72804612776876,0.786596150192131,0.52302080022647,1.13489047777127
"census 2008 and 2013","Carya","ovalis","caovl",303,10,4.72315404025002,0.708027892676388,0.339576647659456,1.29828232748997
"census 2008 and 2013","Carya","sp","casp",17,17,4.61521117687321,100,29.8222532118896,100
"census 2008 and 2013","Carya","tomentosa","cato",624,25,4.7221476333386,0.862155456784053,0.558323429606888,1.27014388759883
"census 2008 and 2013","Cercis","canadensis","ceca",127,35,4.71412633995699,6.61036998895621,4.62463216639676,9.0898955168989
"census 2008 and 2013","Celtis","occidentalis","ceoc",45,7,4.63153091489847,3.58472044267382,1.43856894566051,7.25683109812594
"census 2008 and 2013","Cornus","alternifolia","coal",1,0,4.71731690622861,0,0,54.2503836105175
"census 2008 and 2013","Cornus","florida","cofl",28,12,4.66363547472377,11.307567051673,5.83811386980171,19.116116028448
"census 2008 and 2013","Diospyros","virginiana","divi",2,1,4.61464750171116,13.9469206340834,0.273944150587524,61.2571321175001
"census 2008 and 2013","Fagus","grandifolia","fagr",278,2,4.62813978796429,0.155885931828714,0.0188573703778672,0.561972365045749
"census 2008 and 2013","Fraxinus","americana","fram",434,35,4.67177648034772,1.78371050952316,1.24420461549777,2.47235491711231
"census 2008 and 2013","Fraxinus","nigra","frni",43,4,4.58462664947551,2.10717510569643,0.57143789620212,5.3110869126151
"census 2008 and 2013","Fraxinus","pennsylvanica","frpe",14,1,4.71262344773638,1.56024188937602,0.0383664840038045,8.40085067921544
"census 2008 and 2013","Fraxinus","sp","frsp",1,1,4.56125941136208,100,0.55352416498744,100
"census 2008 and 2013","Hamamelis","virginiana","havi",7,2,4.56712623447736,7.10242443350142,0.815175566309534,23.7171901895814
"census 2008 and 2013","Juglans","cinerea","juci",2,0,4.67077344284736,0,0,32.6245563691877
"census 2008 and 2013","Juglans","nigra","juni",127,7,4.64483931295036,1.21319014684235,0.487532199040153,2.48400334610333
"census 2008 and 2013","Lindera","benzoin","libe",2,2,4.45311430527036,100,3.79121134153624,100
"census 2008 and 2013","Liriodendron","tulipifera","litu",2272,73,4.72099227810394,0.689369758023073,0.540633523739864,0.866019694688946
"census 2008 and 2013","Nyssa","sylvatica","nysy",506,20,4.74426796308771,0.846434658046158,0.517344146055787,1.30429038019971
"census 2008 and 2013","Paulownia","tomentosa","pato",3,1,4.61875427789186,8.40437531848914,0.182550607940879,40.0247187475465
"census 2008 and 2013","Pinus","pungens","pipu",1,0,4.82956878850103,0,0,53.4112620778496
"census 2008 and 2013","Pinus","strobus","pist",96,10,4.77318617385353,2.27820693566904,1.09274337609878,4.15174112028672
"census 2008 and 2013","Pinus","virginiana","pivi",3,0,4.83869495779147,0,0,22.4404051943768
"census 2008 and 2013","Platanus","occidentalis","ploc",26,1,4.6564523771916,0.838750129860466,0.0209099107381427,4.58639616701144
"census 2008 and 2013","Prunus","avium","prav",47,4,4.68993839835729,1.87868825831666,0.509618418946178,4.74307497549571
"census 2008 and 2013","Prunus","serotina","prse",14,3,4.63987484110687,5.06483330469895,1.02275757521937,14.1745666108804
"census 2008 and 2013","Quercus","alba","qual",416,27,4.75302084978676,1.40193826438749,0.924900686456231,2.03342487070414
"census 2008 and 2013","Quercus","coccinea","quco",2,1,4.78850102669405,13.4763530583316,0.264011349009297,59.9001207276333
"census 2008 and 2013","Quercus","falcata","qufa",1,0,4.65434633812457,0,0,54.7318549374401
"census 2008 and 2013","Quercus","michauxii","qumi",4,0,4.74537987679671,0,0,17.6622566938313
"census 2008 and 2013","Quercus","prinus","qupr",261,28,4.68645576823726,2.39240498333489,1.59267472787293,3.44012939492715
"census 2008 and 2013","Quercus","rubra","quru",409,50,4.71911759537712,2.72525143624491,2.02691437256979,3.57811194962462
"census 2008 and 2013","Quercus","sp","qusp",4,4,4.69062286105407,100,10.2430776276592,100
"census 2008 and 2013","Quercus","velutina","quve",328,39,4.72806797883174,2.64182655869536,1.88243586375316,3.5948422667588
"census 2008 and 2013","Robinia","pseudoacacia","rops",25,21,4.71140314852841,32.2243524823369,19.4553589799929,48.1299052555905
"census 2008 and 2013","Sassafras","albidum","saal",74,19,4.64402390069741,6.18969089468959,3.73924001192716,9.5185973296118
"census 2008 and 2013","Tilia","americana","tiam",139,7,4.6649235026763,1.10155903440851,0.442687357785887,2.25671420510911
"census 2008 and 2013","Ulmus","americana","ulam",21,9,4.62188325022001,11.4036568347788,5.18646476688358,20.8069933930796
"census 2008 and 2013","Ulmus","rubra","ulru",296,183,4.67624914442163,18.6108499987191,16.1117434378925,21.3049937579657
"census 2008 and 2013","Ulmus","sp","ulsp",25,25,4.56542094455852,100,35.2801331403994,100
"census 2008 and 2013","Unidentified","unk","unk",17,17,4.7079760035431,100,29.3308496676676,100
"census 2008 and 2013","Viburnum","prunifolium","vipr",7,0,4.72318372934389,0,0,10.5574472367948
"census 2013 and 2014","All","All",NA,8059,123,1.25137279025491,1.22153687553733,1.01620392580951,1.45574449716186
"census 2013 and 2014","Acer","All",NA,202,4,1.27330392176795,1.55849702893071,0.425998367926905,3.94212514780884
"census 2013 and 2014","Ailanthus","All",NA,4,0,1.45448323066393,0,0,46.9562573750553
"census 2013 and 2014","Amelanchier","All",NA,18,0,1.25058939843334,0,0,15.1150120602157
"census 2013 and 2014","Asimina","All",NA,4,0,1.35112936344969,0,0,49.4675672414088
"census 2013 and 2014","Carpinus","All",NA,252,4,1.36568777636539,1.16475939292948,0.318073410885023,2.95526869977166
"census 2013 and 2014","Carya","All",NA,1939,19,1.25356148285896,0.782459796705692,0.47170524238257,1.21922325861445
"census 2013 and 2014","Castanea","All",NA,1,0,1.19096509240246,0,0,95.4832917198597
"census 2013 and 2014","Celtis","All",NA,40,4,1.26748802190281,7.97643061070366,2.20977584983078,19.1873945935493
"census 2013 and 2014","Cercis","All",NA,122,6,1.18064204845098,4.18153459583345,1.54875823177879,8.87946092717677
"census 2013 and 2014","Cornus","All",NA,20,0,1.2570841889117,0,0,13.6467412933854
"census 2013 and 2014","Diospyros","All",NA,1,0,1.28678986995209,0,0,94.3115379059753
"census 2013 and 2014","Fagus","All",NA,308,0,1.29755460145604,0,0,0.918787973517476
"census 2013 and 2014","Fraxinus","All",NA,476,15,1.24496287221254,2.53915621737603,1.42764699703498,4.15345924534865
"census 2013 and 2014","Hamamelis","All",NA,7,0,1.41116651999609,0,0,31.1636129782492
"census 2013 and 2014","Juglans","All",NA,123,1,1.2683594597753,0.64154501558823,0.0162271928942248,3.52250395221954
"census 2013 and 2014","Lindera","All",NA,1,0,1.11156741957563,0,0,96.3797555043803
"census 2013 and 2014","Liriodendron","All",NA,2219,17,1.24574185819587,0.615449769297949,0.358902648132242,0.983572230074248
"census 2013 and 2014","Nyssa","All",NA,499,7,1.23828766362293,1.13439687984969,0.457179786874673,2.32326248311149
"census 2013 and 2014","Paulownia","All",NA,2,0,1.23066392881588,0,0,77.6587514820401
"census 2013 and 2014","Pinus","All",NA,90,1,1.19860065404213,0.927863964492093,0.023467029484181,5.06145333497141
"census 2013 and 2014","Platanus","All",NA,27,0,1.24987958526631,0,0,10.3548119357495
"census 2013 and 2014","Prunus","All",NA,59,2,1.24818153342846,2.72509414913475,0.331172430315974,9.50031388500095
"census 2013 and 2014","Quercus","All",NA,1295,22,1.23381932827518,1.37912814461592,0.866191159394725,2.08061434595499
"census 2013 and 2014","Robinia","All",NA,5,0,1.22655715263518,0,0,45.2011752139768
"census 2013 and 2014","Sassafras","All",NA,58,3,1.22547145318511,4.24125976643227,0.881884859367243,11.8994487925342
"census 2013 and 2014","Tilia","All",NA,132,3,1.34917968182855,1.6895273402353,0.349437330959901,4.85801770867953
"census 2013 and 2014","Ulmus","All",NA,144,15,1.19250513347023,8.81169576755518,5.0126820339767,14.1185018670011
"census 2013 and 2014","Viburnum","All",NA,11,0,1.15487524111754,0,0,25.2020721882534
"census 2013 and 2014","Acer","negundo","acne",6,0,1.25347935204198,0,0,38.7670863903227
"census 2013 and 2014","Acer","platanoides","acpl",7,0,1.19135621394348,0,0,35.7467930036622
"census 2013 and 2014","Acer","rubrum","acru",189,4,1.27696837347761,1.66120155966927,0.454164065962426,4.1985424828282
"census 2013 and 2014","Ailanthus","altissima","aial",4,0,1.45448323066393,0,0,46.9562573750553
"census 2013 and 2014","Amelanchier","arborea","amar",18,0,1.25058939843334,0,0,15.1150120602157
"census 2013 and 2014","Asimina","triloba","astr",4,0,1.35112936344969,0,0,49.4675672414088
"census 2013 and 2014","Carpinus","caroliniana","caca",252,4,1.36568777636539,1.16475939292948,0.318073410885023,2.95526869977166
"census 2013 and 2014","Carya","cordiformis","caco",233,3,1.24274924870672,1.03736221933668,0.214351380290867,3.00153363636684
"census 2013 and 2014","Castanea","dentata","cade",1,0,1.19096509240246,0,0,95.4832917198597
"census 2013 and 2014","Carya","glabra","cagl",771,8,1.23992681309374,0.837678044938528,0.362277704602054,1.64385960571948
"census 2013 and 2014","Carya","ovalis","caovl",305,1,1.25837008112566,0.26063823441318,0.00659634792122832,1.44356262067908
"census 2013 and 2014","Carya","tomentosa","cato",630,7,1.27191855980357,0.874613189174311,0.352281767317508,1.79369509631144
"census 2013 and 2014","Cercis","canadensis","ceca",122,6,1.18064204845098,4.18153459583345,1.54875823177879,8.87946092717677
"census 2013 and 2014","Celtis","occidentalis","ceoc",40,4,1.26748802190281,7.97643061070366,2.20977584983078,19.1873945935493
"census 2013 and 2014","Cornus","alternifolia","coal",1,0,1.15537303216975,0,0,95.8943406727123
"census 2013 and 2014","Cornus","florida","cofl",19,0,1.2624374076876,0,0,14.2548816799202
"census 2013 and 2014","Diospyros","virginiana","divi",1,0,1.28678986995209,0,0,94.3115379059753
"census 2013 and 2014","Fagus","grandifolia","fagr",308,0,1.29755460145604,0,0,0.918787973517476
"census 2013 and 2014","Fraxinus","americana","fram",421,14,1.23598030178139,2.69916460147932,1.48299293735648,4.48736156074369
"census 2013 and 2014","Fraxinus","nigra","frni",42,1,1.33920015644862,1.78330628969976,0.045002182925058,9.54086876995801
"census 2013 and 2014","Fraxinus","pennsylvanica","frpe",13,0,1.23140104248934,0,0,20.5813272255892
"census 2013 and 2014","Hamamelis","virginiana","havi",7,0,1.41116651999609,0,0,31.1636129782492
"census 2013 and 2014","Juglans","cinerea","juci",2,0,1.27994524298426,0,0,76.3316194463262
"census 2013 and 2014","Juglans","nigra","juni",121,1,1.26816795922639,0.652256548027008,0.0164978795272996,3.58044323407688
"census 2013 and 2014","Lindera","benzoin","libe",1,0,1.11156741957563,0,0,96.3797555043803
"census 2013 and 2014","Liriodendron","tulipifera","litu",2219,17,1.24574185819587,0.615449769297949,0.358902648132242,0.983572230074248
"census 2013 and 2014","Nyssa","sylvatica","nysy",499,7,1.23828766362293,1.13439687984969,0.457179786874673,2.32326248311149
"census 2013 and 2014","Paulownia","tomentosa","pato",2,0,1.23066392881588,0,0,77.6587514820401
"census 2013 and 2014","Pinus","pungens","pipu",1,0,1.15263518138261,0,0,95.9253596360002
"census 2013 and 2014","Pinus","strobus","pist",86,1,1.20099326679719,0.969137193293979,0.0245094660952572,5.28163303043731
"census 2013 and 2014","Pinus","virginiana","pivi",3,0,1.14533424595026,0,0,65.8222791634589
"census 2013 and 2014","Platanus","occidentalis","ploc",27,0,1.24987958526631,0,0,10.3548119357495
"census 2013 and 2014","Prunus","avium","prav",48,2,1.23368697239334,3.39096351389476,0.41249712220206,11.7196174598254
"census 2013 and 2014","Prunus","serotina","prse",11,0,1.31143052703628,0,0,22.5637499458913
"census 2013 and 2014","Quercus","alba","qual",395,2,1.22336183817222,0.414075056461494,0.0501741752022444,1.4877152139087
"census 2013 and 2014","Quercus","coccinea","quco",1,0,1.20739219712526,0,0,95.2888841642725
"census 2013 and 2014","Quercus","falcata","qufa",1,0,1.23750855578371,0,0,94.9252457252802
"census 2013 and 2014","Quercus","michauxii","qumi",4,0,1.22313483915127,0,0,52.9509982775233
"census 2013 and 2014","Quercus","prinus","qupr",236,5,1.2489588046265,1.69994084971362,0.553973556573972,3.9223374078635
"census 2013 and 2014","Quercus","rubra","quru",368,7,1.23327530280035,1.54517160571335,0.62327410615246,3.15763491885099
"census 2013 and 2014","Quercus","velutina","quve",290,8,1.23665887795322,2.23665825538134,0.970131766452964,4.35944038672009
"census 2013 and 2014","Robinia","pseudoacacia","rops",5,0,1.22655715263518,0,0,45.2011752139768
"census 2013 and 2014","Sassafras","albidum","saal",58,3,1.22547145318511,4.24125976643227,0.881884859367243,11.8994487925342
"census 2013 and 2014","Tilia","americana","tiam",132,3,1.34917968182855,1.6895273402353,0.349437330959901,4.85801770867953
"census 2013 and 2014","Ulmus","americana","ulam",12,1,1.28313940223591,6.55632338024165,0.164291092022628,31.518320932808
"census 2013 and 2014","Ulmus","rubra","ulru",132,14,1.18426565449153,9.03291264128248,5.02327587449171,14.6929056628656
"census 2013 and 2014","Viburnum","prunifolium","vipr",11,0,1.15487524111754,0,0,25.2020721882534
"census 2014 and 2015","All","All",NA,7938,91,0.790533971475114,1.44793077391694,1.16736287946697,1.77479801815554
"census 2014 and 2015","Acer","All",NA,198,2,0.794087348502133,1.27035752029209,0.154319776825107,4.51341044588627
"census 2014 and 2015","Ailanthus","All",NA,4,0,0.813141683778234,0,0,67.83026637807
"census 2014 and 2015","Amelanchier","All",NA,18,0,0.794585139554339,0,0,22.7341351640393
"census 2014 and 2015","Asimina","All",NA,4,0,0.763175906913073,0,0,70.132447851278
"census 2014 and 2015","Carpinus","All",NA,248,0,0.780718023448367,0,0,1.88720022756373
"census 2014 and 2015","Carya","All",NA,1920,15,0.787528012500807,0.990980719763501,0.55571466944746,1.62921028114523
"census 2014 and 2015","Castanea","All",NA,1,0,0.80766598220397,0,0,98.9614378227113
"census 2014 and 2015","Celtis","All",NA,36,3,0.806905468096433,10.2222865142111,2.1674877364259,27.0497591148536
"census 2014 and 2015","Cercis","All",NA,117,4,0.802798691915735,4.24056809631883,1.16858151733418,10.5022090504402
"census 2014 and 2015","Cornus","All",NA,20,2,0.800136892539357,12.3376876201875,1.54091427299277,37.9023697720792
"census 2014 and 2015","Diospyros","All",NA,1,0,0.791238877481177,0,0,99.0553929770698
"census 2014 and 2015","Fagus","All",NA,308,1,0.784785372054366,0.41352793014845,0.010473738856942,2.28236475962869
"census 2014 and 2015","Fraxinus","All",NA,461,8,0.797973634081194,2.1699077759647,0.941621475576693,4.23062322114526
"census 2014 and 2015","Hamamelis","All",NA,7,0,0.796323457514423,0,0,48.406255667824
"census 2014 and 2015","Juglans","All",NA,122,1,0.801449714433186,1.02169626786376,0.0258901023243108,5.56128984099772
"census 2014 and 2015","Lindera","All",NA,1,0,0.804928131416838,0,0,98.9774473606284
"census 2014 and 2015","Liriodendron","All",NA,2202,13,0.790926797305169,0.745847856267212,0.397736841953356,1.27204454624638
"census 2014 and 2015","Nyssa","All",NA,492,2,0.79119984498523,0.513505918400226,0.0622652965425852,1.84255708946024
"census 2014 and 2015","Paulownia","All",NA,2,0,0.796714579055442,0,0,90.1239453420111
"census 2014 and 2015","Pinus","All",NA,89,1,0.796991440370994,1.40777311962738,0.0356865803623818,7.59565620973056
"census 2014 and 2015","Platanus","All",NA,27,0,0.794179532030319,0,0,15.8048693882995
"census 2014 and 2015","Prunus","All",NA,57,2,0.797050806345089,4.38235437578328,0.536422842332884,14.9482549929111
"census 2014 and 2015","Quercus","All",NA,1273,18,0.789476063177198,1.78765101936116,1.06294321350914,2.81058106109229
"census 2014 and 2015","Robinia","All",NA,5,2,0.801095140314853,47.1471802859141,6.54040924204172,90.8963895214066
"census 2014 and 2015","Sassafras","All",NA,55,5,0.796615020845,11.2763732491931,3.77393151944406,24.375695607129
"census 2014 and 2015","Tilia","All",NA,129,0,0.781985366293661,0,0,3.59078659367446
"census 2014 and 2015","Ulmus","All",NA,129,12,0.804631000323661,11.4272242722102,6.05246477377288,19.1070396091513
"census 2014 and 2015","Viburnum","All",NA,12,0,0.803787360255533,0,0,31.7810426313587
"census 2014 and 2015","Acer","negundo","acne",6,0,0.793520419803787,0,0,53.9200364792327
"census 2014 and 2015","Acer","platanoides","acpl",7,0,0.795541214432385,0,0,48.4398171951845
"census 2014 and 2015","Acer","rubrum","acru",185,2,0.794050724235529,1.3595622232374,0.165191967557821,4.82471157010765
"census 2014 and 2015","Ailanthus","altissima","aial",4,0,0.813141683778234,0,0,67.83026637807
"census 2014 and 2015","Amelanchier","arborea","amar",18,0,0.794585139554339,0,0,22.7341351640393
"census 2014 and 2015","Asimina","triloba","astr",4,0,0.763175906913073,0,0,70.132447851278
"census 2014 and 2015","Carpinus","caroliniana","caca",248,0,0.780718023448367,0,0,1.88720022756373
"census 2014 and 2015","Carya","cordiformis","caco",230,2,0.793405350712734,1.09474764402556,0.13293069021526,3.89843290043395
"census 2014 and 2015","Castanea","dentata","cade",1,0,0.80766598220397,0,0,98.9614378227113
"census 2014 and 2015","Carya","glabra","cagl",763,7,0.78847228285376,1.16212030015787,0.468557267854031,2.37967356675904
"census 2014 and 2015","Carya","ovalis","caovl",304,1,0.787222162181635,0.417672458737117,0.0105786983572775,2.3050213394961
"census 2014 and 2015","Carya","tomentosa","cato",623,5,0.784352501584811,1.02209279250347,0.3327542617515,2.36899625574787
"census 2014 and 2015","Cercis","canadensis","ceca",117,4,0.802798691915735,4.24056809631883,1.16858151733418,10.5022090504402
"census 2014 and 2015","Celtis","occidentalis","ceoc",36,3,0.806905468096433,10.2222865142111,2.1674877364259,27.0497591148536
"census 2014 and 2015","Cornus","alternifolia","coal",1,0,0.799452429842574,0,0,99.0090462530588
"census 2014 and 2015","Cornus","florida","cofl",19,2,0.800172916891819,12.9773711252647,1.62351826948622,39.5322045976482
"census 2014 and 2015","Diospyros","virginiana","divi",1,0,0.791238877481177,0,0,99.0553929770698
"census 2014 and 2015","Fagus","grandifolia","fagr",308,1,0.784785372054366,0.41352793014845,0.010473738856942,2.28236475962869
"census 2014 and 2015","Fraxinus","americana","fram",407,6,0.798537570611493,1.84268082936306,0.679372923093957,3.96736406746551
"census 2014 and 2015","Fraxinus","nigra","frni",41,2,0.79257441445051,6.11492018189959,0.751785349267087,20.3891704185751
"census 2014 and 2015","Fraxinus","pennsylvanica","frpe",13,0,0.797346390775549,0,0,29.9443603080142
"census 2014 and 2015","Hamamelis","virginiana","havi",7,0,0.796323457514423,0,0,48.406255667824
"census 2014 and 2015","Juglans","cinerea","juci",2,0,0.813141683778234,0,0,89.6510823869407
"census 2014 and 2015","Juglans","nigra","juni",120,1,0.801254848277436,1.03895816833471,0.0263279478254219,5.65302443754496
"census 2014 and 2015","Lindera","benzoin","libe",1,0,0.804928131416838,0,0,98.9774473606284
"census 2014 and 2015","Liriodendron","tulipifera","litu",2202,13,0.790926797305169,0.745847856267212,0.397736841953356,1.27204454624638
"census 2014 and 2015","Nyssa","sylvatica","nysy",492,2,0.79119984498523,0.513505918400226,0.0622652965425852,1.84255708946024
"census 2014 and 2015","Paulownia","tomentosa","pato",2,0,0.796714579055442,0,0,90.1239453420111
"census 2014 and 2015","Pinus","pungens","pipu",1,0,0.813141683778234,0,0,98.9289990423811
"census 2014 and 2015","Pinus","strobus","pist",85,1,0.796134798888755,1.47549547084385,0.0374058329818627,7.94878254406362
"census 2014 and 2015","Pinus","virginiana","pivi",3,0,0.815879534565366,0,0,77.8452373917875
"census 2014 and 2015","Platanus","occidentalis","ploc",27,0,0.794179532030319,0,0,15.8048693882995
"census 2014 and 2015","Prunus","avium","prav",46,2,0.794988542689641,5.4380463944171,0.667411275207752,18.2941180129333
"census 2014 and 2015","Prunus","serotina","prse",11,0,0.805674817995147,0,0,34.0476880711921
"census 2014 and 2015","Quercus","alba","qual",393,4,0.791022914696442,1.28496893099443,0.351309749407247,3.2571553025543
"census 2014 and 2015","Quercus","coccinea","quco",1,0,0.793976728268309,0,0,99.0400843712473
"census 2014 and 2015","Quercus","falcata","qufa",1,0,0.785763175906913,0,0,99.0855890413142
"census 2014 and 2015","Quercus","michauxii","qumi",4,0,0.795345653661875,0,0,68.636357430997
"census 2014 and 2015","Quercus","prinus","qupr",231,5,0.787161731720253,2.74166605199766,0.896613833120596,6.28172978192549
"census 2014 and 2015","Quercus","rubra","quru",361,5,0.789039495962429,1.75209017972019,0.571499404329001,4.04117149558723
"census 2014 and 2015","Quercus","velutina","quve",282,4,0.789689702124757,1.792794332408,0.490817155682854,4.52635278439149
"census 2014 and 2015","Robinia","pseudoacacia","rops",5,2,0.801095140314853,47.1471802859141,6.54040924204172,90.8963895214066
"census 2014 and 2015","Sassafras","albidum","saal",55,5,0.796615020845,11.2763732491931,3.77393151944406,24.375695607129
"census 2014 and 2015","Tilia","americana","tiam",129,0,0.781985366293661,0,0,3.59078659367446
"census 2014 and 2015","Ulmus","americana","ulam",11,1,0.805674817995147,11.1569246806893,0.285268249580428,48.3539982402354
"census 2014 and 2015","Ulmus","rubra","ulru",118,11,0.804533695286488,11.4524458532444,5.86451758226106,19.5645217098369
"census 2014 and 2015","Viburnum","prunifolium","vipr",12,0,0.803787360255533,0,0,31.7810426313587
"census 2015 and 2016","All","All",NA,7844,138,0.995660066715043,1.76690688022759,1.48643133171142,2.08415018044604
"census 2015 and 2016","Acer","All",NA,196,1,0.997080557068823,0.511694126052764,0.0129542314277087,2.81785335942358
"census 2015 and 2016","Ailanthus","All",NA,4,0,0.957563312799452,0,0,61.828851172419
"census 2015 and 2016","Amelanchier","All",NA,18,0,0.995969275230056,0,0,18.5977390975837
"census 2015 and 2016","Asimina","All",NA,4,0,0.989733059548255,0,0,60.6150514679052
"census 2015 and 2016","Carpinus","All",NA,248,7,1.00824667152414,2.79982039878258,1.13290900450733,5.68336954387202
"census 2015 and 2016","Carya","All",NA,1904,26,0.99892585370904,1.36700450975122,0.894864135959295,1.99660196538403
"census 2015 and 2016","Castanea","All",NA,1,0,0.974674880219028,0,0,97.7284962929646
"census 2015 and 2016","Celtis","All",NA,33,0,0.997490303445129,0,0,10.6014279223374
"census 2015 and 2016","Cercis","All",NA,113,7,0.98739498343358,6.27123838990808,2.55845524029165,12.494755212568
"census 2015 and 2016","Cornus","All",NA,18,0,0.988212031333181,0,0,18.7291160246352
"census 2015 and 2016","Diospyros","All",NA,1,0,0.988364134154689,0,0,97.6062477936923
"census 2015 and 2016","Fagus","All",NA,307,0,0.999422554272095,0,0,1.19508510027549
"census 2015 and 2016","Fraxinus","All",NA,453,17,0.99141021979865,3.7846508921736,2.21990339598302,5.99056952400931
"census 2015 and 2016","Hamamelis","All",NA,7,0,1.00009778038525,0,0,40.9585977787484
"census 2015 and 2016","Juglans","All",NA,121,0,0.984856969923238,0,0,3.04811534967679
"census 2015 and 2016","Lindera","All",NA,1,1,0.982888432580424,100,2.54296557001196,100
"census 2015 and 2016","Liriodendron","All",NA,2189,24,0.993049373555601,1.10402247220921,0.708614435346422,1.63826984850227
"census 2015 and 2016","Nyssa","All",NA,489,7,0.992888026661852,1.44167223663662,0.581544123107824,2.94773170595738
"census 2015 and 2016","Paulownia","All",NA,2,0,1.01026694045175,0,0,83.8894431013201
"census 2015 and 2016","Pinus","All",NA,88,1,0.985439611722979,1.15305683369238,0.0291910702891252,6.25761809245464
"census 2015 and 2016","Platanus","All",NA,27,1,0.987654320987654,3.74912116249715,0.094896724493132,19.1833464030445
