quadrat,tag,stem,sp,lx,ly,codes.2013,dbh.2013,status.2015,status.2016,status. 2017,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,DE.count,Old comments,2018 comments,cored,Date,surveyors
511,50518,1,litu,2.2,14.9,,527.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
511,50601,1,fram,11.3,15.1,,40.70000076,A,A,A,A,,,S,,,,,,,3,0,"SS, VB, AS, DE",2,,,,7/10/2018,Prestipino/Wilson
511,50605,1,qual,20,17,,411,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50056,1,qual,2,17.1,,547.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50522,1,fagr,3.6,5.2,,168.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50523,1,nysy,6.9,1,,510,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50525,1,qual,8.3,7.4,,493.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50526,1,nysy,7.1,10.4,,143.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50527,1,cagl,5.3,12.7,,470.7000122,A,A,A,A,,,,,,,,,,,,,,core rotten,,,7/10/2018,Prestipino/Wilson
512,50531,1,qual,1.3,13.7,DS,116.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50533,1,caca,7,16.3,L,122.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50607,1,quru,7.6,0.2,,372.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50609,1,tiam,17.3,5.7,DS,372.2000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50609,2,tiam,17.3,5.7,M,219.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50609,3,tiam,17.3,5.7,DC,214,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50609,4,tiam,17.3,5.7,S,126.6999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50613,1,quru,13,12.8,,715.9000244,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
512,50614,1,fram,10.5,13.5,,505.5,A,A,A,A,,,CD,,,,,,,2,4,W,,,,,7/10/2018,Prestipino/Wilson
512,50615,1,fagr,17.7,15.2,,125.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50536,1,fagr,0.1,0.4,,121,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50537,1,litu,1,2.5,,247.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50538,1,litu,0.6,3.1,,186.8999939,A,A,A,A,,,,,,,,,,,,,,leaning,,,7/10/2018,Prestipino/Wilson
513,50540,1,litu,1.8,3.5,,633.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50541,1,caca,4.7,3.9,DC,109.5999985,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50544,1,litu,6.5,4.2,,545.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50545,1,litu,4.8,7.1,,222,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50547,1,nysy,2.6,8.5,,146.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50550,1,cagl,10.1,9.4,,179.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50552,1,litu,6.9,11.4,,385.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50555,1,litu,8.6,15.8,M,490,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50555,2,litu,8.6,15.8,S,301.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50556,1,fagr,7.4,18.2,,175.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50557,1,fagr,9.2,18.4,,279.7000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50622,1,qual,16.8,9.4,,644.0999756,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50624,1,fram,19.7,7.3,DS,706.5999756,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
513,50630,1,litu,14.8,13.8,,118.0999985,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50559,1,fagr,5.6,7.6,,226.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50560,1,fagr,8.9,8.1,,213,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50561,1,litu,10.2,8.9,,364.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50562,1,quru,6.9,12.5,,685.5999756,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50563,1,fagr,2.6,14.9,,265.7000122,A,A,A,A,,,,,,,,,,,,,,tag swallowed by tree,,,7/10/2018,Prestipino/Wilson
514,50564,1,fagr,2.6,15.7,,181.1000061,A,A,A,A,,,,,,,,,,,,,,,being swallowed,,7/10/2018,Prestipino/Wilson
514,50635,1,caca,17.8,0.4,"M,J",114.0999985,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50638,1,litu,20,7.4,,191.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50640,1,ceca,17.5,5.9,DC,111.1999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50641,1,litu,15.1,7.7,,366,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50646,1,quru,19.6,9.4,,337,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50647,1,litu,19.6,12.4,,324.7999878,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50648,1,ceca,19.4,13.7,L,105.5,A,A,A,AU,,,,R,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50649,1,litu,18.6,14.4,,513.9000244,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50650,1,litu,19.5,14.9,,184.3000031,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50652,1,fagr,9.1,14.9,,200.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
514,50653,1,tiam,16.5,19.1,,164.1000061,A,A,A,A,,,,,,,,,,,,,,,spotted anthracnose/wilt,,7/10/2018,Prestipino/Wilson
514,50654,1,litu,17.2,19.1,,717.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50566,1,nysy,5.1,3.4,,116.8000031,A,A,A,A,,,,,,,,,,,,,,,Broken at crown,,7/10/2018,Prestipino/Wilson
515,50567,1,fagr,2.2,7.7,DC,721.2000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50571,1,caca,10.8,6.3,"M,L",109.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50572,1,fagr,11.1,8.4,,105.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50573,1,fagr,6.4,11.5,J,127.3000031,A,A,A,A,,,,,,,,,,,,,,,tag being swallowed,,7/10/2018,Prestipino/Wilson
515,50575,1,nysy,6.9,16.8,M,228.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50657,1,litu,13.4,0.7,,492.7000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50658,1,caca,15.1,3.9,M,124.1999969,A,A,A,AU,,,,B,,,,,,,,,,,"SS, Break @ 1.6m",,7/10/2018,Prestipino/Wilson
515,50660,1,acru,17.9,15.6,DC,524.2000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50664,1,nysy,10.3,13.5,,146.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
515,50665,1,caca,7.9,15,,129,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50576,1,acru,8.8,2.3,"M,J",118.4000015,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50579,1,caca,10.4,8,M,183,A,A,A,A,,,,,,,,,3,,,,,on ground; healthy,,,7/10/2018,Prestipino/Wilson
516,50581,1,ulsp,6.1,12.8,DC,162.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50584,1,fagr,9.2,19.4,,101,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50590,1,juni,15.7,18.8,,266,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50666,1,acru,11,1.2,,108.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50668,1,caca,15.8,2.7,DC,122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50673,1,unk,0,0,DN,145.6999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50675,1,caca,7.2,7.4,M,160.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50678,1,frni,19.9,6,,149.6999969,A,A,AU,DS,154,3,I,I,BB,R,,,3,5,0,"DE, VB",5,top branches covered by Vitis,top branches covered by Vitis,,7/10/2018,Prestipino/Wilson
516,50679,1,ulam,12.6,9.6,DS,292,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
516,50684,1,litu,17.7,11.6,,533.9000244,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52001,1,unk,1.4,0.2,DC,197.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52003,1,caca,4.6,2.4,M,103.6999969,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52004,1,unk,5.4,1.5,DC,187.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52006,1,caca,8.2,0.9,M,104.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52007,1,cagl,6.7,4.1,,440.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52010,1,fagr,9.9,5.7,,161.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52012,1,fagr,7.6,9.7,,208.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52014,1,unk,4.2,4.6,DS,217,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52016,1,ulru,1.1,9.5,C,134.1999969,A,AU,DS,PD,125,2,S,R,B,BB,I,,,,,,,break at ?2m; too rotten to core; stem hollow and exposed,,,7/10/2018,Prestipino/Wilson
517,52017,1,unk,14.9,1.1,DC,240.3999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52019,1,qual,13.8,2.5,,234,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52021,1,cato,15.5,15.8,,249,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
517,52023,1,litu,18.3,19.3,,272.5,A,A,A,A,,,,,,,,,,,,,,,tag missing,,7/10/2018,Prestipino/Wilson
517,52025,1,qual,14.3,15.6,I,586.2000122,A,A,AU,A,,,,,,,,,,,,,,gall wasp,anthracnose,,7/10/2018,Prestipino/Wilson
517,52028,1,ulru,0.3,15.3,DS,153,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52029,1,fram,4.1,0.5,M,289.2000122,A,A,A,A,,,CD,,,,,,,2,0,W,,,spp = fram,,7/10/2018,Prestipino/Wilson
518,52036,1,litu,20,5.3,,222.8999939,A,A,DC,PD,NA,3,I,CR,,,,,,,,,,"crushed by 62077, SS, DBH not obtainable, cored @ 1.3m not obtainable",,,7/10/2018,Prestipino/Wilson
518,52040,1,litu,14.5,6.8,,372.7999878,A,A,A,A,,,,,,,,,,,,,,tag missing,tag on ground,,7/10/2018,Prestipino/Wilson
518,52043,1,nysy,14.9,5.1,,127.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52046,1,litu,16.1,10.6,,264.6000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52047,1,litu,18.2,11.5,,273.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52049,1,fagr,18.7,16.9,,262.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52052,1,tiam,10.9,18.6,,197.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52053,1,cagl,12.1,16.5,,338.7000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52055,1,fagr,5.4,11.4,,256.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52056,1,quru,6.6,12.2,,745.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
518,52059,1,caco,9.7,15.8,,184,A,A,DS,PD,184,4,I,R1,R,BB,I,,,,,,,did not senescence properly; base too rotten to core,,,7/10/2018,Prestipino/Wilson
518,52060,1,nysy,6.1,17.9,,103,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52064,1,cagl,7.1,2.9,,319.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52067,1,cato,9.5,8.3,,181.8000031,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52071,1,litu,1.4,8.1,,109.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52072,1,caca,1.1,4.9,,101.0999985,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52073,1,cato,1.5,3.7,,211.5,A,AU,A,A,,,,,,,,,,,,,,old break,,,7/10/2018,Prestipino/Wilson
519,52080,1,cagl,14.5,12.7,,459,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52081,1,fram,15.2,13.3,,27.39999962,A,A,A,A,,,S,,,,,,,2,0,"VB, SS",,,,,7/10/2018,Prestipino/Wilson
519,52082,1,qual,15.3,14,,676.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52083,1,litu,18.2,16.3,,117,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52086,1,litu,13.9,15.3,,116,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52087,1,quru,1.1,11.1,"M,I",1451,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52091,1,litu,7.8,12.4,,181.8999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52092,1,litu,8.7,15.7,,142,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
519,52093,1,cato,4.4,19.6,,351.7999878,A,A,A,DS,383,3,I,R,BB,I,F,,,,,,,,"ant nest, implanting wasp",,7/10/2018,Prestipino/Wilson
520,52099,1,unk,2.1,0.3,DC,708,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52101,1,litu,8.9,4,,250.3999939,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52103,1,litu,5.8,6.5,,157.1000061,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52104,1,fram,8.8,8.2,"DC,R",33.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52111,1,qual,15.1,1.4,,516,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52114,1,fram,14.2,2.5,"DC,R",11.69999981,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52116,1,nysy,18.3,9.2,,219,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52119,1,nysy,13.5,7.7,,116,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52120,1,nysy,10.5,2,,367.2999878,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52122,1,nysy,16.1,11.6,,111,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52124,1,cato,16.7,16.3,,277.2000122,DS,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52128,1,fram,11.4,18.7,"DS,R",41.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52129,1,qual,11.1,17.3,,504.2000122,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52130,1,fagr,5.9,14.1,,177.1999969,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52131,1,unk,7.8,11.8,DC,388.7000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52132,1,nysy,9.1,14.3,,113.5,A,A,A,A,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
520,52135,1,cagl,6,17.3,DC,126.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/10/2018,Prestipino/Wilson
521,52137,1,litu,6.2,3.4,,567.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52140,1,chvi,9.6,3.8,,32.3,No sampled,No sampled,No sampled,DS,31,1,S,U,B,R,F,,,5,0,none,,,Break @ ~2m,,6/4/2018,Prestipino
521,52146,1,caovl,0,5.3,,250.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52147,1,fram,0,2.8,"DS,R",22.20000076,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52151,1,quru,20,3.6,,628,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52152,1,litu,18.6,6.2,,417.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52153,1,cagl,16.7,6.2,,510,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52156,1,litu,13.6,5.2,,477.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52158,1,nysy,13.4,4.3,,135.6000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52159,1,litu,13.4,3.5,,543,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52162,1,nysy,17.7,12.7,,125,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52166,1,cato,13.6,16.6,,148.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52168,1,cato,2.9,11.6,,118.9000015,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52169,1,cato,5.9,11.2,,283.7999878,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52170,1,casp,5.4,15.2,DC,208,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
521,52171,1,quve,5.5,18.3,,686.7000122,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52176,1,nysy,4.2,1.9,,257,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52186,1,qual,2.2,9.2,,790.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52187,1,cato,0.1,8.5,,161,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52190,1,quru,16.4,3.4,,968.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52191,1,litu,16.3,2.1,,144.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52192,1,caovl,20,1.2,,220,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52195,1,nysy,19,9.4,,247.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52196,1,cato,12.7,6.5,,160.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52197,1,cofl,11.9,8.6,DS,105,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52199,1,cato,19.9,13.7,,164.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52200,1,quru,17.5,17.7,,256.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52202,1,cagl,16.4,14.8,,147.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52203,1,unk,11,14.4,DC,325.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
522,52206,1,cato,7.7,16.8,,217.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52211,1,fram,5.2,2.8,"DS,R",33.79999924,DN,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52213,1,cagl,6.6,6.2,,342.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52214,1,cato,5.2,8.1,,291.1000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52216,1,cato,3.4,3.1,,255.6000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52217,1,cagl,19.4,6.6,,104.0999985,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52220,1,caovl,17.9,8.1,,214.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52221,1,cagl,12.5,5.9,,543.7000122,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52222,1,acru,11.7,2.7,,124.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52225,1,qual,18.8,12.2,,586.7999878,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52228,1,cato,16.9,16.1,,341.1000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52232,1,nysy,8.4,13.8,,163.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52234,1,caovl,1.4,16.4,,327.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52236,1,litu,3.7,12.9,,415.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
523,52237,1,litu,3.6,12.3,,323.7999878,A,DS,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52238,1,litu,5.6,1.2,,299.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52239,1,qual,8.2,1.7,,694.0999756,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52244,1,quru,12.1,3.1,,304.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52245,1,caovl,17.1,15,,228,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52246,1,litu,20,17.9,,102,A,A,DS,PD,104,1,I,B,R,K,AN,,,,,,,"break at ?2.5m, stump sprouts present",,,6/4/2018,Prestipino
524,52247,1,caovl,14.7,16.4,,115.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52250,1,cagl,12.5,12.2,,605.9000244,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52251,1,cato,4.5,11.6,,355.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52253,1,litu,9.6,12.3,,207.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52256,1,cagl,5.2,17.6,,163.3999939,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
524,52258,1,cagl,1.8,14.4,,148.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52260,1,litu,4.3,1.1,,429.1000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52262,1,caovl,9.6,4.4,,168.6000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52265,1,fram,3.4,5.7,,50,A,A,A,A,,,I,,,,,,,1,0,"SS,VB",,,,,6/4/2018,Prestipino
525,52268,1,fram,3.5,4,"DS,R",56.6,No sampled,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52269,1,unk,19.3,2,DC,214.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52270,1,caovl,11.8,5.5,M,188,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52270,2,caovl,11.8,5.5,S,169.6000061,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52271,1,fram,11.8,5.9,,34.09999847,A,A,A,A,,,S,,,,,,,1,0,"VB,AS",,old stem break at ?2.3m,old stem break at ?2.3m / F,,6/4/2018,Prestipino
525,52272,1,caovl,18.6,11.9,,193.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52275,1,cagl,13.2,13,,290.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52276,1,quve,7.3,10.7,,828.9000244,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52280,1,cato,8.2,18.9,,184.6000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52281,1,quru,5.5,18.2,DC,266.7999878,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
525,52282,1,tiam,2,18.8,,182.5,A,A,A,A,,,,,,,,,,,,,,,,,6/4/2018,Prestipino
