quadrat,tag,stem,species,code.2013,dbh.2013,previous.condition,new.condition,perc.crown ,crown.position,fad.1,fad.2,fad.3,liana.load,comments,date,surveyors
1519,152086,1,litu,,463.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152090,1,nysy,M,104.9000015,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152091,1,nysy,,109.5,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152097,1,cato,,198.5,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152106,1,litu,,319,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152117,1,fram,DC,418.1000061,DC,PD,,,,,,,,10/9/2014,Gonzalez
1519,152118,1,caco,,114.0999985,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152123,1,caco,,307.5,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152130,1,nysy,,118.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152134,1,litu,,360.2000122,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152137,1,caco,,175.5,A,A,,,,,,,,10/9/2014,Gonzalez
1519,152150,1,ploc,,242.5,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152151,1,caco,,310.5,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152153,1,ploc,,961.5999756,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152154,1,caco,,202,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152156,1,prav,,104.4000015,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152161,1,frpe,,351.2999878,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152170,1,cato,,155,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152181,1,prav,,107.9000015,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152185,1,cato,,324.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152187,1,unk,DS,381.1000061,DS,PD,,,,,,,,10/9/2014,Gonzalez
1520,152195,1,prav,,187.3999939,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152197,1,caco,,376.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152206,1,ceca,,132.5,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152215,1,juni,,444.7999878,A,A,,,,,,,,10/9/2014,Gonzalez
1520,152221,1,litu,,609.2000122,A,A,,,,,,,,10/9/2014,Gonzalez
1521,152239,1,qual,,140.5,A,A,,,,,,,,10/9/2014,Gonzalez
1521,152268,1,unk,DS,170.3000031,DS,PD,,,,,,,,10/9/2014,Gonzalez
1521,152293,1,unk,DS,235.6000061,DS,PD,,,,,,,,10/9/2014,Gonzalez
1521,152294,1,fram,,608.9000244,A,A,,,,,,,,10/9/2014,Gonzalez
1521,152306,1,nysy,,473.5,A,A,,,,,,,,10/9/2014,Gonzalez
1521,152317,1,fagr,,198.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1521,152318,1,quru,,548.9000244,A,A,,,,,,,,10/9/2014,Gonzalez
1521,152334,1,ceca,,169.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152352,1,ceca,I,133,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152353,1,caco,,306.5,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152382,1,ceca,"X,R",112,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152393,1,ceca,,145.3000031,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152410,1,quru,,382.2999878,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152412,1,litu,"DS,R",630,DS,PD,,,,,,,,10/9/2014,Gonzalez
1522,152418,1,nysy,,134.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152420,1,qual,,357.2000122,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152422,1,quru,DC,389.7999878,DC,PD,,,,,,,,10/9/2014,Gonzalez
1522,152423,1,quve,,344.5,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152425,1,amar,,205,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152427,1,cagl,,109.5999985,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152428,1,cagl,,192.5,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152429,1,quve,,209.5,A,A,,,,,,,,10/9/2014,Gonzalez
1522,152430,1,cofl,,100.0999985,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152431,1,acru,L,235.8000031,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152432,1,cagl,,179.1000061,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152434,1,litu,,329.2999878,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152435,1,cagl,,166.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152436,1,cagl,,212.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152437,1,cagl,,143.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152444,1,cagl,,195.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152449,1,cato,,201.6000061,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152455,1,qual,,302.3999939,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152457,1,caovl,,209.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152459,1,qual,,493.5,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152461,1,qual,,485,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152462,1,pist,,251.6999969,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152463,1,qual,,683.7999878,A,A,,,,,,,,10/9/2014,Gonzalez
1523,152464,1,cato,,193.6000061,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152465,1,nysy,,110.9000015,A,DS,1,S,B,DF,,0,Crown broken,10/9/2014,Gonzalez
1524,152466,1,qual,,289.2000122,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152469,1,litu,,163.8000031,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152470,1,litu,,169.1000061,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152471,1,cagl,,165,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152473,1,cato,,194.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152474,1,cagl,,242.5,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152475,1,cagl,M,244.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152475,2,cagl,S,215.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152481,1,cagl,,220.5,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152483,1,qupr,,348.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152485,1,cagl,M,199.8000031,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152485,2,cagl,S,127.0999985,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152487,1,qual,,448.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152488,1,qual,,402,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152489,1,caovl,,169.5,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152490,1,quve,,540.2000122,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152493,1,qual,,504.1000061,A,A,,,,,,,,10/9/2014,Gonzalez
1524,152725,1,cato,,262.3999939,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152494,1,quve,M,517.0999756,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152494,2,quve,S,445.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152497,1,litu,,264.8999939,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152499,1,quve,,452.2000122,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152501,1,nysy,,133.3000031,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152504,1,nysy,,304.3999939,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152505,1,qual,,101.5999985,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152508,1,qupr,,476.7999878,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152512,1,qupr,,538.5999756,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152513,1,qupr,,599.5,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152516,1,cagl,,205,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152517,1,fagr,M,160.6000061,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152518,1,cagl,,108.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1525,152519,1,casp,DS,525.2000122,DS,PD,,,,,,,,10/9/2014,Gonzalez
1525,152520,1,quru,,125.0999985,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152521,1,caovl,,531.0999756,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152524,1,acru,,163,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152525,1,nysy,,135.3000031,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152526,1,pivi,,433.7999878,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152529,1,fagr,,313.6000061,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152531,1,pivi,DS,167.8999939,DS,PD,,,,,,,,10/9/2014,Gonzalez
1526,152533,1,cagl,,119.8000031,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152534,1,cagl,,247.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152540,1,cagl,,308.2999878,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152543,1,cagl,,520.0999756,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152545,1,acru,,175,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152548,1,qupr,,151.1999969,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152552,1,qupr,,221.6000061,A,A,,,,,,,,10/9/2014,Gonzalez
1526,152555,1,cagl,,412.7999878,A,A,,,,,,,,10/9/2014,Gonzalez
1527,152559,1,qumi,M,567.7999878,A,A,,,,,,,,10/10/2014,Wang
1527,152559,2,qumi,,252,A,A,,,,,,,,10/10/2014,Wang
1527,152561,1,quve,,730.7000122,A,A,,,,,,,,10/10/2014,Wang
1527,152566,1,qual,,328.6000061,A,A,,,,,,,,10/10/2014,Wang
1527,152567,1,nysy,,201.1999969,A,A,,,,,,,,10/10/2014,Wang
1527,152571,1,cagl,,471.2999878,A,A,,,,,,,,10/10/2014,Wang
1527,152572,1,qupr,L,130,A,A,,,,,,,,10/10/2014,Wang
1527,152577,1,nysy,,125.5999985,A,A,,,,,,,,10/10/2014,Wang
1527,152579,1,nysy,,198.8999939,A,A,,,,,,,,10/10/2014,Wang
1527,152584,1,nysy,,115,A,A,,,,,,,,10/10/2014,Wang
1527,152586,1,quve,DS,768.5,DS,PD,,,,,,,,10/10/2014,Wang
1527,152588,1,pist,I,298.8999939,A,A,,,,,,,,10/10/2014,Wang
1527,152589,1,qupr,,353,A,A,,,,,,,,10/10/2014,Wang
1527,152590,1,nysy,,208,A,A,,,,,,,,10/10/2014,Wang
1527,152593,1,nysy,,175,A,A,,,,,,,,10/10/2014,Wang
1527,152596,1,nysy,,456,A,A,,,,,,,,10/10/2014,Wang
1527,152598,1,unk,DC,151.3999939,DC,PD,,,,,,,,10/10/2014,Wang
1527,152599,1,cagl,,292,A,A,,,,,,,,10/10/2014,Wang
1528,152607,1,quve,DS,441.1000061,DS,PD,,,,,,,Saw dead leaves on branches,10/10/2014,Wang
1528,152609,1,unk,DC,240.1000061,DC,PD,,,,,,,,10/10/2014,Wang
1528,152610,1,fram,,202.1000061,A,A,,,,,,,,10/10/2014,Wang
1528,152611,1,ceca,,149,A,A,,,,,,,,10/10/2014,Wang
1528,152612,1,fram,,312,A,A,,,,,,,,10/10/2014,Wang
1528,152616,1,cagl,,170,A,A,,,,,,,,10/10/2014,Wang
1528,152617,1,fram,,254.8999939,A,A,,,,,,,,10/10/2014,Wang
1528,152618,1,quve,,602.5,A,A,,,,,,,,10/10/2014,Wang
1528,152620,1,qual,DS,162.6000061,DS,PD,,,,,,,,10/10/2014,Wang
1528,152622,1,ceca,,108.5,A,A,,,,,,,,10/10/2014,Wang
1528,152623,1,juni,,502.1000061,A,A,,,,,,,,10/10/2014,Wang
1528,152624,1,ulru,,195.8000031,A,A,,,,,,,,10/10/2014,Wang
1528,152625,1,juni,,432.8999939,A,A,,,,,,,,10/10/2014,Wang
1528,152628,1,juni,,487,A,A,,,,,,,,10/10/2014,Wang
1529,152631,1,ulru,,116.6999969,A,A,,,,,,,,10/10/2014,Wang
1529,152632,1,cagl,,215.8999939,A,A,,,,,,,,10/10/2014,Wang
1529,152634,1,juni,,701,A,A,,,,,,,Tag on ground,10/10/2014,Wang
1529,152635,1,ceoc,,102,A,A,,,,,,,,10/10/2014,Wang
1529,152638,1,litu,DS,131.8999939,DS,PD,,,,,,,,10/10/2014,Wang
1529,152639,1,litu,,444.2000122,A,A,,,,,,,,10/10/2014,Wang
1529,152641,1,unk,DS,261,DS,PD,,,,,,,,10/10/2014,Wang
1529,152642,1,fram,,230,A,A,,,,,,,,10/10/2014,Wang
1529,152643,1,caovl,,147.1000061,A,A,,,,,,,,10/10/2014,Wang
1529,152644,1,fram,L,122.5,A,A,,,,,,,,10/10/2014,Wang
1529,152645,1,quve,,665,A,A,,,,,,,,10/10/2014,Wang
1529,152646,1,ulru,,119.9000015,A,A,,,,,,,,10/10/2014,Wang
1529,152647,1,ulru,,129,A,A,,,,,,,,10/10/2014,Wang
1529,152650,1,fram,,101,A,A,,,,,,,,10/10/2014,Wang
1529,152651,1,quve,,551.9000244,A,A,,,,,,,,10/10/2014,Wang
1529,152653,1,litu,,259,A,A,,,,,,,,10/10/2014,Wang
1529,152655,1,litu,,250,A,A,,,,,,,,10/10/2014,Wang
1529,152656,1,quve,,449.5,A,A,,,,,,,,10/10/2014,Wang
1530,152658,1,ulru,,106.6999969,A,A,,,,,,,,10/10/2014,Wang
1530,152659,1,fram,,176.5,A,A,,,,,,,,10/10/2014,Wang
1530,152661,1,fagr,,132.8999939,A,A,,,,,,,,10/10/2014,Wang
1530,152662,1,quve,,675.0999756,A,A,,,,,,,,10/10/2014,Wang
1530,152666,1,fagr,B,129.1999969,A,A,,,,,,,,10/10/2014,Wang
1530,152667,1,litu,,352.8999939,A,A,,,,,,,,10/10/2014,Wang
1530,152668,1,unk,DS,130.3999939,DS,PD,,,,,,,,10/10/2014,Wang
1530,152670,1,saal,DS,149.8000031,DS,PD,,,,,,,,10/10/2014,Wang
1530,152671,1,litu,,162.1999969,A,A,,,,,,,,10/10/2014,Wang
1530,152672,1,litu,,567.5,A,A,,,,,,,,10/10/2014,Wang
1530,152673,1,litu,I,932.7000122,A,A,,,,,,,,10/10/2014,Wang
1530,152674,1,fram,"DS,B",357.1000061,DS,PD,,,,,,,,10/10/2014,Wang
1530,152675,1,fram,DC,397.7999878,DC,PD,,,,,,,,10/10/2014,Wang
1530,152676,1,saal,DS,224,DS,PD,,,,,,,,10/10/2014,Wang
1530,152677,1,ulam,DC,127.8000031,DC,PD,,,,,,,,10/10/2014,Wang
1530,152678,1,acru,DC,117.3000031,DC,PD,,,,,,,,10/10/2014,Wang
1530,152679,1,litu,,691.5999756,A,A,,,,,,,Tag on ground,10/10/2014,Wang
1531,152681,1,fagr,,216.1999969,A,A,,,,,,,,10/10/2014,Wang
1531,152684,1,litu,,590.7999878,A,A,,,,,,,,10/10/2014,Wang
1531,152685,1,unk,DC,147.8999939,DC,PD,,,,,,,,10/10/2014,Wang
1531,152686,1,pipu,,416.1000061,A,A,,,,,,,,10/10/2014,Wang
1531,152690,1,cagl,M,283.5,A,A,,,,,,,,10/10/2014,Wang
1531,152690,2,cagl,S,190,A,A,,,,,,,,10/10/2014,Wang
1531,152690,3,cagl,S,226,A,A,,,,,,,,10/10/2014,Wang
1531,152695,1,fagr,,145.1999969,A,A,,,,,,,,10/10/2014,Wang
1531,152696,1,fagr,,214,A,A,,,,,,,,10/10/2014,Wang
1531,152697,1,fagr,,160.1999969,A,A,,,,,,,,10/10/2014,Wang
1531,152699,1,fagr,,138.3000031,A,A,,,,,,,,10/10/2014,Wang
1531,152700,1,fagr,,152.8000031,A,A,,,,,,,,10/10/2014,Wang
1531,152701,1,litu,,951,A,A,,,,,,,,10/10/2014,Wang
1531,152702,1,fram,,417.5,A,A,,,,,,,,10/10/2014,Wang
1531,152705,1,fagr,,155.6999969,A,A,,,,,,,,10/10/2014,Wang
1532,152707,1,litu,,421,A,A,,,,,,,,10/10/2014,Wang
1532,152709,1,litu,,733.0999756,A,A,,,,,,,,10/10/2014,Wang
1532,152712,1,saal,DS,237.6999969,DS,PD,,,,,,,,10/10/2014,Wang
1532,152713,1,cofl,,100,A,A,,,,,,,,10/10/2014,Wang
1532,152715,1,rops,DS,253.5,DS,PD,,,,,,,,10/10/2014,Wang
1532,152718,1,cagl,M,370,A,A,,,,,,,,10/10/2014,Wang
1532,152718,2,cagl,S,321,A,A,,,,,,,,10/10/2014,Wang
1532,152719,1,unk,DS,263.7000122,DS,PD,,,,,,,,10/10/2014,Wang
1532,152720,1,litu,,484,A,A,,,,,,,,10/10/2014,Wang
1532,152721,1,fagr,,141,A,A,,,,,,,,10/10/2014,Wang
1532,152722,1,litu,,653.5,A,A,,,,,,,,10/10/2014,Wang
1532,152723,1,fram,,401.1000061,A,A,,,,,,,,10/10/2014,Wang
1601,160014,1,rops,DC,243.8999939,DC,PD,,,,,,,,10/17/2014,Gonzalez
1601,160060,1,saal,DS,217.6000061,DS,PD,,,,,,,,10/17/2014,Gonzalez
1601,160073,1,ulru,,125.9000015,A,A,,,,,,,,10/17/2014,Gonzalez
1601,160074,1,litu,DS,236.5,DS,PD,,,,,,,,10/17/2014,Gonzalez
1601,160077,1,litu,DS,206.6000061,DS,PD,,,,,,,,10/17/2014,Gonzalez
1601,160201,1,fram,M,270.5,A,A,,,,,,,,10/17/2014,Gonzalez
1601,160203,1,unk,DS,363.7000122,DS,PD,,,,,,,,10/17/2014,Gonzalez
1601,160234,1,ulam,M,171.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1601,160234,2,ulam,"S,L",117,A,A,,,,,,,,10/17/2014,Gonzalez
1601,160248,1,aial,,132.8999939,A,A,,,,,,,,10/17/2014,Gonzalez
1601,160255,1,ulru,DS,309.7999878,DS,PD,,,,,,,,10/17/2014,Gonzalez
1601,160265,1,saal,I,156.8999939,A,A,,,,,,,,10/17/2014,Gonzalez
1602,160117,1,ulam,DS,188.8000031,DS,PD,,,,,,,,10/17/2014,Gonzalez
1602,160146,1,saal,DS,189,DS,PD,,,,,,,,10/17/2014,Gonzalez
1602,160147,1,litu,,635,A,A,,,,,,,,10/17/2014,Gonzalez
1602,160165,1,fram,L,112.5,A,A,,,,,,,,10/17/2014,Gonzalez
1602,160286,1,fram,L,276.5,A,A,,,,,,,,10/17/2014,Gonzalez
1602,160303,1,unk,DS,133.1000061,DS,PD,,,,,,,,10/17/2014,Gonzalez
1602,160321,1,libe,DS,102,DS,PD,,,,,,,,10/17/2014,Gonzalez
1602,160327,1,unk,DC,123.0999985,DC,PD,,,,,,,,10/17/2014,Gonzalez
1602,160384,1,saal,DS,225.6999969,DS,PD,,,,,,,,10/17/2014,Gonzalez
1602,160397,1,juni,L,325.8999939,A,A,,,,,,,,10/17/2014,Gonzalez
1602,160529,1,litu,,742.5999756,A,A,,,,,,,,10/17/2014,Gonzalez
1602,160540,1,saal,,212,A,A,,,,,,,,10/17/2014,Gonzalez
1602,161101,1,saal,DS,178,DS,PD,,,,,,,,10/17/2014,Gonzalez
1603,160618,1,fram,,119,A,A,,,,,,,,10/17/2014,Gonzalez
1603,160629,1,saal,,124,A,A,,,,,,,,10/17/2014,Gonzalez
1603,160645,1,fram,,170.8000031,A,A,,,,,,,,10/17/2014,Gonzalez
1603,160651,1,fram,,131,A,A,,,,,,,,10/17/2014,Gonzalez
1603,160652,1,juni,I,403,A,A,,,,,,,,10/17/2014,Gonzalez
1603,160710,1,saal,DS,286.7000122,DS,PD,,,,,,,,10/17/2014,Gonzalez
1603,160713,1,litu,,838,A,A,,,,,,,,10/17/2014,Gonzalez
1603,160718,1,ulru,L,120,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160665,1,litu,"M,I",693,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160665,2,litu,S,665,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160665,3,litu,"S,L",414.7999878,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160667,1,litu,,576.7000122,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160670,1,litu,,216.3999939,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160671,1,ulru,A,101.5,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160673,1,juni,I,268.2999878,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160675,1,juni,,630,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160679,1,ulru,,104.9000015,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160680,1,ulru,DS,206.3999939,DS,PD,,,,,,,,10/17/2014,Gonzalez
1604,160719,1,ulru,,132.8000031,A,A,,,,,,,,10/17/2014,Gonzalez
1604,160737,1,litu,DS,388.1000061,DS,PD,,,,,,,,10/17/2014,Gonzalez
1604,160738,1,juni,,506,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160684,1,saal,DS,158.5,DS,PD,,,,,,,,10/17/2014,Gonzalez
1605,160685,1,saal,,207.8000031,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160688,1,unk,DS,111.6999969,DS,PD,,,,,,,,10/17/2014,Gonzalez
1605,160689,1,rops,DS,406,DS,PD,,,,,,,,10/17/2014,Gonzalez
1605,160690,1,unk,DS,106.3000031,DS,PD,,,,,,,,10/17/2014,Gonzalez
1605,160693,1,litu,,673.0999756,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160697,1,unk,DS,143,DS,PD,,,,,,,,10/17/2014,Gonzalez
1605,160740,1,litu,,650,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160742,1,litu,,860,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160743,1,litu,,376.2000122,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160744,1,litu,,671.5,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160745,1,juni,,361,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160749,1,fram,,103.5,A,A,,,,,,,,10/17/2014,Gonzalez
1605,160750,1,nysy,,273.6000061,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160698,1,litu,,667.2000122,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160752,1,litu,,572,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160754,1,cato,,105,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160759,1,saal,,147.1000061,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160760,1,fagr,,215.1000061,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160901,1,fagr,,125.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160902,1,fram,,125.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160904,1,nysy,,244.1000061,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160906,1,fagr,M,143.8999939,A,A,,,,,,,,10/17/2014,Gonzalez
1606,160907,1,fram,,141.8999939,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160764,1,quve,,782.2000122,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160765,1,litu,,681,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160766,1,fagr,,102.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160767,1,pivi,DC,256.2000122,DC,PD,,,,,,,,10/17/2014,Gonzalez
1607,160768,1,litu,,613.7000122,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160770,1,litu,"M,I",761.2000122,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160770,2,litu,S,321.5,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160772,1,quve,,407.2000122,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160908,1,fagr,,102.5,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160909,1,cagl,,110.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160910,1,litu,,973,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160912,1,ulru,,138,A,DS,4,I,U,DF,,0,No beetle signs. Bark still intact.,10/17/2014,Gonzalez
1607,160918,1,acru,,144,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160919,1,fagr,,174.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1607,160920,1,litu,,624,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160775,1,fagr,,185.6999969,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160776,1,fagr,,141.8000031,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160777,1,litu,,464.8999939,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160778,1,litu,,687.4000244,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160921,1,quve,,574.7000122,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160922,1,litu,,553,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160924,1,saal,DS,125.9000015,DS,PD,,,,,,,,10/17/2014,Gonzalez
1608,160926,1,litu,,588.7000122,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160930,1,litu,,525.5,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160931,1,fagr,,103.1999969,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160932,1,cato,,123.0999985,A,A,,,,,,,,10/17/2014,Gonzalez
1608,160934,1,fagr,,144.6000061,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160784,1,quru,,507,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160785,1,quru,,242,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160786,1,litu,M,598.5999756,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160786,2,litu,S,154,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160787,1,litu,,223,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160788,1,litu,,606,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160789,1,litu,,677.7999878,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160791,1,quve,,431,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160935,1,quve,,601.0999756,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160936,1,nysy,,199,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160937,1,litu,,702,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160938,1,litu,,132.8000031,A,A,,,,,,,,10/17/2014,Gonzalez
1609,160940,1,quru,,515.9000244,A,A,,,,,,,Need hammer,10/17/2014,Gonzalez
1609,160942,1,quru,inside,345.7000122,A,A,,,,,,,,10/9/2014,Wang; Hermann
1609,160946,1,quve,DS,527,DS,PD,,,,,,,,10/9/2014,Wang; Hermann
1610,160795,1,quve,,521.7000122,A,A,,,,,,,,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
1610,160798,1,quve,,528.5,A,A,,,,,,,,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
1610,160799,1,cato,,166.1999969,A,A,,,,,,,,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
1610,160800,1,litu,DC,125.6999969,DC,PD,,,,,,,,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
1610,160801,1,litu,,108.5999985,A,DS,2,I,U,DF,,0,Could be pathogen or competition. Some lichen growing. Sounds hollow ,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
1610,160802,1,litu,,186,A,A,,,,,,,,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
1610,160803,1,caovl,,201.1000061,A,A,,,,,,,,10/14/2014,Sedaghatpour; Moncrieffe; Gonzalez
