"tag","coreID","sp","1734","1735","1736","1737","1738","1739","1740","1741","1742","1743","1744","1745","1746","1747","1748","1749","1750","1751","1752","1753","1754","1755","1756","1757","1758","1759","1760","1761","1762","1763","1764","1765","1766","1767","1768","1769","1770","1771","1772","1773","1774","1775","1776","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
70602,"70602","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867,0.93,0.719,0.488,0.496,0.418,0.646,0.608,0.655,0.238,1.335,0.631,0.998,1.406,0.915,0.81,0.5,0.49,0.493,0.578,0.562,0.553,0.448,0.506,0.453,0.31,0.575,0.462,0.403,0.184,0.183,0.302,0.385,0.256,0.322,0.251,0.323,0.219,0.279,0.248,0.368,0.586,0.582,0.673,0.982,0.483,0.655,0.602,0.445,0.417,0.482,0.608,0.381,0.772,0.676,0.691,0.691,0.599,0.581,0.562,0.483,0.374,0.584,0.343,0.614,0.41,0.889,1.038,1.313,1.018,0.883,1.148,1.094,0.851,1.118,0.873,1.092,0.861,0.969,1.205,1.185,1.099,0.684,0.85,0.684,0.513,0.803,1.022,0.801,1.209,1.336,1.273,0.822,0.99,1.091,1.004,NA,NA,NA,NA,NA,NA,NA,NA
72232,"72232","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.448,1.675,1.604,1.307,1.464,1.764,0.854,0.937,1.202,0.835,1.277,1.007,0.657,0.714,1.378,1.076,1.21,1.605,0.597,0.981,1.349,1.321,2.467,2.213,1.885,1.348,1.496,1.583,1.356,1.294,1.373,2.109,1.653,1.976,2.461,1.792,1.723,1.117,1.26,0.976,1.508,1.354,1.285,1.436,1.697,1.624,1.064,1.452,1.567,1.351,1.09,0.902,1.215,0.89,0.585,1.022,1.304,1.249,1.271,1.103,1.334,1.176,1.335,1.092,0.884,1.176,0.897,0.945,0.868,0.755,0.951,0.902,0.92,0.765,0.844,0.709,0.924,0.79,0.843,0.76,0.849,0.726,0.684,0.662,0.661,0.937,0.617,0.539,0.72,0.747,0.708,0.68,0.559,0.747,0.521,0.613,0.746,0.838,0.563,0.687,0.635,0.818,0.646,0.595,0.51,0.738,0.587,0.855,1.071,0.842,1.162,0.734,0.805,0.717,0.563,0.566,0.57,NA,NA,NA,NA,NA,NA,NA,NA
80089,"80089","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.44,0.224,0.172,0.177,0.226,0.194,0.131,0.195,0.251,0.142,0.202,0.23,0.254,0.276,0.426,0.366,0.32,0.29,0.422,0.377,0.235,0.409,0.319,0.395,0.321,0.365,0.391,0.453,0.326,0.437,0.408,0.488,0.703,0.685,0.652,0.397,0.33,0.327,0.487,0.495,0.379,0.492,0.306,0.406,0.566,0.815,1.091,0.617,0.792,0.945,0.993,0.792,1.069,1.15,1.087,1.497,0.966,1.594,2.446,2.478,1.55,1.901,2.227,1.893,0.961,1.682,1.673,1.739,1.701,2.068,1.026,1.337,1.467,1.667,1.347,1.584,1.238,1.255,1.477,1.069,0.713,0.907,0.868,0.619,1.037,1.067,1.4,1.667,1.081,0.996,0.739,0.688,0.811,0.925,0.716,1.2,1.081,1.099,1.103,1.439,1.58,1.596,1.472,0.899,0.882,1.086,0.891,1.279,0.753,0.918,1.361,1.012,1.334,0.933,0.797,0.755,0.733,1.028,1.639,1.08,1.493,0.827,0.81,1.115,1.144,0.97,1.314,NA,NA,NA,NA,NA,NA,NA,NA
80371,"80371","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.763,2.114,3.213,1.557,0.846,0.804,0.866,0.569,0.463,0.597,0.441,0.414,0.319,0.409,0.304,0.17,0.266,0.368,0.605,0.728,0.619,0.839,0.298,0.141,0.346,0.417,0.514,0.535,0.459,1.209,2.207,1.819,2.411,2.168,1.922,1.198,1.422,1.513,1.112,0.928,0.729,0.532,0.612,0.763,0.557,0.608,0.542,0.475,0.299,0.348,0.265,0.305,0.392,0.53,0.413,0.456,0.56,0.681,0.595,0.597,0.609,0.625,0.474,0.449,0.454,0.532,0.352,0.477,0.454,0.571,0.734,0.517,0.63,0.688,0.68,0.76,0.916,0.861,0.835,0.59,0.919,0.781,0.725,0.979,0.676,NA,NA,NA,NA,NA,NA,NA,NA
80451,"80451","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.602,1.31,1.354,1.103,0.895,0.754,0.618,0.375,0.404,0.305,0.269,0.234,0.15,0.193,0.151,0.131,0.134,0.148,0.4,0.56,0.865,0.909,0.733,0.577,1.073,1.151,1.599,1.367,1.584,1.991,0.983,1.265,1.041,1.234,1.144,0.968,0.781,0.74,0.929,0.961,0.736,1.079,1.741,1.427,1.37,1.642,1.749,1.72,1.301,1.154,1.665,1.114,0.691,1.063,1.184,1.265,1.06,1.1,1.293,1.375,1.406,1.691,1.598,2.1,1.414,1.588,1.559,1.283,1.169,1.36,1.177,0.909,1.535,1.519,1.46,1.479,1.309,1.109,0.975,0.943,0.928,0.705,0.697,1.082,0.839,1.172,1.04,1.058,0.881,0.806,0.621,0.866,0.684,0.908,0.626,0.471,0.402,0.521,0.537,0.493,0.517,0.394,0.407,0.435,0.387,0.312,0.4,0.427,0.316,0.31,0.305,0.259,0.345,0.278,0.241,NA,NA,NA,NA,NA,NA,NA,NA
80540,"80540","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,0.199,0.221,0.154,0.162,0.284,0.431,0.352,0.608,0.767,0.585,0.724,0.664,0.765,0.644,0.659,0.879,0.699,0.473,0.501,0.546,0.445,0.471,0.425,0.385,0.477,0.315,0.376,0.432,0.859,0.659,0.607,0.53,0.481,0.689,0.745,0.698,0.576,0.72,0.515,0.446,0.539,0.346,0.346,0.432,0.176,0.266,0.233,0.347,0.259,0.151,0.212,0.525,0.684,0.906,0.546,0.527,0.475,0.169,0.23,0.287,0.31,0.146,0.264,0.173,0.387,0.241,0.193,0.351,0.166,0.153,0.087,0.147,0.144,0.534,0.171,0.153,0.167,0.223,0.207,0.155,0.159,NA,NA,NA,NA,NA,NA,NA,NA
80745,"80745","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412,0.203,0.276,0.136,0.196,0.098,0.128,0.168,0.164,0.203,0.082,0.173,0.195,0.288,0.214,0.236,0.798,1.423,1.071,0.624,0.741,1.106,0.966,1.071,0.797,1.074,1.302,1.222,1.374,1.256,1.031,0.683,0.565,0.528,0.435,0.447,0.476,0.213,0.431,0.417,0.383,0.708,0.845,1.029,0.589,0.763,1.005,1.042,0.883,0.718,0.682,0.566,0.537,0.744,0.577,0.546,0.599,0.585,0.642,0.571,0.536,0.488,0.815,0.903,0.914,0.725,0.468,0.545,0.413,0.48,0.546,0.612,0.789,0.498,0.855,1.103,1.145,1.569,1.461,1.509,1.748,2.949,2.848,2.678,2.056,2.102,2.104,1.737,1.796,1.737,1.846,1.809,2.049,2.544,2.562,2.081,2.012,1.83,2.049,1.945,1.58,1.553,1.666,1.496,1.774,1.615,1.396,1.493,1.285,1.738,1.709,1.329,1.266,0.91,1.516,1.227,1.236,1.028,0.979,1.299,1.479,1.434,0.916,1.202,1.603,1.36,0.881,1.698,1.179,1.197,1.066,1.057,1.283,1.258,1.148,1.284,NA,NA,NA,NA,NA,NA,NA,NA
82058,"82058","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1.799,1.386,1.022,0.855,0.781,0.663,0.991,0.748,0.783,0.583,0.574,0.571,0.806,0.412,0.52,0.461,0.77,0.601,0.411,0.404,0.812,1.415,1.253,1.422,1.222,0.968,0.977,1.055,0.917,0.977,0.688,0.662,0.644,0.803,0.799,0.764,0.733,0.673,0.633,0.432,0.472,0.47,0.61,0.484,0.567,0.609,0.458,0.773,0.946,0.788,0.561,0.647,0.795,0.625,0.618,0.836,1.01,0.559,0.855,0.745,0.885,0.759,0.566,0.549,0.728,0.677,0.501,0.789,0.674,0.783,0.661,0.689,0.575,0.597,0.614,0.662,NA,NA,NA,NA,NA,NA,NA,NA
90130,"90130","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,0.892,0.815,0.553,0.54,0.564,0.772,0.687,0.58,0.508,0.722,0.44,0.293,0.439,0.293,0.353,0.185,0.153,0.331,0.273,0.186,0.155,0.07,0.308,0.372,0.391,0.486,0.627,0.676,0.543,0.577,0.545,0.338,0.472,0.352,0.37,0.369,0.398,0.469,0.386,0.679,0.624,0.557,0.558,0.358,0.505,0.362,0.371,0.342,0.634,0.546,0.671,0.416,0.075,0.109,0.106,0.116,0.147,0.087,0.129,0.205,0.1,0.108,0.09,0.116,0.107,0.102,0.15,0.174,0.175,0.107,0.159,0.124,0.352,0.223,0.239,0.341,0.177,0.091,0.184,0.243,0.174,0.414,NA,NA,NA,NA,NA,NA,NA,NA
90273,"90273","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,0.795,0.917,0.556,1.063,0.869,0.946,0.904,0.882,0.598,0.863,0.822,0.57,0.639,0.536,0.575,0.559,0.557,0.805,1.07,0.923,0.578,0.583,0.739,0.484,0.196,0.143,0.1,0.064,0.092,0.09,0.159,0.14,0.269,0.407,0.373,0.564,0.435,0.794,0.636,0.528,0.413,0.385,0.357,0.345,0.747,0.703,0.641,0.491,0.315,0.32,0.335,0.271,0.2,0.288,0.265,0.316,0.268,0.55,0.586,0.422,0.373,0.29,0.246,0.254,0.201,0.21,0.169,0.159,0.172,0.162,0.057,0.14,0.065,0.103,0.119,0.077,0.116,0.086,0.066,0.086,0.045,0.05,0.11,0.058,0.038,0.063,0.101,NA,NA,NA,NA,NA,NA,NA,NA
90283,"90283","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.425,2.821,2.857,2.903,2.727,1.912,1.871,1.765,2.084,2.047,2.062,2.062,2.312,2.293,1.659,1.54,1.941,1.658,1.178,1.129,1.288,1.086,0.816,0.897,0.93,0.934,0.906,0.946,0.859,0.739,0.692,0.749,0.937,0.982,0.794,0.974,1.114,1.006,1.117,1.217,1.217,0.854,1.232,1.073,1.088,1.21,1.107,1.035,0.809,0.914,0.946,0.817,0.607,1.247,1.088,0.372,0.62,0.605,0.721,0.879,0.794,0.721,0.482,0.771,0.751,0.801,0.665,0.695,0.874,1.045,1.118,0.852,0.697,1.078,0.99,1.048,1.379,0.927,1.052,0.972,1.129,1.156,1.371,1.181,1.351,NA,NA,NA,NA,NA,NA,NA,NA
90546,"90546","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.793,1.5,1.053,1.007,0.665,0.505,0.341,0.374,0.116,0.151,0.143,0.297,0.241,0.439,0.746,0.812,0.713,0.45,0.676,1.277,2.086,2.539,1.664,2.312,1.833,1.827,1.773,1.891,1.756,1.142,1.169,1.389,1.809,1.584,1.838,2.156,1.875,2.115,1.743,1.549,2.239,1.99,1.495,1.354,1.312,1.368,0.767,1.727,2.073,1.955,1.736,1.564,1.213,1.323,1.386,1.804,1.332,2.216,1.39,2.254,1.969,1.495,1.008,1.183,1.02,0.882,1.222,1.221,1.245,1.472,1.363,1.471,1.285,1.178,1.362,1.206,1.033,1.364,1.072,0.808,1.118,1.412,1.32,1.366,1.266,1.241,0.879,1.046,1.102,1.419,1.118,1.211,1.197,1.056,1.164,0.88,0.825,1.138,0.932,1.139,1.145,1.233,1.256,1.07,1.234,1.158,1.45,1.743,1.664,NA,NA,NA,NA,NA,NA,NA,NA
90558,"90558","qual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.563,0.78,0.764,1.864,1.666,1.009,0.531,1.153,1.263,1.076,1.004,0.964,0.822,0.961,0.879,1.05,0.809,0.645,0.715,0.644,0.643,0.647,0.586,0.309,0.342,0.337,0.371,0.586,0.612,0.686,0.58,0.637,0.531,0.631,0.954,0.631,0.982,0.68,0.902,1.024,0.77,0.895,0.736,0.715,0.716,0.819,0.785,0.788,0.936,0.833,0.916,0.612,0.745,0.794,0.778,0.737,0.671,0.62,0.651,0.657,0.811,0.83,0.883,0.798,0.673,0.715,0.615,0.656,0.758,0.708,0.8,0.727,0.629,0.679,0.553,0.639,0.501,0.542,0.504,0.525,0.645,0.6,0.744,0.633,0.59,0.613,0.627,0.618,0.666,0.495,0.521,0.536,0.256,0.213,0.232,0.214,0.151,0.193,0.251,0.201,0.268,0.279,0.289,0.224,0.162,0.281,0.293,0.227,0.197,0.308,0.243,0.246,0.281,0.347,0.393,0.337,0.333,0.386,0.312,0.369,0.376,0.502,NA,NA,NA,NA,NA,NA,NA,NA
