tag,stemtag,sp,quadrat,biannual,cored,year.cored,dbh2008,dbh2013,dbh2018,crown.position
102149,1,cagl ,1020,1,0,NA,65.7,70.1,,
102150,1,qual ,1020,1,0,NA,469.2,479,,
102154,1,qual ,1020,1,0,NA,504.4,512.5,,
102157,1,fagr,1020,0,1,2010-2011,222.1,238.9,,
102177,1,qual ,1020,1,0,NA,685,702.8,,
102258,1,qual ,1022,1,0,NA,418.2,430,,
102261,1,qual ,1022,1,0,NA,638.5,651.5,,
102262,1,qual ,1022,1,0,NA,516.1,532.8,,
102264,1,qual ,1022,1,0,NA,385.2,464.4,,
102271,1,qual,1023,0,1,2010-2011,723,751.1,,
102273,1,pist,1023,0,1,2010-2011,219.2,233.2,,
102279,1,pist,1023,0,1,2010-2011,331,358.1,,
102303,1,quve ,1024,1,0,NA,857,880.3,,
102348,1,qual ,1025,1,0,NA,839.8,862.7,,
102364,1,qual ,1025,1,0,NA,610,630.5,,
102365,1,litu ,1025,1,0,NA,219.5,230.3,,
102371,1,qual,1026,1,1,2010-2011,767.3,783,,
102412,1,litu,1027,0,1,2010-2011,557,575,,
102438,1,litu ,1028,1,0,NA,452.3,468.2,,
102438,2,litu ,1028,1,0,NA,443.1,462.6,,
102439,1,litu ,1028,1,0,NA,218.8,224,,
102441,1,litu ,1029,1,0,NA,465.9,484,,
102442,1,litu ,1029,1,0,NA,551,577.1,,
102443,1,litu ,1029,1,0,NA,506,512.5,,
102444,1,litu ,1029,1,0,NA,598.7,630,,
102446,1,litu ,1029,1,0,NA,472,494,,
102446,2,litu ,1029,1,0,NA,270,273.2,,
102475,1,litu ,1030,1,0,NA,783.8,881.1,,
102501,1,litu ,1031,1,0,NA,615.5,634.2,,
102502,1,ulru ,1031,1,0,NA,120,126,,
102505,1,ceca ,1032,1,0,NA,56.5,61.3,,
102509,1,quve ,1032,1,0,NA,833,859.2,,
110061,1,litu ,1101,1,0,NA,1173.8,1185.8,,
110128,1,litu,1101,0,1,2010-2011,713.4,741,,
110331,1,quru,1102,0,1,2010-2011,220.6,238.4,,
110379,1,litu,1102,0,1,2010-2011,752,794.9,,
110680,1,litu ,1104,1,0,NA,683.3,683.9,,
110788,1,litu ,1104,1,0,NA,620.9,638.3,,
110791,1,litu,1104,1,1,2010-2011,634.6,651.2,,
110795,1,fagr,1104,0,1,2010-2011,169.1,192.5,,
110797,1,fagr,1104,0,1,2010-2011,195.4,224,,
110798,1,litu,1104,1,1,2010-2011,683.6,712.3,,
110811,1,quru,1104,0,1,2010-2011,583.4,613.9,,
110819,1,quve,1105,0,1,2010-2011,710.2,738.5,,
110870,1,qual,1106,0,1,2010-2011,205,210,,
110901,1,litu ,1105,1,0,NA,508,524.1,,
110914,1,litu,1105,0,1,2010-2011,543.9,561.7,,
110950,1,litu,1106,0,1,2010-2011,282.8,286.7,,
111014,1,litu,1107,1,1,2010-2011,549.9,671.3,,
111029,1,litu ,1107,1,0,NA,122,124.9,,
111030,1,litu,1107,1,1,2010-2011,581.5,600.5,,
111032,1,litu ,1107,1,0,NA,585.7,600,,
111032,2,litu ,1107,1,0,NA,414.1,424.3,,
111039,1,litu ,1108,1,0,NA,436,450.6,,
111041,1,quru ,1108,1,0,NA,965.8,1004.3,,
111051,1,litu,1108,0,1,2010-2011,461,470,,
111081,1,caovl,1110,0,1,2010-2011,429.6,435.7,,
111092,1,litu ,1110,1,0,NA,514.2,543.6,,
111093,1,litu ,1110,1,0,NA,434.1,460.5,,
111094,1,cagl,1110,0,1,2010-2011,343.8,351.7,,
111134,1,litu,1108,0,1,2010-2011,550.4,561.5,,
111163,1,quve,1109,0,1,2010-2011,493.8,511.8,,
111171,1,fagr,1110,0,1,2010-2011,113.6,125,,
111172,1,qupr,1110,0,1,2010-2011,313,326.3,,
111173,1,qupr,1111,0,1,2010-2011,209.4,223,,
111190,1,caco,1112,0,1,2010-2011,338.3,347.2,,
111208,1,fagr,1112,0,1,2010-2011,246.4,254.9,,
111212,1,cagl,1112,0,1,2010-2011,153,155.5,,
111240,1,qupr,1113,0,1,2010-2011,267.6,280.2,,
111252,1,quru,1114,0,1,2010-2011,317,331.3,,
111292,1,fram ,1116,1,0,NA,690.1,706.5,,
111314,1,quru,1114,0,1,2010-2011,694.2,727.3,,
112014,1,cagl ,1117,1,0,NA,451.8,480.4,,
112057,1,acru ,1117,1,0,NA,692.1,700.2,,
112060,1,fram ,1117,1,0,NA,818.7,829.8,,
112082,1,quru,1118,0,1,2010-2011,324.1,343.7,,
112118,1,quru ,1119,1,0,NA,569.8,571.5,,
112130,1,qual ,1119,1,0,NA,144.8,147.8,,
112136,1,pist,1120,1,1,2010-2011,262.2,274.1,,
112137,1,qual ,1120,1,0,NA,548.5,572,,
112142,1,qual,1120,1,1,2010-2011,367.1,385.6,,
112145,1,pist,1120,0,1,2010-2011,239.4,237.8,,
112170,1,pist,1121,0,1,2010-2011,324.7,342.2,,
112180,1,pist,1121,0,1,2010-2011,188.6,187.3,,
112206,1,quve,1121,0,1,2010-2011,521.4,545.4,,
112215,1,pist,1122,0,1,2010-2011,157.6,165,,
112250,1,pist ,1122,1,0,NA,364.6,392.1,,
112252,1,litu ,1122,1,0,NA,431.2,451,,
112258,1,pist,1123,0,1,2010-2011,157.9,158.5,,
112262,1,quru ,1123,1,0,NA,116.4,123,,
112316,1,quve ,1125,1,0,NA,813.8,822.8,,
112323,1,juni,1125,0,1,2010-2011,603,629.5,,
112336,1,qual,1125,1,1,2010-2011,505.9,516,,
112340,1,ceca ,1125,1,0,NA,55.8,59.1,,
112342,1,nysy ,1125,1,0,NA,197.1,196.7,,
112350,1,cagl ,1126,1,0,NA,593.9,602,,
112354,1,qual ,1126,1,0,NA,469.8,496.8,,
112462,1,litu ,1128,1,0,NA,534.5,551.7,,
112466,1,cato ,1129,1,0,NA,233.8,234.6,,
112467,1,litu ,1129,1,0,NA,476.9,479,,
112480,1,litu ,1131,1,0,NA,598.3,611.3,,
112481,1,litu ,1131,1,0,NA,452.1,460.1,,
112482,1,litu ,1131,1,0,NA,260.8,263.2,,
112698,1,ulru ,1128,1,0,NA,100.4,106.5,,
120162,1,quve,1202,0,1,2010-2011,472.3,535.1,,
120278,1,litu ,1201,1,0,NA,801,830,,
120755,1,litu ,1204,1,0,NA,652.8,639,,
120777,1,litu ,1205,1,0,NA,512.1,527,,
120781,1,litu ,1205,1,0,NA,589.7,605.9,,
120790,1,litu ,1205,1,0,NA,437.9,452.5,,
120924,1,litu,1206,0,1,2010-2011,136.1,137.6,,
121026,1,quru,1206,0,1,2010-2011,597.2,614,,
121088,1,cagl,1207,0,1,2010-2011,208.3,215,,
121105,1,cagl,1207,0,1,2010-2011,493.4,523.3,,
121162,1,caovl,1208,0,1,2010-2011,307.9,306.6,,
121186,1,quru,1210,0,1,2010-2011,207.3,223.5,,
121195,1,quru ,1211,1,0,NA,876,914.7,,
121212,1,litu,1207,1,1,2010-2011,816.2,851.1,,
121221,1,litu ,1207,1,0,NA,114.3,117.2,,
121275,1,qupr ,1209,1,0,NA,252.9,256,,
121284,1,litu,1209,0,1,2010-2011,616.2,630,,
121291,1,qupr ,1210,1,0,NA,418.3,439.2,,
121301,1,caovl,1211,1,1,2010-2011,230.8,241.3,,
121305,1,quru,1211,1,1,2010-2011,729.8,753.8,,
121329,1,quru,1213,0,1,2010-2011,405.4,413.5,,
121358,1,fram ,1216,1,0,NA,993.2,1037.4,,
121367,1,nysy ,1216,1,0,NA,242.9,255.6,,
121374,1,juni ,1216,1,0,NA,288.4,310.4,,
121379,1,quve,1206,0,1,2010-2011,682,677.5,,
121434,1,quru,1214,0,1,2010-2011,723.3,736.3,,
121442,1,litu,1215,0,1,2010-2011,254.7,263.9,,
122005,1,fram ,1217,1,0,NA,570,598.2,,
122006,1,acru ,1217,1,0,NA,394.8,395.9,,
122009,1,acru ,1217,1,0,NA,266.9,277,,
122060,1,quru,1218,0,1,2010-2011,640.1,675.8,,
122120,1,qual ,1220,1,0,NA,296.3,305.8,,
122121,1,pist ,1220,1,0,NA,257.2,271.5,,
122131,1,pist,1219,0,1,2010-2011,293.3,306.1,,
122136,1,quru ,1220,1,0,NA,561.8,587.7,,
122146,1,pist,1220,0,1,2010-2011,357.1,379.2,,
122149,1,pist,1220,0,1,2010-2011,150.1,149.4,,
122150,1,pist,1221,0,1,2010-2011,329,331.8,,
122157,1,pist,1221,0,1,2010-2011,438.9,463.4,,
122164,1,pist,1221,0,1,2010-2011,191.6,188.9,,
122165,1,pist,1221,0,1,2010-2011,217,224.6,,
122166,1,pist,1221,0,1,2010-2011,374.2,380.1,,
122180,1,pist,1222,0,1,2010-2011,297.1,315,,
122184,1,pist,1222,1,1,2010-2011,206.3,217.8,,
122185,1,pist ,1222,1,0,NA,148.7,149.3,,
122187,1,pist,1222,0,1,2010-2011,288.9,298.9,,
122189,1,qual ,1222,1,0,NA,629.1,665.1,,
122211,1,qual,1220,0,1,2010-2011,299.4,221.1,,
122229,1,pist,1221,0,1,2010-2011,221.4,209.3,,
122248,1,qual ,1222,1,0,NA,543.1,559,,
122278,1,pist,1223,0,1,2010-2011,346.9,383.9,,
122295,1,juni,1224,0,1,2010-2011,545.8,555.8,,
122302,1,pist,1223,0,1,2010-2011,200,193.9,,
122303,1,qual ,1223,1,0,NA,607.8,624.3,,
122343,1,qual ,1225,1,0,NA,603.8,623.9,,
122404,1,qual,1226,0,1,2010-2011,494.2,499.9,,
122427,1,qual ,1227,1,0,NA,810.2,832.7,,
122439,1,cagl ,1228,1,0,NA,177.3,179,,
122450,1,ulru ,1225,1,0,NA,NA,246,,
122452,1,fram ,1226,1,0,NA,507.7,516.7,,
122455,1,qual ,1226,1,0,NA,613.8,639.7,,
122458,1,cagl ,1226,1,0,NA,227,227,,
122474,1,qual,1227,0,1,2010-2011,600,617.5,,
122482,1,litu ,1228,1,0,NA,537.7,562.4,,
122486,1,litu ,1228,1,0,NA,596.2,620.3,,
122489,1,cagl ,1229,1,0,NA,274.4,282.1,,
122492,1,litu ,1229,1,0,NA,478.6,502.8,,
122522,1,litu ,1232,1,0,NA,421.7,424.6,,
122561,1,litu ,1231,1,0,NA,641,664.7,,
122563,2,litu ,1232,1,0,NA,483.2,490.1,,
130348,1,litu ,1302,1,0,NA,542.1,578.3,,
130579,1,litu,1304,0,1,2010-2011,679,698.3,,
130718,1,litu ,1306,1,0,NA,988.2,1012,,
130838,1,litu ,1305,1,0,NA,623.4,652.4,,
130991,1,quve,1307,0,1,2010-2011,698.1,722,,
131009,1,quve,1308,1,1,2010-2011,736.5,757.6,,
131017,1,litu,1308,0,1,2010-2011,205,210.6,,
131032,1,cagl,1308,0,1,2010-2011,333.3,340,,
131047,1,litu,1309,0,1,2010-2011,118.7,120.1,,
131061,1,caovl,1309,0,1,2010-2011,291.6,291.9,,
131080,1,litu,1310,0,1,2010-2011,265.5,268,,
131086,1,quru ,1310,1,0,NA,573.6,582,,
131087,1,quru,1310,1,1,2010-2011,630.1,665,,
131091,1,caovl,1311,0,1,2010-2011,219.5,221.5,,
131092,1,litu ,1311,1,0,NA,435.2,472.9,,
131096,1,litu ,1311,1,0,NA,282.9,280.8,,
131113,1,cagl,1310,0,1,2010-2011,508.7,525.1,,
131138,1,caovl,1311,0,1,2010-2011,206.4,211.5,,
131188,1,litu ,1313,1,0,NA,554.7,586.3,,
131227,1,litu ,1313,1,0,NA,491.2,525.3,,
131232,1,litu ,1313,1,0,NA,409.5,430.7,,
131233,1,litu ,1313,1,0,NA,289.1,301.6,,
131239,1,quru ,1314,1,0,NA,559.4,587.1,,
131272,1,fram ,1315,1,0,NA,911.8,927.8,,
131304,1,litu,1314,0,1,2010-2011,613.7,649.5,,
131352,1,fram,1316,1,0,NA,17.7,20.7,,
131360,1,juni,1316,0,1,2010-2011,314.9,335.3,,
131364,1,acru ,1316,1,0,NA,397.8,421.1,,
132028,1,fram ,1317,1,0,NA,585.8,595.7,,
132077,1,qual ,1319,1,0,NA,558.9,592.4,,
132171,1,litu ,1320,1,0,NA,496.6,522.3,,
132194,1,pist,1321,0,1,2010-2011,169.4,172.4,,
132206,1,qual,1320,0,1,2010-2011,467,480.2,,
132232,1,quve,1322,0,1,2010-2011,258.3,285.1,,
132233,1,pist,1322,0,1,2010-2011,315.8,323,,
132236,1,pist,1322,0,1,2010-2011,253.2,260.1,,
132241,1,pist,1322,0,1,2010-2011,284.6,299.3,,
132250,1,quve,1323,0,1,2010-2011,265.1,285,,
132302,1,quru ,1321,1,0,NA,906.8,907.9,,
132311,1,qual ,1322,1,0,NA,516.3,536.5,,
132321,1,quru ,1323,1,0,NA,619,628.9,,
132371,1,quru ,1325,1,0,NA,667,709,,
132396,1,quve,1327,0,1,2010-2011,622.9,649.3,,
132508,1,quve ,1328,1,0,NA,410.3,422.5,,
132512,1,juni ,1328,1,0,NA,532.2,535.1,,
132524,1,litu ,1329,1,0,NA,233.6,233.9,,
132529,1,litu ,1329,1,0,NA,838.8,872.5,,
132532,1,fagr,1330,0,1,2010-2011,145.7,167,,
132539,1,litu ,1331,1,0,NA,583,604.5,,
132542,1,quve,1332,1,1,2010-2011,705,718,,
132545,1,litu ,1332,1,0,NA,426.8,446,,
140467,1,quve ,1404,1,0,NA,1511.4,1520,,
140609,1,litu ,1403,1,0,NA,1054,1081.9,,
140646,1,litu ,1405,1,0,NA,690.9,716.8,,
140733,1,quve,1407,0,1,2010-2011,690.5,712,,
140735,1,litu,1407,0,1,2010-2011,228.5,246.9,,
140736,1,quve,1407,1,1,2010-2011,618.4,652.5,,
140751,1,quru ,1408,1,0,NA,646.6,677.1,,
140761,1,quve,1408,0,1,2010-2011,620,648.2,,
140764,1,qupr,1408,0,1,2010-2011,226.2,247.2,,
140810,1,caovl,1410,0,1,2010-2011,214.7,223,,
140813,1,litu ,1410,1,0,NA,678.5,700.6,,
140818,1,litu ,1410,1,0,NA,490.5,521.9,,
140819,1,litu ,1411,1,0,NA,206.7,203.4,,
140821,1,litu ,1411,1,0,NA,513.1,531.4,,
140825,1,litu ,1411,1,0,NA,490.8,507.1,,
140829,1,litu ,1411,1,0,NA,598.3,628.5,,
140833,1,litu ,1411,1,0,NA,646.9,561.3,,
140872,1,litu ,1413,1,0,NA,564.1,599.8,,
140881,1,fram,1414,0,1,2010-2011,601.5,611.1,,
140931,1,quve,1408,0,1,2010-2011,373.4,400.5,,
140934,1,quve,1408,0,1,2010-2011,489.6,503,,
141031,1,qupr,1411,0,1,2010-2011,425.6,422.9,,
141124,1,fram,1416,0,1,2010-2011,184.3,190.6,,
141146,1,caco ,1416,1,0,NA,344.6,354.8,,
142015,1,quve,1417,0,1,2010-2011,493.6,519,,
142046,1,pist,1418,0,1,2010-2011,331.8,346,,
142113,1,cagl ,1417,1,0,NA,479.4,477.2,,
142178,1,fram,1419,0,1,2010-2011,534.9,549.8,,
142206,1,fram ,1419,1,0,NA,851.4,854.7,,
142220,1,caco,1420,0,1,2010-2011,290.8,307.9,,
142363,1,qual,1424,0,1,2010-2011,474.9,503.4,,
142380,1,qual ,1425,1,0,NA,545.7,574.9,,
142484,1,pist,1421,0,1,2010-2011,509.6,578.5,,
142521,1,pist,1422,1,1,2010-2011,418,452,,
142527,1,cagl ,1422,1,0,NA,151.6,159.8,,
142539,1,qual,1423,0,1,2010-2011,586.9,605.2,,
142565,1,qual,1425,0,1,2010-2011,302.4,309.8,,
142575,1,quve,1426,1,1,2010-2011,457,499.5,,
142583,1,qupr,1427,0,1,2010-2011,483.3,506.7,,
142602,1,qupr,1427,0,1,2010-2011,584.2,609.8,,
142656,1,litu ,1431,1,0,NA,416.2,424.6,,
142703,1,fram,1428,0,1,2010-2011,177.9,181.5,,
142708,1,juni ,1429,1,0,NA,421,423.1,,
142727,1,litu ,1431,1,0,NA,910.8,932.5,,
142729,1,litu ,1431,1,0,NA,463.5,474,,
142730,1,litu ,1431,1,0,NA,639.8,670,,
142731,1,litu ,1432,1,0,NA,518,528.2,,
142732,1,cagl ,1432,1,0,NA,209.5,217.5,,
142733,1,litu ,1432,1,0,NA,584.3,608.5,,
142735,1,qual ,1432,1,0,NA,628.1,639.6,,
143707,1,cagl ,1426,1,0,NA,NA,144.5,,
150048,1,juni,1501,0,1,2010-2011,439.6,466.5,,
150756,1,quve ,1503,1,0,NA,931,939.1,,
150761,1,juni,1503,0,1,2010-2011,366.1,379,,
150830,1,litu ,1508,1,0,NA,901.2,949.8,,
150890,1,quru,1510,0,1,2010-2011,750,798.1,,
150911,1,fagr,1506,0,1,2010-2011,177.5,195.3,,
150941,1,fagr,1508,0,1,2010-2011,137.9,164.1,,
150951,1,quve,1508,0,1,2010-2011,520.5,555.9,,
151021,1,quru,1510,0,1,2010-2011,500.4,545.8,,
151123,1,fagr,1511,0,1,2010-2011,158.3,176.1,,
151140,1,fagr,1512,0,1,2010-2011,165.6,181.2,,
152044,1,qupr,1518,0,1,2010-2011,350,387.1,,
152069,1,qupr,1518,0,1,2010-2011,584.8,615.9,,
152153,1,ploc ,1520,1,0,NA,929.5,961.6,,
152490,1,quve,1524,0,1,2010-2011,510.1,540.2,,
152529,1,fagr,1526,0,1,2010-2011,283.1,313.6,,
152623,1,juni,1528,0,1,2010-2011,484.6,502.1,,
152645,1,quve,1529,0,1,2010-2011,641.5,665,,
152656,1,quve,1529,0,1,2010-2011,436.7,449.5,,
152661,1,fagr,1530,0,1,2010-2011,114.2,132.9,,
152673,1,litu ,1530,1,0,NA,892.3,932.7,,
152701,1,litu ,1531,1,0,NA,893.2,951,,
160665,1,litu,1604,0,1,2010-2011,666.1,693,,
160713,1,litu ,1603,1,0,NA,785.7,838,,
160742,1,litu ,1605,1,0,NA,810.9,860,,
160760,1,fagr,1606,0,1,2010-2011,187.5,215.1,,
160777,1,litu,1608,0,1,2010-2011,434.2,464.9,,
160862,1,ploc ,1614,1,0,NA,805.1,834,,
160910,1,litu ,1607,1,0,NA,916.2,973,,
160930,1,litu,1608,0,1,2010-2011,490.5,525.5,,
160935,1,quve,1609,0,1,2010-2011,565.5,601.1,,
160985,1,litu ,1612,1,0,NA,829.9,845.9,,
161524,1,quru,1616,0,1,2010-2011,309.3,359,,
161554,1,juni,1615,0,1,2010-2011,405,420.5,,
161576,1,quru,1616,0,1,2010-2011,539.4,565.6,,
162030,1,qupr,1618,0,1,2010-2011,140.2,142.3,,
162293,1,qual ,1623,1,0,NA,859.1,865.7,,
162295,1,qual,1623,0,1,2010-2011,511.3,537,,
162355,1,juni,1621,0,1,2010-2011,444,462,,
162398,1,qual,1624,0,1,2010-2011,522,532,,
162415,1,qupr,1625,0,1,2010-2011,357.5,383.1,,
162432,1,pist,1626,0,1,2010-2011,384.6,402.8,,
162438,1,qupr,1626,0,1,2010-2011,398.1,416,,
162439,1,quru ,1627,1,0,NA,817.5,832.5,,
162503,1,quve ,1624,1,0,NA,874.8,898.4,,
162543,1,qual ,1627,1,0,NA,870.3,890,,
162566,1,quve,1628,0,1,2010-2011,487.8,516.2,,
162575,1,juni,1629,0,1,2010-2011,500.9,513.1,,
170175,1,litu ,1702,1,0,NA,848.2,885,,
170992,1,litu ,1704,1,0,NA,657.2,686.7,,
170994,1,litu ,1704,1,1,2010-2011,528.9,555.9,,
171127,1,litu ,1705,1,0,NA,713,737.2,,
171150,1,fagr,1706,0,1,2010-2011,136.7,139,,
171167,1,quve,1707,0,1,2010-2011,543,559.2,,
171254,1,litu ,1708,1,0,NA,704.2,743.5,,
171257,1,litu ,1708,1,0,NA,599.8,621,,
171262,1,litu ,1708,1,0,NA,589,616.9,,
171306,1,fagr,1712,0,1,2010-2011,222.4,256,,
171314,1,quru ,1712,1,0,NA,865.2,864,,
171348,1,ceca ,1714,1,0,NA,139.1,155.4,,
171358,1,fram ,1714,1,1,2010-2011,887.8,920,,
171421,1,fram,1712,0,1,2010-2011,254.8,264.9,,
171456,1,acru ,1714,1,0,NA,699.5,715,,
171462,1,qual ,1715,1,0,NA,796,823.4,,
171505,1,litu ,1716,1,0,NA,424.3,452,,
171506,1,litu ,1716,1,0,NA,456.2,482.1,,
172036,1,qual,1719,0,1,2010-2011,480.9,488,,
172168,1,qual,1723,0,1,2010-2011,270.7,274.4,,
172201,1,cagl ,1717,1,0,NA,64.6,66.2,,
172202,1,quru ,1717,1,1,2010-2011,538.8,555.1,,
172203,1,qual ,1717,1,0,NA,321.5,368.5,,
172205,1,qual ,1717,1,0,NA,477.8,493,,
172229,1,litu,1719,0,1,2010-2011,708.1,740,,
172248,1,cato ,1719,1,0,NA,270.7,274.2,,
172255,1,qual ,1720,1,0,NA,622.8,645.2,,
172382,1,juni ,1723,1,0,NA,453,459.2,,
172416,1,nysy ,1725,1,0,NA,199.9,204.5,,
172417,1,nysy ,1725,1,0,NA,96.7,98.8,,
172418,1,nysy ,1725,1,0,NA,95,297,,
172421,1,cagl ,1725,1,0,NA,217.7,230.8,,
172423,1,litu ,1726,1,0,NA,262.8,322,,
172453,1,juni,1727,0,1,2010-2011,312.9,322,,
172470,1,quru ,1728,1,0,NA,667,710,,
172472,1,fram ,1728,1,0,NA,147.8,150,,
172499,1,qual ,1730,1,0,NA,1017.5,1031.9,,
172517,1,qupr,1726,0,1,2010-2011,200.7,231,,
172542,1,fram,1728,0,1,2010-2011,196.3,200.2,,
172556,1,litu ,1729,1,0,NA,780.7,817.5,,
172575,1,fram,1730,0,1,2010-2011,246.2,257,,
172587,1,fram ,1731,1,0,NA,425.3,435.5,,
172624,1,litu ,1731,1,0,NA,449,464.5,,
172626,1,fram ,1731,1,0,NA,470.6,490,,
172637,1,juni,1732,0,1,2010-2011,335.1,342,,
180235,1,litu ,1802,1,0,NA,936.8,979.5,,
180341,1,juni,1803,0,1,2010-2011,611.7,641.5,,
180654,1,litu ,1805,1,0,NA,295,332.2,,
180691,1,litu ,1807,1,0,NA,684.1,716,,
180728,1,litu ,1804,1,0,NA,398.7,409,,
180751,1,litu,1807,0,1,2010-2011,591.9,605,,
180794,1,litu,1811,0,1,2010-2011,415.6,450,,
180903,1,litu ,1808,1,0,NA,305.4,318.2,,
180904,1,litu ,1808,1,0,NA,361.3,372.2,,
180929,1,quve,1809,0,1,2010-2011,394.4,411.4,,
180952,1,quru,1811,0,1,2010-2011,538.2,567,,
180984,1,litu ,1813,1,0,NA,901.7,923.5,,
180988,3,acru ,1813,1,0,NA,151.2,162,,
180991,1,ploc ,1814,1,0,NA,922.9,936.2,,
180996,1,qual,1814,0,1,2010-2011,623,645,,
181030,1,qual ,1816,1,0,NA,744,765.2,,
181033,1,litu ,1816,1,0,NA,489.5,515.5,,
182058,1,pist,1819,0,1,2010-2011,311.2,328,,
182060,1,quru,1819,0,1,2010-2011,196.1,205,,
182130,1,quve,1821,0,1,2010-2011,590,612,,
182161,1,fram ,1822,1,0,NA,1053.4,1072.1,,
182207,1,qual ,1817,1,0,NA,540.5,539,,
182208,1,quru ,1817,1,0,NA,498,513,,
182248,1,nysy ,1820,1,0,NA,44.3,89.2,,
182376,1,ploc ,1823,1,0,NA,570.1,608.5,,
182396,1,fram,1824,0,1,2010-2011,351.9,363,,
182451,1,fram ,1829,1,0,NA,342.3,355.6,,
182491,1,litu ,1831,1,0,NA,395.5,410,,
182498,1,fram ,1831,1,0,NA,142,145.7,,
182570,1,juni,1823,1,0,NA,12.7,10.8,,
182678,1,fram,1828,0,1,2010-2011,158,162.2,,
182681,1,litu ,1829,1,0,NA,565.5,590.1,,
182686,1,quve,1829,0,1,2010-2011,530.6,544.5,,
182693,1,litu ,1830,1,0,NA,798.7,821.1,,
182695,1,fagr,1830,0,1,2010-2011,163.8,191.6,,
190018,1,litu,1901,0,1,2010-2011,775.1,805.9,,
190065,1,litu ,1902,1,0,NA,525.6,539,,
190067,1,litu ,1902,1,0,NA,690.8,726.1,,
190071,1,litu ,1902,1,0,NA,202.1,211.6,,
190074,1,juni,1902,0,1,2010-2011,371.2,384.1,,
190075,1,litu,1902,0,1,2016-2017,500.1,518,,
190115,1,litu ,1902,1,0,NA,876,923.5,,
190413,1,litu ,1904,1,0,NA,965.3,1001.6,,
190426,1,litu ,1904,1,0,NA,974.3,1016.2,,
190429,1,litu ,1904,1,0,NA,709.8,724.9,,
190438,1,litu,1905,0,1,2010-2011,675.1,701.2,,
190483,1,juni,1908,0,1,2010-2011,426.9,447.9,,
190497,1,litu,1909,0,1,2010-2011,136,152.2,,
190568,1,juni ,1912,1,0,NA,854,903,,
190635,1,fagr,1906,0,1,2010-2011,159,182.9,,
190655,1,litu ,1907,1,0,NA,518.4,545.6,,
190658,1,litu ,1907,1,0,NA,458.4,473.2,,
190670,1,litu ,1908,1,0,NA,531.3,548.9,,
190694,1,quru ,1909,1,0,NA,1272.5,1265.5,,
190793,1,litu ,1914,1,0,NA,577.8,601,,
190794,1,quru ,1914,1,0,NA,615,639.8,,
190798,1,cagl ,1914,1,0,NA,269.5,269.3,,
190835,1,litu ,1916,1,0,NA,387.1,409.3,,
190838,1,quru ,1916,1,0,NA,522.5,553.5,,
190840,1,litu ,1916,1,0,NA,157.2,164.9,,
190935,1,quru ,1916,1,0,NA,210.2,228.2,,
192008,1,qual ,1917,1,0,NA,635,655.8,,
192029,1,qual,1918,0,1,2010-2011,359.7,390.9,,
192055,1,qual ,1919,1,0,NA,575,595,,
192062,1,qupr ,1920,1,0,NA,494.2,512.2,,
192064,1,qupr ,1920,1,0,NA,500,504.3,,
192068,1,qupr,1920,0,1,2010-2011,516.9,534.1,,
192070,1,qupr,1921,0,1,2010-2011,506,521,,
192074,1,qupr,1921,0,1,2010-2011,387,411.5,,
192108,1,qupr,1922,0,1,2010-2011,106.1,114.5,,
192128,1,litu,1923,0,1,2010-2011,136.2,157.6,,
192129,1,litu,1923,0,1,2010-2011,114.3,133.8,,
192130,1,qupr,1923,0,1,2010-2011,348,369.8,,
192133,1,caovl ,1923,1,0,NA,547,552,,
192213,1,pist,1917,0,1,2010-2011,452.3,502.5,,
192239,1,quve,1919,0,1,2010-2011,279.1,288.2,,
192244,1,qual ,1919,1,0,NA,423,443.5,,
192437,1,litu ,1925,1,0,NA,409,436.9,,
192466,1,quru ,1926,1,0,NA,780,809,,
192484,1,quru ,1926,1,0,NA,395.9,422.5,,
192527,1,litu ,1928,1,0,NA,490.1,503.9,,
192528,1,litu ,1928,1,0,NA,645.2,569.5,,
192532,1,fagr ,1928,1,0,NA,151.4,175.9,,
192533,1,litu ,1928,1,0,NA,381,403.2,,
192534,1,litu ,1928,1,0,NA,537.3,554.9,,
192542,1,litu ,1929,1,0,NA,304.2,316.2,,
192543,1,litu ,1929,1,0,NA,426.1,445.5,,
192544,1,litu ,1929,1,0,NA,332.9,341.8,,
192546,1,litu ,1929,1,0,NA,515.3,533.5,,
192548,1,litu ,1929,1,0,NA,451.1,467,,
192560,1,qual ,1930,1,0,NA,900,933.1,,
192570,1,fram ,1931,1,0,NA,451.5,468.2,,
192619,1,quru ,1926,1,0,NA,749.5,787,,
192674,1,litu ,1929,1,0,NA,448.4,467,,
192697,1,fram,1932,0,1,2010-2011,381.3,397.3,,
200038,1,litu ,2001,1,1,2010-2011,914.2,941.2,,
200038,2,litu ,2001,1,1,2010-2011,819.5,843.8,,
200142,1,litu ,2002,1,0,NA,582.7,604,,
200151,1,litu ,2002,1,0,NA,634.1,669.3,,
200168,1,litu,2002,0,1,2010-2011,423.1,432,,
200389,1,litu,2003,0,1,2010-2011,329.5,359,,
200547,1,litu ,2005,1,0,NA,622.1,654,,
200551,1,litu ,2005,1,0,NA,560,576,,
200553,1,litu ,2005,1,0,NA,535.8,558.1,,
200577,1,juni,2007,1,1,2010-2011,535.2,535.2,,
200586,1,juni ,2007,1,0,NA,426.1,437.2,,
200613,1,litu ,2004,1,0,NA,834,851.6,,
200676,1,litu ,2008,1,0,NA,847.1,869.1,,
